	SRR1795409_accepted_hits	SRR1795410_accepted_hits	SRR1795425_accepted_hits	SRR1795426_accepted_hits
ENSG00000162783	101	99	139	73
ENSG00000162804	29	25	12	5
ENSG00000162813	481	546	584	339
ENSG00000162814	30	44	6	8
ENSG00000162817	7	17	33	17
ENSG00000162819	462	498	483	285
ENSG00000162825	11	14	3	0
ENSG00000162836	221	254	118	82
ENSG00000162843	4	5	0	0
ENSG00000162849	42	36	61	28
ENSG00000162851	264	292	248	142
ENSG00000162852	186	196	72	38
ENSG00000162869	205	263	118	57
ENSG00000162873	0	1	1	0
ENSG00000162877	29	37	2	0
ENSG00000162878	51	75	13	10
ENSG00000162881	2	3	1	0
ENSG00000162882	8	7	19	11
ENSG00000162885	566	661	117	61
ENSG00000162889	320	378	180	99
ENSG00000162891	0	1	0	0
ENSG00000162892	0	0	0	0
ENSG00000162894	0	0	6	4
ENSG00000162896	0	0	0	0
ENSG00000162897	0	0	0	0
ENSG00000162909	1354	1570	816	468
ENSG00000162910	462	498	444	252
ENSG00000162923	1273	1417	796	474
ENSG00000162924	164	191	98	65
ENSG00000162927	52	83	41	18
ENSG00000162928	203	225	111	65
ENSG00000162929	127	148	110	62
ENSG00000162931	24	17	0	0
ENSG00000162944	12	22	5	2
ENSG00000162946	53	72	21	11
ENSG00000162949	0	1	0	0
ENSG00000162951	0	0	0	0
ENSG00000162959	170	206	158	87
ENSG00000162961	176	178	267	178
ENSG00000162971	101	113	76	46
ENSG00000162972	209	250	337	190
ENSG00000162975	1	0	3	1
ENSG00000162976	7	10	37	13
ENSG00000162980	262	311	19	22
ENSG00000162981	1	0	0	0
ENSG00000162989	0	0	19	9
ENSG00000162992	0	0	0	0
ENSG00000162994	48	68	17	9
ENSG00000162998	2	0	4	1
ENSG00000162999	16	30	59	28
ENSG00000163001	400	446	294	196
ENSG00000163002	328	393	353	196
ENSG00000163006	831	1037	474	288
ENSG00000163012	0	0	0	0
ENSG00000163013	14	29	14	3
ENSG00000163017	0	0	88	62
ENSG00000163026	321	426	298	168
ENSG00000163029	1099	1298	533	287
ENSG00000163032	3	4	2	0
ENSG00000163040	37	36	11	9
ENSG00000163041	1032	1119	1086	748
ENSG00000163046	0	0	0	0
ENSG00000163050	832	1015	575	361
ENSG00000163053	66	54	166	104
ENSG00000163060	7	7	1	1
ENSG00000163064	9	12	23	7
ENSG00000163069	127	175	374	230
ENSG00000163071	31	31	33	11
ENSG00000163072	54	59	0	0
ENSG00000163075	11	11	5	1
ENSG00000163081	1	1	1	0
ENSG00000163082	19	21	137	80
ENSG00000163083	5	2	14	8
ENSG00000163092	0	0	0	0
ENSG00000163093	11	17	17	6
ENSG00000163098	0	0	0	2
ENSG00000163104	950	1131	772	475
ENSG00000163106	0	0	0	0
ENSG00000163110	244	264	981	640
ENSG00000163114	0	0	0	2
ENSG00000163116	1	2	2	0
ENSG00000163121	0	0	0	1
ENSG00000163125	604	644	596	320
ENSG00000163126	36	32	1	1
ENSG00000163131	8	7	16	9
ENSG00000163132	39	40	76	55
ENSG00000163138	68	110	90	50
ENSG00000163141	6	11	2	0
ENSG00000163145	2	0	0	0
ENSG00000163154	9	8	0	0
ENSG00000163155	77	78	65	50
ENSG00000163156	327	367	452	290
ENSG00000163157	9	7	0	1
ENSG00000163159	508	611	581	415
ENSG00000163161	948	950	547	362
ENSG00000163162	206	200	218	129
ENSG00000163166	1101	1196	826	469
ENSG00000163170	162	182	202	140
ENSG00000163171	31	42	60	27
ENSG00000163191	24	36	913	546
ENSG00000163202	0	0	0	0
ENSG00000163206	0	0	0	0
ENSG00000163207	0	0	0	0
ENSG00000163209	0	0	0	0
ENSG00000163214	1053	1078	641	391
ENSG00000163216	0	0	0	0
ENSG00000163217	0	0	0	0
ENSG00000163218	0	0	0	0
ENSG00000163219	0	0	0	0
ENSG00000163220	0	0	0	0
ENSG00000163221	0	0	0	0
ENSG00000163235	0	0	4	4
ENSG00000163239	0	0	0	0
ENSG00000163249	72	82	140	77
ENSG00000163251	36	39	136	69
ENSG00000163254	0	0	0	0
ENSG00000163257	284	319	283	160
ENSG00000163263	0	2	0	0
ENSG00000163273	7	4	56	29
ENSG00000163281	71	118	183	133
ENSG00000163283	0	0	13	10
ENSG00000163285	0	0	0	0
ENSG00000163286	0	0	2	0
ENSG00000163288	1	2	0	0
ENSG00000163291	181	222	169	116
ENSG00000163293	31	41	63	40
ENSG00000163295	0	0	1	0
ENSG00000163297	54	57	118	82
ENSG00000163312	293	353	80	53
ENSG00000163319	344	397	453	283
ENSG00000163320	365	372	381	159
ENSG00000163322	94	135	64	42
ENSG00000163328	72	76	45	37
ENSG00000163331	0	1	1	0
ENSG00000163344	78	89	291	156
ENSG00000163346	98	145	146	83
ENSG00000163347	2	1	68	49
ENSG00000163348	163	182	163	96
ENSG00000163349	587	695	576	326
ENSG00000163352	3	0	0	0
ENSG00000163354	2	0	0	0
ENSG00000163357	5	9	7	6
ENSG00000163359	6	6	4	0
ENSG00000163362	11	9	8	6
ENSG00000163374	462	524	256	155
ENSG00000163376	201	238	123	66
ENSG00000163377	0	1	0	0
ENSG00000163378	174	188	112	67
ENSG00000163380	0	1	2	1
ENSG00000163382	788	858	1269	738
ENSG00000163389	160	215	98	46
ENSG00000163393	39	51	11	7
ENSG00000163394	0	0	1	1
ENSG00000163395	2	0	0	0
ENSG00000163399	5339	6229	8473	5077
ENSG00000163406	10	16	0	2
ENSG00000163412	48	65	56	31
ENSG00000163421	7	6	24	15
ENSG00000163424	0	0	0	0
ENSG00000163428	488	522	405	262
ENSG00000163430	267	326	1432	825
ENSG00000163431	10	11	20	11
ENSG00000163435	1	1	1	0
ENSG00000163440	0	0	0	0
ENSG00000163444	531	624	51	28
ENSG00000163449	1	0	2	3
ENSG00000163453	18	16	46	25
ENSG00000163462	12	15	11	8
ENSG00000163463	359	402	1014	631
ENSG00000163464	0	0	0	0
ENSG00000163466	969	1094	2723	1607
ENSG00000163467	8	8	16	11
ENSG00000163468	9338	10597	11596	6929
ENSG00000163472	16	19	14	7
ENSG00000163479	582	737	1006	631
ENSG00000163481	221	256	376	221
ENSG00000163482	339	343	153	83
ENSG00000163485	4	1	3	6
ENSG00000163491	84	80	19	17
ENSG00000163492	0	0	1	0
ENSG00000163497	0	0	1	0
ENSG00000163499	1	1	0	0
ENSG00000163501	1	3	0	0
ENSG00000163507	1695	1926	909	550
ENSG00000163508	16	15	24	23
ENSG00000163510	682	756	439	285
ENSG00000163512	442	569	81	57
ENSG00000163513	61	71	99	51
ENSG00000163515	0	0	0	0
ENSG00000163516	263	273	202	122
ENSG00000163517	34	33	48	24
ENSG00000163518	0	0	0	0
ENSG00000163519	0	0	0	0
ENSG00000163520	10	14	0	0
ENSG00000163521	52	56	32	19
ENSG00000163527	2062	2478	1222	744
ENSG00000163528	150	166	209	123
ENSG00000163530	0	0	0	0
ENSG00000163531	21	14	4	7
ENSG00000163534	0	0	0	0
ENSG00000163535	681	890	547	327
ENSG00000163536	43	38	63	29
ENSG00000163539	470	576	179	92
ENSG00000163541	620	638	1001	639
ENSG00000163545	6	10	12	8
ENSG00000163554	0	0	0	0
ENSG00000163558	491	531	408	232
ENSG00000163563	0	1	0	0
ENSG00000163564	0	0	0	0
ENSG00000163565	0	0	7	2
ENSG00000163568	0	0	0	0
ENSG00000163576	6	8	2	4
ENSG00000163577	60	56	83	49
ENSG00000163581	2	2	0	0
ENSG00000163584	661	786	105	97
ENSG00000163586	0	0	0	0
ENSG00000163590	69	72	151	103
ENSG00000163596	60	77	40	16
ENSG00000163599	0	0	0	0
ENSG00000163600	0	0	0	0
ENSG00000163602	107	135	225	126
ENSG00000163605	991	1165	326	189
ENSG00000163606	8	6	0	0
ENSG00000163607	295	292	218	144
ENSG00000163608	669	773	266	171
ENSG00000163611	0	0	0	0
ENSG00000163617	47	53	14	4
ENSG00000163618	0	0	55	31
ENSG00000163623	17	25	47	41
ENSG00000163624	127	150	172	95
ENSG00000163625	1485	1742	449	260
ENSG00000163626	103	126	219	135
ENSG00000163629	1780	2132	935	556
ENSG00000163630	0	0	0	0
ENSG00000163631	4	1	0	0
ENSG00000163632	14	9	0	0
ENSG00000163633	0	0	0	0
ENSG00000163634	592	695	531	335
ENSG00000163635	25	16	7	3
ENSG00000163636	1745	2130	2157	1251
ENSG00000163637	6	8	63	27
ENSG00000163638	121	181	17	15
ENSG00000163644	149	163	128	70
ENSG00000163645	2	3	2	2
ENSG00000163646	0	1	0	0
ENSG00000163655	1755	1935	2237	1266
ENSG00000163659	279	288	359	220
ENSG00000163660	631	684	124	94
ENSG00000163661	4	6	94	64
ENSG00000163666	9	13	5	0
ENSG00000163673	2	1	7	4
ENSG00000163681	859	1008	217	111
ENSG00000163682	4155	4845	3071	1961
ENSG00000163683	5	15	35	8
ENSG00000163684	230	252	151	82
ENSG00000163686	75	80	63	31
ENSG00000163687	0	0	1	0
ENSG00000163689	52	60	12	8
ENSG00000163694	13	22	144	94
ENSG00000163697	87	108	137	76
ENSG00000163701	0	2	6	2
ENSG00000163702	27	54	48	24
ENSG00000163703	65	64	50	39
ENSG00000163704	45	25	30	22
ENSG00000163705	4	5	0	0
ENSG00000163710	244	262	227	120
ENSG00000163714	4966	6010	1885	1111
ENSG00000163719	311	385	295	185
ENSG00000163728	370	487	287	150
ENSG00000163734	1	0	1	1
ENSG00000163735	0	0	0	0
ENSG00000163736	0	0	0	0
ENSG00000163737	0	0	1	4
ENSG00000163738	61	72	71	57
ENSG00000163739	0	0	0	0
ENSG00000163743	233	271	271	196
ENSG00000163746	0	0	3	1
ENSG00000163749	0	0	0	0
ENSG00000163751	0	0	0	0
ENSG00000163754	233	247	508	312
ENSG00000163755	455	523	297	202
ENSG00000163762	0	0	0	0
ENSG00000163781	1920	2436	1134	694
ENSG00000163785	573	623	115	67
ENSG00000163788	286	334	123	90
ENSG00000163792	0	0	0	0
ENSG00000163793	3	1	0	0
ENSG00000163794	2	4	0	0
ENSG00000163795	84	85	36	30
ENSG00000163798	533	648	457	261
ENSG00000163803	0	2	1	0
ENSG00000163806	22	29	0	0
ENSG00000163807	99	127	117	66
ENSG00000163808	916	1042	261	168
ENSG00000163810	2	3	0	0
ENSG00000163811	2636	3047	1656	975
ENSG00000163812	389	430	74	44
ENSG00000163814	0	0	8	5
ENSG00000163815	2	1	2	0
ENSG00000163817	0	0	0	0
ENSG00000163818	212	248	236	135
ENSG00000163820	442	514	239	128
ENSG00000163823	0	0	0	0
ENSG00000163825	0	0	0	0
ENSG00000163827	0	0	0	0
ENSG00000163832	339	406	300	172
ENSG00000163833	0	0	0	0
ENSG00000163840	61	74	179	114
ENSG00000163848	505	607	292	174
ENSG00000163864	4	12	8	7
ENSG00000163866	94	91	141	76
ENSG00000163867	110	112	67	41
ENSG00000163870	153	151	153	93
ENSG00000163872	564	652	413	266
ENSG00000163873	1	0	13	4
ENSG00000163874	27	38	43	14
ENSG00000163875	203	232	429	232
ENSG00000163877	154	173	220	118
ENSG00000163879	2	4	0	0
ENSG00000163882	409	422	653	387
ENSG00000163884	54	67	60	35
ENSG00000163885	12	12	0	0
ENSG00000163888	1	0	15	6
ENSG00000163898	0	0	30	16
ENSG00000163900	70	77	100	66
ENSG00000163902	2720	3183	3030	1829
ENSG00000163904	416	465	253	153
ENSG00000163909	6	11	61	30
ENSG00000163913	239	288	213	129
ENSG00000163914	0	0	0	0
ENSG00000163918	715	806	834	478
ENSG00000163923	30	43	66	27
ENSG00000163930	1034	1086	230	143
ENSG00000163931	2889	3162	5619	3239
ENSG00000163932	155	116	338	184
ENSG00000163933	438	530	256	155
ENSG00000163935	461	547	97	77
ENSG00000163938	5259	6197	2186	1292
ENSG00000163939	2346	2678	1009	610
ENSG00000163945	118	136	41	26
ENSG00000163946	2057	2393	583	341
ENSG00000163947	88	110	117	85
ENSG00000163950	549	667	841	545
ENSG00000163956	1081	1177	1030	582
ENSG00000163958	0	0	1	1
ENSG00000163959	5	14	0	4
ENSG00000163960	231	272	637	318
ENSG00000163961	365	409	152	118
ENSG00000163964	125	158	138	87
ENSG00000163975	35	38	42	19
ENSG00000163982	0	0	0	0
ENSG00000163993	4	0	1	0
ENSG00000163995	12	7	5	5
ENSG00000164002	27	37	82	51
ENSG00000164007	0	0	0	0
ENSG00000164008	46	45	76	35
ENSG00000164010	61	47	16	9
ENSG00000164011	71	93	76	37
ENSG00000164022	575	681	642	412
ENSG00000164023	67	101	123	82
ENSG00000164024	507	577	683	437
ENSG00000164031	131	149	129	75
ENSG00000164032	3883	4463	3955	2306
ENSG00000164035	0	0	1	0
ENSG00000164037	1	1	0	1
ENSG00000164038	138	163	98	59
ENSG00000164039	136	198	248	151
ENSG00000164040	116	142	353	226
ENSG00000164045	949	1139	810	506
ENSG00000164047	0	0	0	1
ENSG00000164048	242	267	158	90
ENSG00000164049	11	5	1	0
ENSG00000164050	80	97	57	28
ENSG00000164051	300	352	287	191
ENSG00000164053	414	419	171	107
ENSG00000164054	139	177	178	88
ENSG00000164056	82	71	67	28
ENSG00000164061	171	193	30	30
ENSG00000164062	1003	1162	850	484
ENSG00000164066	335	390	118	62
ENSG00000164068	644	767	231	139
ENSG00000164070	1078	1358	1489	763
ENSG00000164073	198	253	200	117
ENSG00000164074	147	209	146	81
ENSG00000164076	75	84	26	19
ENSG00000164077	170	205	71	33
ENSG00000164078	14	4	7	5
ENSG00000164080	1049	1115	254	133
ENSG00000164081	292	262	287	151
ENSG00000164082	2	5	0	0
ENSG00000164086	87	74	138	62
ENSG00000164087	210	297	202	136
ENSG00000164088	46	63	11	5
ENSG00000164089	9	19	28	10
ENSG00000164091	709	803	712	402
ENSG00000164093	42	49	114	71
ENSG00000164096	170	197	153	87
ENSG00000164099	84	92	74	39
ENSG00000164100	3	6	0	0
ENSG00000164104	2369	2785	2319	1432
ENSG00000164105	150	152	177	92
ENSG00000164106	3	3	0	0
ENSG00000164107	3	3	2	2
ENSG00000164109	931	1115	987	653
ENSG00000164111	1474	1864	2332	1465
ENSG00000164112	0	5	1	0
ENSG00000164113	0	0	0	0
ENSG00000164114	362	401	264	176
ENSG00000164116	99	135	88	43
ENSG00000164117	117	120	86	55
ENSG00000164118	193	262	149	105
ENSG00000164120	20	21	67	45
ENSG00000164122	0	1	0	0
ENSG00000164123	1	2	0	0
ENSG00000164124	71	52	52	36
ENSG00000164125	0	3	0	0
ENSG00000164128	20	16	0	0
ENSG00000164129	11	7	0	0
ENSG00000164134	2638	3110	2960	1775
ENSG00000164136	0	1	0	3
ENSG00000164142	97	140	43	21
ENSG00000164144	235	257	382	227
ENSG00000164151	1633	1936	363	261
ENSG00000164161	28	38	31	25
ENSG00000164162	76	92	89	62
ENSG00000164163	2028	2488	1642	1019
ENSG00000164164	636	781	169	102
ENSG00000164167	179	246	279	156
ENSG00000164168	258	300	164	86
ENSG00000164169	301	375	235	148
ENSG00000164171	109	130	189	115
ENSG00000164172	233	318	177	110
ENSG00000164175	3	1	0	0
ENSG00000164176	10	20	486	302
ENSG00000164180	220	257	249	146
ENSG00000164181	62	65	170	87
ENSG00000164182	158	186	150	115
ENSG00000164185	3	3	0	0
ENSG00000164187	165	212	112	82
ENSG00000164188	5	0	4	0
ENSG00000164190	1862	2199	915	600
ENSG00000164197	22	12	16	8
ENSG00000164199	1498	1901	355	193
ENSG00000164209	449	515	781	442
ENSG00000164211	78	110	247	143
ENSG00000164219	245	254	286	206
ENSG00000164220	3	2	1	1
ENSG00000164221	172	199	273	149
ENSG00000164236	5	14	9	6
ENSG00000164237	90	99	1035	604
ENSG00000164241	20	36	13	6
ENSG00000164244	290	334	853	476
ENSG00000164251	90	118	243	157
ENSG00000164252	86	99	35	22
ENSG00000164253	660	787	661	399
ENSG00000164256	3	1	1	2
ENSG00000164258	293	300	513	291
ENSG00000164265	0	2	0	0
ENSG00000164266	0	0	0	0
ENSG00000164270	0	0	0	0
ENSG00000164283	0	0	0	1
ENSG00000164284	197	241	410	245
ENSG00000164287	1	3	1	0
ENSG00000164291	90	111	122	97
ENSG00000164292	305	339	795	503
ENSG00000164294	154	172	158	83
ENSG00000164296	50	49	83	47
ENSG00000164299	0	0	0	0
ENSG00000164300	64	85	104	62
ENSG00000164303	0	1	0	0
ENSG00000164304	4	4	0	0
ENSG00000164305	178	221	450	255
ENSG00000164306	114	154	140	88
ENSG00000164307	66	59	174	98
ENSG00000164308	8	7	150	103
ENSG00000164309	27	39	1	3
ENSG00000164318	8	8	52	36
ENSG00000164323	345	396	453	259
ENSG00000164325	0	0	0	0
ENSG00000164326	0	0	0	0
ENSG00000164327	656	818	463	266
ENSG00000164329	334	415	383	172
ENSG00000164330	5	9	6	4
ENSG00000164331	73	65	56	28
ENSG00000164332	301	342	656	406
ENSG00000164334	0	0	1	0
ENSG00000164338	566	676	451	264
ENSG00000164342	0	0	19	12
ENSG00000164344	2	2	1	0
ENSG00000164346	703	817	377	210
ENSG00000164347	782	980	406	237
ENSG00000164362	44	51	4	3
ENSG00000164363	0	1	0	0
ENSG00000164366	114	114	193	109
ENSG00000164379	0	0	32	13
ENSG00000164393	0	0	4	0
ENSG00000164398	6	5	0	0
ENSG00000164399	0	0	0	0
ENSG00000164400	0	0	0	0
ENSG00000164402	536	548	616	404
ENSG00000164403	72	78	71	34
ENSG00000164404	3	5	0	1
ENSG00000164405	880	1019	2023	1215
ENSG00000164406	9	5	0	1
ENSG00000164411	0	0	0	1
ENSG00000164414	108	140	206	136
ENSG00000164418	10	11	0	0
ENSG00000164430	6	3	1	1
ENSG00000164434	0	0	0	0
ENSG00000164438	3	4	143	105
ENSG00000164440	2	2	44	28
ENSG00000164442	68	57	278	207
ENSG00000164451	0	0	1	0
ENSG00000164458	0	0	7	1
ENSG00000164463	99	105	37	25
ENSG00000164465	148	184	105	71
ENSG00000164466	1293	1540	2132	1296
ENSG00000164483	1	0	0	0
ENSG00000164484	3	2	7	2
ENSG00000164485	0	0	0	0
ENSG00000164488	0	0	0	0
ENSG00000164494	111	122	153	89
ENSG00000164500	0	0	0	0
ENSG00000164506	496	561	187	106
ENSG00000164508	0	0	8	1
ENSG00000164509	0	0	0	0
ENSG00000164512	0	1	0	0
ENSG00000164520	0	0	0	0
ENSG00000164530	0	0	0	3
ENSG00000164532	54	60	53	33
ENSG00000164535	121	147	194	125
ENSG00000164542	205	264	216	135
ENSG00000164543	228	284	340	219
ENSG00000164548	652	795	1205	762
ENSG00000164574	58	62	60	38
ENSG00000164576	81	93	62	49
ENSG00000164587	8876	9817	5520	3117
ENSG00000164588	0	0	4	2
ENSG00000164591	0	1	0	0
ENSG00000164597	470	552	779	426
ENSG00000164600	0	0	0	0
ENSG00000164603	94	100	149	94
ENSG00000164604	2	1	13	1
ENSG00000164609	594	699	761	496
ENSG00000164610	57	56	77	31
ENSG00000164611	810	1048	1772	1098
ENSG00000164615	279	367	311	199
ENSG00000164619	21	20	6	3
ENSG00000164620	37	38	3	5
ENSG00000164626	30	37	70	37
ENSG00000164627	20	21	30	12
ENSG00000164631	343	384	198	111
ENSG00000164638	12	17	8	5
ENSG00000164645	0	0	0	0
ENSG00000164647	41	35	63	38
ENSG00000164649	458	601	563	317
ENSG00000164651	3	5	20	6
ENSG00000164654	543	621	232	108
ENSG00000164659	205	264	63	28
ENSG00000164663	71	87	20	7
ENSG00000164674	9	7	2	2
ENSG00000164675	12	10	16	8
ENSG00000164683	750	826	173	136
ENSG00000164684	88	116	48	20
ENSG00000164687	144	153	213	143
ENSG00000164690	1	0	0	0
ENSG00000164691	5	7	0	1
ENSG00000164692	0	0	0	0
ENSG00000164694	28	25	13	10
ENSG00000164695	20	20	120	74
ENSG00000164707	33	31	8	4
ENSG00000164708	34	27	10	4
ENSG00000164713	62	57	175	87
ENSG00000164715	529	590	270	164
ENSG00000164729	0	0	0	0
ENSG00000164733	185	198	739	490
ENSG00000164736	0	0	0	0
ENSG00000164741	193	203	271	155
ENSG00000164742	185	209	23	13
ENSG00000164743	1	3	10	3
ENSG00000164744	11	12	0	0
ENSG00000164746	0	5	2	3
ENSG00000164749	10	8	21	7
ENSG00000164751	195	231	70	51
ENSG00000164754	1703	1896	1940	1196
ENSG00000164756	2	4	0	0
ENSG00000164758	98	91	115	59
ENSG00000164761	0	0	1	1
ENSG00000164764	2	5	0	0
ENSG00000164776	24	29	1	0
ENSG00000164778	77	82	103	80
ENSG00000164794	1	4	0	0
ENSG00000164796	0	0	0	0
ENSG00000164808	526	573	259	134
ENSG00000164815	519	521	960	591
ENSG00000164816	0	0	0	0
ENSG00000164818	422	483	1224	737
ENSG00000164821	0	0	0	0
ENSG00000164822	0	0	0	0
ENSG00000164823	204	233	181	103
ENSG00000164825	0	0	1	0
ENSG00000164828	547	643	890	481
ENSG00000164830	367	406	375	232
ENSG00000164841	16	10	14	12
ENSG00000164849	10	10	7	2
ENSG00000164850	20	28	0	0
ENSG00000164853	62	68	2	0
ENSG00000164855	1	2	0	0
ENSG00000164867	1	0	4	0
ENSG00000164871	0	0	0	0
ENSG00000164877	27	21	26	9
ENSG00000164879	1	3	0	0
ENSG00000164880	1311	1420	981	602
ENSG00000164885	210	240	338	191
ENSG00000164889	576	638	568	326
ENSG00000164893	0	0	0	0
ENSG00000164896	395	477	107	74
ENSG00000164897	122	133	225	136
ENSG00000164898	74	56	106	72
ENSG00000164900	9	8	11	8
ENSG00000164902	568	604	704	480
ENSG00000164904	590	670	1074	701
ENSG00000164916	155	141	369	178
ENSG00000164919	645	719	1507	942
ENSG00000164920	20	31	40	20
ENSG00000164924	1403	1609	1677	950
ENSG00000164929	1	2	5	3
ENSG00000164930	399	434	227	142
ENSG00000164932	15	16	5	7
ENSG00000164933	58	54	60	35
ENSG00000164934	1002	1228	1242	723
ENSG00000164935	0	0	0	0
ENSG00000164938	31	40	83	72
ENSG00000164941	1201	1440	728	441
ENSG00000164944	1570	1723	1001	570
ENSG00000164946	4	9	7	0
ENSG00000164949	5	3	34	13
ENSG00000164951	157	199	116	70
ENSG00000164953	241	305	159	72
ENSG00000164961	804	980	515	312
ENSG00000164967	115	149	197	112
ENSG00000164970	32	46	125	74
ENSG00000164972	0	1	0	0
ENSG00000164975	208	256	364	244
ENSG00000164976	14	18	57	50
ENSG00000164978	89	96	97	62
ENSG00000164983	134	163	248	179
ENSG00000164985	902	1077	1697	983
ENSG00000164989	83	111	27	13
ENSG00000165006	293	319	237	138
ENSG00000165023	0	0	1	1
ENSG00000165025	158	175	134	92
ENSG00000165028	13	17	14	4
ENSG00000165029	39	31	3	1
ENSG00000165030	111	128	88	52
ENSG00000165046	22	22	48	27
ENSG00000165055	269	304	144	83
ENSG00000165059	0	0	1	0
ENSG00000165060	185	170	142	87
ENSG00000165061	0	0	0	0
ENSG00000165066	0	0	0	0
ENSG00000165071	1	0	0	0
ENSG00000165072	12	10	4	4
ENSG00000165076	2	3	0	0
ENSG00000165078	0	0	0	0
ENSG00000165084	48	41	48	29
ENSG00000165091	0	0	0	0
ENSG00000165092	3	3	24	11
ENSG00000165097	348	399	257	158
ENSG00000165102	166	170	117	74
ENSG00000165105	386	386	273	139
ENSG00000165113	88	84	110	61
ENSG00000165115	102	139	9	6
ENSG00000165118	208	258	319	185
ENSG00000165119	5790	6906	5461	3414
ENSG00000165120	0	1	0	1
ENSG00000165124	27	40	124	77
ENSG00000165125	0	0	0	0
ENSG00000165131	0	0	0	0
ENSG00000165138	318	306	107	55
ENSG00000165140	1	2	0	0
ENSG00000165152	138	134	102	78
ENSG00000165156	731	910	197	113
ENSG00000165164	1	1	0	0
ENSG00000165168	3	5	0	2
ENSG00000165169	85	79	146	100
ENSG00000165171	4	1	5	0
ENSG00000165175	162	190	112	86
ENSG00000165181	23	27	0	1
ENSG00000165182	0	5	3	0
ENSG00000165185	172	193	102	55
ENSG00000165186	1	1	0	1
ENSG00000165188	0	1	0	0
ENSG00000165192	10	10	0	2
ENSG00000165194	10	20	6	0
ENSG00000165195	265	315	116	77
ENSG00000165197	1	1	0	0
ENSG00000165202	0	0	0	0
ENSG00000165204	1	2	0	0
ENSG00000165209	724	844	486	296
ENSG00000165215	1	3	0	0
ENSG00000165219	1893	2210	1470	852
ENSG00000165233	52	57	79	42
ENSG00000165238	337	344	366	217
ENSG00000165240	249	323	303	184
ENSG00000165244	125	163	87	52
ENSG00000165246	0	0	0	0
ENSG00000165259	119	160	0	1
ENSG00000165264	668	685	842	463
ENSG00000165269	0	0	1	0
ENSG00000165271	608	675	602	371
ENSG00000165272	1	2	44	21
ENSG00000165275	88	95	38	21
ENSG00000165280	5097	5974	6186	3595
ENSG00000165282	247	288	321	162
ENSG00000165283	1567	1774	1713	951
ENSG00000165288	874	1012	339	207
ENSG00000165300	171	201	77	49
ENSG00000165304	767	880	750	441
ENSG00000165309	6	5	51	20
ENSG00000165312	34	36	108	54
ENSG00000165322	294	320	277	152
ENSG00000165323	176	226	146	74
ENSG00000165325	0	0	0	0
ENSG00000165338	158	170	90	65
ENSG00000165349	35	35	2	1
ENSG00000165355	181	240	190	129
ENSG00000165359	199	232	94	45
ENSG00000165370	0	0	1	0
ENSG00000165376	1	1	0	0
ENSG00000165379	31	31	0	0
ENSG00000165383	0	0	0	0
ENSG00000165389	25	31	177	70
ENSG00000165392	682	808	579	343
ENSG00000165406	124	134	43	17
ENSG00000165409	2	2	0	0
ENSG00000165410	292	327	850	564
ENSG00000165416	588	641	598	346
ENSG00000165417	217	260	614	370
ENSG00000165424	27	17	51	34
ENSG00000165434	96	113	232	128
ENSG00000165443	2	2	13	5
ENSG00000165449	93	119	138	75
ENSG00000165457	0	0	0	0
ENSG00000165458	700	751	343	198
ENSG00000165462	0	0	0	0
ENSG00000165471	0	0	0	0
ENSG00000165474	5	3	102	45
ENSG00000165475	32	24	91	56
ENSG00000165476	191	230	340	199
ENSG00000165478	0	0	1	0
ENSG00000165480	179	185	462	296
ENSG00000165487	372	432	1109	654
ENSG00000165490	339	355	152	83
ENSG00000165494	1510	1701	331	205
ENSG00000165495	31	41	22	15
ENSG00000165496	1	0	2	2
ENSG00000165501	272	376	300	192
ENSG00000165502	726	845	347	199
ENSG00000165506	348	371	252	178
ENSG00000165507	11	14	6	4
ENSG00000165509	0	0	0	0
ENSG00000165512	96	131	3	0
ENSG00000165516	490	567	410	236
ENSG00000165521	505	635	83	43
ENSG00000165525	857	1030	556	343
ENSG00000165526	282	287	203	144
ENSG00000165527	193	242	422	239
ENSG00000165533	178	239	305	188
ENSG00000165548	16	16	46	40
ENSG00000165553	0	0	0	0
ENSG00000165555	6	8	0	0
ENSG00000165556	78	82	190	127
ENSG00000165566	1	2	7	6
ENSG00000165568	0	0	0	0
ENSG00000165572	340	400	363	176
ENSG00000165583	0	0	0	0
ENSG00000165584	0	0	0	0
ENSG00000165588	2	8	0	0
ENSG00000165591	12	19	54	28
ENSG00000165606	0	0	0	0
ENSG00000165609	853	1002	1345	775
ENSG00000165617	31	43	50	45
ENSG00000165621	2	2	7	9
ENSG00000165623	0	0	0	0
ENSG00000165626	91	118	66	50
ENSG00000165629	1444	1727	3751	2370
ENSG00000165630	154	173	257	145
ENSG00000165632	172	209	196	111
ENSG00000165633	12	14	44	21
ENSG00000165637	1071	1330	1490	916
ENSG00000165643	0	0	0	0
ENSG00000165644	88	132	217	126
ENSG00000165646	12	13	2	0
ENSG00000165650	1093	1281	284	168
ENSG00000165655	528	511	393	254
ENSG00000165660	239	290	356	212
ENSG00000165661	360	344	426	259
ENSG00000165669	405	484	246	129
ENSG00000165671	4489	4907	1057	646
ENSG00000165672	1971	2251	5161	2957
ENSG00000165675	261	301	89	62
ENSG00000165678	1728	2021	4380	2627
ENSG00000165682	0	0	0	0
ENSG00000165684	392	444	308	242
ENSG00000165685	0	0	0	0
ENSG00000165688	809	1030	1677	1010
ENSG00000165689	536	549	168	120
