	SRR1795409merged_dedupRemoved	SRR1795411merged_dedupRemoved	SRR1795413merged_dedupRemoved	SRR1795415merged_dedupRemoved	SRR1795417merged_dedupRemoved	SRR1795419merged_dedupRemoved	SRR1795421merged_dedupRemoved	SRR1795423merged_dedupRemoved	SRR1795425merged_dedupRemoved	SRR1795427merged_dedupRemoved	SRR1795429merged_dedupRemoved	SRR1795431merged_dedupRemoved	SRR1795433merged_dedupRemoved	SRR1795435merged_dedupRemoved	SRR1795437merged_dedupRemoved	SRR1795439merged_dedupRemoved
ENSG00000213722	42	46	38	32	41	33	59	77	0	7	3	3	2	2	8	1
ENSG00000213741	208	195	190	166	153	183	278	299	11	6	6	9	12	2	9	16
ENSG00000213759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213760	1	1	0	2	0	3	3	2	0	0	0	0	0	0	0	0
ENSG00000213762	146	135	159	102	116	146	212	268	4	6	5	4	3	1	6	5
ENSG00000213780	4	0	0	0	2	3	0	6	0	0	0	0	0	0	1	0
ENSG00000213782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213793	13	21	11	10	15	15	22	31	0	0	1	0	0	0	1	0
ENSG00000213799	59	52	62	53	61	56	97	108	2	1	1	0	0	1	0	0
ENSG00000213809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213853	204	150	219	144	169	207	293	328	3	7	1	5	0	0	3	4
ENSG00000213859	21	16	14	19	15	12	30	38	1	0	0	1	0	0	2	0
ENSG00000213865	3	4	1	6	2	1	5	6	0	0	0	0	0	0	0	0
ENSG00000213886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213889	12	10	16	8	6	9	18	27	0	0	0	0	1	0	0	0
ENSG00000213892	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213901	3	6	4	2	2	1	1	8	0	0	0	0	0	0	0	0
ENSG00000213903	56	61	55	57	27	37	48	105	0	0	1	0	0	0	0	0
ENSG00000213906	4	7	7	12	8	6	7	17	0	0	0	0	0	0	0	0
ENSG00000213918	68	51	52	55	39	48	72	123	2	1	0	0	0	0	0	1
ENSG00000213920	2	0	3	1	2	1	1	2	0	0	0	0	0	0	0	0
ENSG00000213921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213923	222	212	235	220	200	225	276	325	0	0	0	0	0	0	0	0
ENSG00000213927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213930	8	9	8	9	5	11	18	19	0	0	0	0	0	0	0	0
ENSG00000213931	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213949	103	97	104	84	75	85	154	213	6	4	3	1	3	2	11	4
ENSG00000213965	185	167	166	152	135	162	204	273	68	72	44	42	33	20	55	53
ENSG00000213967	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000213973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000213977	30	37	33	25	27	35	41	55	0	1	0	3	1	0	2	0
ENSG00000213983	102	89	81	80	72	88	130	168	1	5	4	1	3	3	3	1
ENSG00000213988	0	0	0	0	1	0	0	0	8	5	2	4	0	0	6	7
ENSG00000213995	183	171	167	137	151	163	250	296	5	2	2	2	2	1	2	0
ENSG00000213996	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213999	1	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0
ENSG00000214013	97	78	72	73	56	71	98	178	4	6	3	3	0	2	2	5
ENSG00000214021	65	52	57	60	36	36	55	90	1	0	0	0	0	0	0	0
ENSG00000214022	236	201	232	167	188	211	310	352	8	15	2	3	7	2	7	10
ENSG00000214026	154	135	169	113	152	169	212	215	32	22	9	16	14	9	14	19
ENSG00000214029	115	122	99	93	72	84	137	167	1	2	0	0	0	0	0	0
ENSG00000214042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214046	8	8	9	3	9	8	13	18	2	4	2	2	0	2	0	2
ENSG00000214050	84	71	73	50	49	74	95	154	11	12	1	11	8	3	13	9
ENSG00000214063	77	50	66	60	54	60	98	110	3	3	4	2	0	0	5	4
ENSG00000214078	310	264	310	250	262	267	395	451	19	22	5	7	9	7	24	21
ENSG00000214087	114	90	93	77	88	112	134	163	4	9	2	6	3	3	7	5
ENSG00000214097	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000214102	1	0	1	0	0	1	2	2	0	0	0	0	0	0	0	0
ENSG00000214107	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214113	211	180	200	167	169	187	258	342	7	8	3	8	7	1	9	6
ENSG00000214114	138	119	124	106	119	139	177	213	2	1	0	1	2	0	2	0
ENSG00000214128	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
ENSG00000214140	5	1	0	1	0	1	2	4	0	0	0	0	0	0	0	1
ENSG00000214160	80	63	72	74	51	74	119	120	21	31	11	17	13	9	32	15
ENSG00000214193	32	35	31	26	27	21	43	61	0	0	0	1	0	0	0	0
ENSG00000214194	105	99	118	73	79	125	137	145	8	8	1	2	7	4	9	9
ENSG00000214212	0	3	8	1	1	3	6	7	0	0	0	0	0	0	0	0
ENSG00000214216	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214226	16	19	18	14	14	15	18	37	2	1	0	0	0	1	0	1
ENSG00000214237	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0
ENSG00000214253	213	176	194	152	183	188	233	265	4	6	3	7	6	4	8	9
ENSG00000214265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214274	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000214279	46	38	15	39	20	18	37	64	0	0	0	0	0	0	0	0
ENSG00000214285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214300	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000214309	12	12	12	14	7	14	15	25	2	3	0	1	3	1	1	1
ENSG00000214324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214336	29	16	13	21	18	16	25	58	0	2	0	0	0	0	1	1
ENSG00000214338	3	4	6	5	2	6	4	4	0	0	0	0	0	0	0	0
ENSG00000214357	13	17	17	6	7	16	19	38	1	0	0	1	3	0	1	1
ENSG00000214360	2	1	0	1	2	3	2	4	0	0	0	0	0	0	0	0
ENSG00000214367	259	254	253	202	200	257	319	360	18	12	2	5	7	8	17	16
ENSG00000214376	7	6	9	15	7	7	12	10	0	0	0	0	0	0	0	0
ENSG00000214402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214413	59	60	69	54	50	69	97	119	5	13	2	4	5	6	8	5
ENSG00000214414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214435	4	2	2	1	1	0	1	5	0	0	1	0	0	0	1	0
ENSG00000214447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214456	5	1	2	0	0	0	3	5	0	0	0	0	0	0	0	0
ENSG00000214491	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214510	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214511	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214513	1	2	0	3	0	0	4	2	0	0	0	0	0	0	0	0
ENSG00000214517	315	254	300	249	246	292	362	468	35	41	13	21	21	11	26	12
ENSG00000214518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214530	63	60	65	61	64	77	98	137	1	0	0	0	1	1	0	0
ENSG00000214534	6	3	4	4	1	5	10	9	0	0	0	0	0	0	0	0
ENSG00000214562	3	4	5	5	2	4	6	11	1	0	0	0	0	0	0	0
ENSG00000214575	8	9	11	9	9	12	15	14	0	1	0	2	0	0	2	3
ENSG00000214595	188	147	130	92	97	119	188	267	3	0	1	2	0	0	2	1
ENSG00000214642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214652	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
ENSG00000214654	63	44	49	36	54	52	87	114	2	6	4	0	2	2	4	5
ENSG00000214655	265	238	254	219	180	227	303	446	36	23	11	11	12	3	21	33
ENSG00000214681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214688	3	1	1	1	0	0	3	5	0	0	0	0	0	0	0	0
ENSG00000214694	3	5	7	5	1	6	5	12	0	0	0	0	0	0	0	0
ENSG00000214700	2	1	1	2	1	0	3	5	0	0	0	0	0	0	0	0
ENSG00000214706	498	500	435	366	403	446	552	632	8	20	8	8	16	4	16	14
ENSG00000214711	1	3	0	0	2	1	1	3	0	0	0	0	0	0	0	0
ENSG00000214717	328	272	307	216	230	288	389	533	15	6	2	3	2	1	7	6
ENSG00000214732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214753	145	121	140	114	88	123	160	227	10	14	6	12	8	3	13	10
ENSG00000214756	64	57	62	60	58	52	95	126	0	1	0	0	0	0	1	0
ENSG00000214782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214814	0	2	0	1	1	1	2	1	0	0	0	0	0	0	0	0
ENSG00000214819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214827	24	28	40	17	21	25	33	55	0	0	1	1	1	0	2	0
ENSG00000214842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214860	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214872	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214941	73	67	57	46	51	77	106	114	2	0	0	0	1	0	1	3
ENSG00000214943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214944	24	13	17	11	18	28	34	59	7	4	1	3	1	0	9	4
ENSG00000214946	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000214954	32	21	16	26	10	21	35	52	2	1	2	3	2	0	0	5
ENSG00000214960	38	39	30	28	35	43	44	70	0	0	1	0	1	0	1	1
ENSG00000214967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215012	339	300	336	306	210	303	393	573	11	15	8	8	5	5	15	14
ENSG00000215018	5	1	2	2	0	0	4	5	0	0	0	0	0	0	0	0
ENSG00000215021	694	638	677	588	645	710	819	909	101	119	53	70	58	46	100	107
ENSG00000215029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215041	409	340	373	311	271	324	436	649	18	26	10	11	8	5	15	14
ENSG00000215045	9	2	4	6	1	2	4	14	0	0	0	0	0	0	0	1
ENSG00000215113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215114	234	214	228	202	216	223	347	388	3	3	4	1	3	1	2	5
ENSG00000215115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215126	20	15	25	14	15	26	34	42	0	0	0	0	0	0	1	0
ENSG00000215131	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215174	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215182	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000215183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215186	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000215187	1	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000215193	14	14	13	4	2	10	11	9	1	1	1	0	2	1	0	1
ENSG00000215203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215217	2	1	2	0	1	1	2	3	0	0	0	0	0	0	0	0
ENSG00000215218	2	5	1	1	3	2	2	5	2	0	0	0	0	0	1	1
ENSG00000215251	368	313	352	291	305	346	475	522	30	26	18	17	17	14	21	36
ENSG00000215252	106	91	90	60	61	67	108	137	1	0	0	0	0	0	0	0
ENSG00000215262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215271	160	123	164	124	132	157	215	270	6	8	3	4	3	6	9	8
ENSG00000215274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215277	17	13	12	11	8	9	16	28	0	0	0	0	0	0	0	0
ENSG00000215301	1211	1159	1250	1087	1086	1277	1433	1559	208	194	110	116	105	89	184	188
ENSG00000215305	188	159	172	152	159	186	275	324	19	24	8	10	7	8	13	19
ENSG00000215343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215375	77	88	71	54	66	60	103	148	15	10	10	8	16	10	12	14
ENSG00000215397	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000215421	342	296	280	249	216	277	382	509	11	8	6	8	4	2	7	4
ENSG00000215440	3	6	6	4	2	6	3	7	0	0	0	0	0	0	0	0
ENSG00000215454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215472	3	1	0	2	1	2	2	3	0	0	0	0	0	0	0	0
ENSG00000215474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215475	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215529	4	2	5	5	0	3	6	5	0	0	0	0	0	0	0	0
ENSG00000215545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000215595	1	1	1	0	1	2	1	3	0	0	0	0	0	0	0	0
ENSG00000215612	2	3	0	0	0	0	1	4	0	2	0	2	1	1	1	3
ENSG00000215644	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215704	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0
ENSG00000215712	197	176	177	127	129	157	229	295	7	7	1	4	5	0	3	6
ENSG00000215717	175	152	160	98	116	155	214	252	9	8	4	5	7	1	7	3
ENSG00000215784	8	6	7	6	7	6	6	9	0	0	0	0	0	0	0	0
ENSG00000215788	12	9	10	7	3	2	3	21	1	0	0	0	0	0	0	0
ENSG00000215790	7	8	11	9	5	8	11	16	0	1	0	0	2	0	0	1
ENSG00000215845	0	1	0	0	0	2	1	2	0	0	0	0	0	0	0	0
ENSG00000215853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215883	96	82	78	74	60	77	106	186	3	2	5	5	4	4	2	2
ENSG00000215906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215910	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0
ENSG00000215912	9	2	6	4	3	3	2	9	0	0	0	0	0	0	0	0
ENSG00000215915	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
ENSG00000216490	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216588	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000216649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216937	12	11	18	17	17	16	20	45	0	0	0	0	1	0	0	0
ENSG00000217128	347	319	357	285	312	326	463	572	11	15	10	9	9	3	14	7
ENSG00000217236	47	43	43	38	40	46	62	102	10	6	4	1	5	3	2	4
ENSG00000217442	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000217555	28	24	20	14	25	22	38	48	4	1	2	1	2	0	2	0
ENSG00000217930	4	0	1	1	0	0	1	3	2	1	0	1	0	0	0	2
ENSG00000218305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218336	543	440	457	410	343	465	574	857	34	30	11	14	16	10	23	23
ENSG00000218739	36	30	28	30	18	29	37	48	10	7	1	5	2	1	7	4
ENSG00000218819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218823	34	22	17	19	15	16	31	38	0	1	0	0	0	0	0	0
ENSG00000218891	54	35	35	31	19	28	44	61	1	3	1	3	1	1	3	0
ENSG00000219073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219200	7	3	2	1	6	1	5	6	2	6	2	2	2	1	2	4
ENSG00000219435	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000219438	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000219481	181	171	182	155	156	170	231	295	5	9	4	6	8	1	6	4
ENSG00000219545	1	3	2	2	3	2	1	4	0	0	0	0	0	0	0	0
ENSG00000219607	27	22	17	22	7	13	15	40	0	0	0	0	0	0	0	0
ENSG00000219626	3	7	3	2	3	0	4	7	0	1	0	0	0	0	0	0
ENSG00000220008	2	2	3	1	1	1	1	4	0	0	0	0	0	0	0	0
ENSG00000220201	10	9	6	5	8	3	13	23	0	0	0	1	0	0	0	0
ENSG00000220205	59	57	46	64	37	40	66	95	0	0	0	0	0	0	0	0
ENSG00000220948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221818	23	14	21	15	18	23	41	49	10	10	6	1	0	1	9	12
ENSG00000221821	10	7	5	5	5	5	4	11	1	0	0	0	2	0	0	0
ENSG00000221823	21	21	26	16	14	15	21	36	0	0	0	0	0	0	2	0
ENSG00000221826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221829	234	195	199	177	185	204	271	350	9	12	5	5	7	3	6	8
ENSG00000221836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221838	67	68	57	52	55	59	116	128	7	7	3	4	2	3	8	6
ENSG00000221840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221843	118	94	116	76	99	102	157	256	0	0	0	0	0	0	0	0
ENSG00000221852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221855	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221866	3	2	3	3	1	3	5	13	3	2	0	1	0	0	2	0
ENSG00000221867	18	13	26	9	16	14	25	28	0	0	0	0	0	0	0	0
ENSG00000221869	13	7	3	2	1	5	7	8	0	3	0	1	1	0	1	1
ENSG00000221874	11	20	9	10	14	8	19	26	0	0	0	0	0	1	0	0
ENSG00000221878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221883	14	15	18	14	11	20	25	36	1	0	0	0	0	0	0	1
ENSG00000221886	130	95	104	68	69	93	130	186	7	7	3	2	4	2	4	0
ENSG00000221887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221890	25	25	17	27	11	20	19	38	0	0	1	0	1	1	0	1
ENSG00000221900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221909	97	88	93	68	73	99	135	164	6	6	1	3	3	2	7	5
ENSG00000221910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221914	481	405	431	382	352	425	544	672	73	55	43	40	28	33	59	56
ENSG00000221916	8	9	8	2	3	3	5	9	0	1	0	0	0	0	0	0
ENSG00000221923	9	8	7	4	5	6	3	12	3	1	2	1	0	1	2	3
ENSG00000221926	33	42	44	41	42	43	53	67	0	0	1	0	0	0	0	0
ENSG00000221931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221937	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ENSG00000221938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221944	23	13	14	13	9	20	22	25	4	2	1	1	1	1	1	1
ENSG00000221946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221947	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000221954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221955	18	14	28	20	29	17	41	53	0	0	0	0	0	0	0	0
ENSG00000221963	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2
ENSG00000221968	34	23	27	19	30	45	55	77	6	0	1	2	1	0	6	0
ENSG00000221970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221978	606	529	580	493	483	544	715	807	8	10	6	2	7	2	10	9
ENSG00000221983	132	146	142	109	123	126	159	203	41	37	15	14	13	9	21	30
ENSG00000221986	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0
ENSG00000221988	121	102	109	95	91	108	137	178	2	2	1	2	2	1	1	0
ENSG00000221989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221994	1	2	0	1	2	5	5	3	0	0	0	0	0	0	0	0
ENSG00000221995	12	6	9	8	3	4	7	14	0	0	0	0	0	0	0	0
ENSG00000221996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222009	2	0	1	1	0	0	0	2	0	0	0	0	0	0	1	1
ENSG00000222011	57	45	41	37	38	45	50	89	2	1	0	1	0	1	1	0
ENSG00000222014	2	3	0	3	0	1	1	3	0	0	0	0	0	0	0	0
ENSG00000222018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222028	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000222036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222046	26	21	16	24	13	18	20	29	0	0	0	0	0	0	0	0
ENSG00000222047	1	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0
ENSG00000223417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223443	2	1	0	1	0	3	1	2	0	0	0	0	0	0	0	0
ENSG00000223496	255	253	226	215	186	237	282	336	13	20	7	13	8	11	15	15
ENSG00000223501	260	230	271	236	212	259	375	441	45	42	27	24	21	7	44	40
ENSG00000223510	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0
ENSG00000223547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000223572	43	35	39	29	30	36	43	50	0	0	0	0	0	0	1	0
ENSG00000223573	2	1	2	1	0	1	3	5	0	0	0	0	1	0	1	0
ENSG00000223591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223601	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000223609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223638	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223658	6	5	2	4	4	3	7	5	2	2	0	2	3	3	0	3
ENSG00000223802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223865	5	1	5	2	0	1	6	3	20	16	10	8	12	9	18	11
ENSG00000223953	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000224051	72	45	57	64	56	51	82	124	9	16	4	10	3	2	12	6
ENSG00000224089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224383	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224420	22	7	17	9	18	10	22	33	0	0	0	0	0	0	0	0
ENSG00000224440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224470	1	3	2	8	3	6	4	11	1	0	0	0	0	0	0	0
ENSG00000224531	351	349	390	261	327	386	517	600	7	5	1	0	4	2	6	6
ENSG00000224578	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000224586	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000224659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224877	183	188	172	125	144	154	194	226	16	22	8	11	15	7	15	11
ENSG00000224902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224916	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224940	8	5	9	11	5	7	15	21	4	3	2	3	0	2	3	6
ENSG00000224960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224982	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000225110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225180	1	2	2	1	0	0	4	2	0	0	0	0	0	0	0	0
