	untr_a_hek	untr_b_hek	tmisrib_a_hek	tmisrib_b_hek
SEC11A	1575	1415	2483	3532
SEC11C	576	542	972	1419
SEC13	2132	2059	3548	4986
SEC14L1	680	539	657	1084
SEC14L2	57	53	78	125
SEC16A	2383	1947	1860	3669
SEC22A	274	244	446	727
SEC22B	276	265	515	648
SEC22C	571	519	805	1145
SEC23A	2853	2430	4836	6723
SEC23B	1814	1620	3016	4107
SEC23IP	2045	1862	2790	4095
SEC24A	844	693	1144	1785
SEC24B	1297	1021	1768	2467
SEC24C	1738	1325	2342	3429
SEC24D	495	436	654	1041
SEC31A	2679	2242	3546	5473
SEC31B	288	241	324	511
SEC61A1	2177	1818	3939	5706
SEC61A2	369	334	478	737
SEC61B	475	386	988	1261
SEC61G	711	632	1138	1390
SEC62	1198	1176	1891	2123
SEC63	1306	1182	1308	2083
SECISBP2	1139	1045	1758	2497
SECISBP2L	595	584	723	1108
SEH1L	1579	1468	1974	2973
SEL1L	877	825	1232	1819
SEL1L3	242	219	320	549
SELENBP1	65	55	96	161
SELENOF	1658	1717	2300	3146
SELENOH	538	504	708	923
SELENOI	756	581	1161	1702
SELENOK	378	378	490	625
SELENOM	156	162	241	322
SELENON	403	335	375	741
SELENOO	408	387	471	726
SELENOP	22	16	52	78
SELENOS	482	532	710	1115
SELENOT	310	319	391	605
SELENOW	83	69	146	205
SEMA3A	91	72	110	154
SEMA3B	14	11	20	45
SEMA3C	502	439	815	1180
SEMA3D	117	77	159	238
SEMA3E	61	61	98	156
SEMA3F	56	56	83	136
SEMA3G	66	68	91	110
SEMA4B	99	80	100	176
SEMA4C	240	217	281	370
SEMA4D	277	204	270	434
SEMA4F	234	225	381	542
SEMA4G	88	62	103	168
SEMA6A	549	422	473	793
SEMA6B	29	23	63	65
SEMA6C	106	96	118	171
SEMA6D	85	72	94	159
SEMA7A	26	13	50	56
SENP1	947	772	1247	1966
SENP2	863	736	1207	1769
SENP3	226	174	343	450
SENP3-EIF4A1	59	43	132	180
SENP5	1069	975	1511	2209
SENP6	2956	2790	3974	6037
SENP7	562	529	799	1180
SENP8	61	49	93	146
SEPHS1	984	896	1480	2206
SEPHS2	840	838	1025	1259
SEPSECS	156	160	235	331
SEPT1	52	48	81	99
SEPT10	617	611	824	1202
SEPT11	1769	1715	2412	3366
SEPT2	3615	3582	5365	7186
SEPT3	160	122	139	220
SEPT4	10	16	27	41
SEPT6	435	365	587	920
SEPT7	1277	1368	1811	2436
SEPT8	1072	1015	1489	2237
SEPT9	716	544	1022	1425
SERAC1	468	391	568	905
SERBP1	6997	7284	10787	13607
SERF2	2253	2106	3101	4707
SERGEF	749	683	1094	1554
SERHL2	86	77	110	152
SERINC1	1845	1652	2912	4183
SERINC2	45	39	63	92
SERINC3	822	690	1606	2108
SERINC4	96	81	123	173
SERINC5	147	142	155	229
SERP1	309	283	379	594
SERPINB1	255	192	315	445
SERPINB6	642	648	911	1307
SERPINB9	20	14	29	38
SERPIND1	40	30	23	61
SERPINE2	211	191	320	488
SERPINE3	35	42	47	70
SERPINF1	143	111	174	247
SERPINH1	594	590	906	1307
SERPINI1	80	97	166	197
SERTAD1	76	63	161	268
SERTAD2	80	70	86	126
SERTAD3	74	67	122	155
SERTAD4	73	66	90	127
SESN1	580	529	834	1159
SESN2	462	325	629	853
SESN3	671	619	882	1303
SESTD1	570	532	675	945
SET	5177	5594	7687	10105
SETD1A	1240	938	755	1676
SETD1B	394	248	153	493
SETD2	5911	5349	6378	10217
SETD3	1556	1449	2447	3341
SETD4	501	411	555	862
SETD5	3314	2684	3164	5197
SETD6	708	704	1006	1416
SETD7	916	842	1142	1489
SETD9	130	112	230	323
SETDB1	1815	1571	2622	3735
SETDB2	314	297	452	643
SETMAR	529	498	693	926
SETX	4285	4087	5799	8693
SEZ6L2	117	101	132	259
SF1	2731	2256	2658	4619
SF3A1	3059	2563	2903	4943
SF3A2	601	542	561	1024
SF3A3	3593	3414	5090	7429
SF3B1	14021	12926	22666	31271
SF3B2	6443	6560	7936	11345
SF3B3	12091	10910	15496	23511
SF3B4	671	547	826	1321
SF3B5	582	447	1382	1899
SF3B6	2798	2601	4243	6029
SFI1	740	673	822	1291
SFMBT1	1000	957	1270	1899
SFMBT2	685	678	788	1202
SFPQ	11475	10698	14445	22689
SFR1	148	137	203	278
SFSWAP	1401	1288	1636	2554
SFT2D1	463	497	791	1029
SFT2D2	399	338	451	677
SFXN1	2763	2515	3979	5566
SFXN2	419	272	467	767
SFXN3	59	50	69	88
SFXN4	953	874	1433	1994
SFXN5	96	98	189	309
SGCB	295	241	380	526
SGCE	179	151	293	350
SGF29	252	250	403	610
SGK1	82	83	256	331
SGK3	407	359	541	805
SGMS1	196	160	311	468
SGMS2	169	174	278	375
SGO1	846	764	1179	1683
SGO2	1573	1608	2175	3035
SGPL1	799	704	991	1412
SGPP1	246	229	418	597
SGPP2	41	19	43	82
SGSH	194	166	219	341
SGSM1	48	41	48	100
SGSM2	692	586	918	1277
SGSM3	1169	1039	1711	2546
SGTA	695	668	1055	1545
SGTB	395	435	536	781
SH2B1	353	375	534	708
SH2B2	30	30	37	56
SH2B3	107	91	85	194
SH2D2A	43	19	48	52
SH2D3A	49	39	51	86
SH2D4A	113	107	165	221
SH2D5	49	36	38	66
SH3BGRL	268	260	378	480
SH3BGRL2	96	74	125	147
SH3BGRL3	55	36	67	101
SH3BP2	215	192	298	431
SH3BP4	308	255	354	562
SH3BP5	417	338	477	652
SH3BP5L	159	160	261	394
SH3D19	705	647	829	1266
SH3D21	87	73	101	152
SH3GL1	793	745	1035	1494
SH3GL2	32	40	68	84
SH3GL3	276	269	355	530
SH3GLB1	890	729	1219	1792
SH3GLB2	460	428	683	981
SH3KBP1	285	241	370	560
SH3PXD2A	960	876	1152	1748
SH3PXD2B	342	263	392	629
SH3RF1	280	273	369	499
SH3RF3	88	65	108	158
SH3YL1	48	49	59	96
SHANK3	210	191	187	336
SHARPIN	242	210	359	510
SHB	331	280	521	695
SHC1	348	363	489	781
SHCBP1	1082	1001	1186	1809
SHF	27	31	49	61
SHISA2	40	22	44	67
SHISA5	288	211	505	739
SHISA8	21	19	32	33
SHKBP1	400	330	470	759
SHLD1	26	35	60	77
SHLD2	573	525	886	1267
SHLD3	118	105	190	280
SHMT1	1405	1230	2335	3105
SHMT2	2581	2176	4658	6358
SHOC1	50	41	36	48
SHOC2	1157	1035	1603	2326
SHPRH	3425	3192	4266	6256
SHQ1	1488	1415	1971	2958
SHROOM1	151	114	178	257
SHROOM3	444	371	455	818
SHTN1	685	624	780	1247
SIAE	184	149	286	397
SIAH1	430	348	528	811
SIAH2	203	190	252	405
SIDT2	198	163	234	412
SIGIRR	135	143	171	212
SIGMAR1	798	681	1096	1421
SIK2	437	431	556	860
SIK3	632	536	658	1143
SIKE1	755	718	1066	1620
SIL1	433	301	569	884
SIM1	82	78	108	163
SIM2	142	142	139	224
SIMC1	497	442	600	930
SIN3A	2318	2090	2236	3641
SIN3B	788	660	899	1410
SINHCAF	412	411	738	952
SIPA1	222	157	325	437
SIPA1L1	1020	796	1069	1751
SIPA1L2	607	552	862	1326
SIPA1L3	401	332	426	725
SIRPA	35	23	42	73
SIRT1	1271	1167	1642	2347
SIRT2	389	343	660	961
SIRT3	121	119	192	267
SIRT5	166	171	224	367
SIRT6	116	106	149	217
SIRT7	197	177	252	319
SIVA1	1174	1052	1648	2165
SIX1	307	305	455	639
SIX2	102	92	119	196
SIX4	463	381	590	854
SIX5	82	56	88	151
SKA1	260	245	388	561
SKA2	297	290	475	705
SKA3	368	348	537	793
SKAP2	430	410	532	783
SKI	562	522	511	932
SKIDA1	98	103	95	149
SKIL	952	892	1131	1701
SKIV2L	977	821	1405	2133
SKOR1	28	27	23	48
SKP1	658	686	1176	1636
SKP2	2255	1935	3741	5428
SLAIN1	767	570	1214	1753
SLAIN2	274	179	334	460
SLBP	1211	1192	1852	2625
SLC10A1	52	47	61	76
SLC10A3	109	64	151	225
SLC10A4	11	15	21	35
SLC10A5	72	47	62	93
SLC10A7	134	127	226	411
SLC11A2	438	412	585	868
SLC12A2	1569	1451	2324	3421
SLC12A4	226	180	261	377
SLC12A6	276	236	379	569
SLC12A7	289	231	347	491
SLC12A8	56	40	99	144
SLC12A9	261	242	360	494
SLC13A3	114	95	160	228
SLC13A4	64	52	66	104
SLC15A2	24	20	17	39
SLC15A4	369	296	496	681
SLC16A1	5967	5381	10047	14198
SLC16A10	515	433	641	938
SLC16A14	121	102	134	200
SLC16A2	20	24	36	51
SLC16A4	271	207	214	340
SLC16A6	30	21	29	37
SLC16A7	84	55	125	157
SLC16A8	38	16	24	36
SLC16A9	211	141	268	438
SLC17A5	232	199	394	535
SLC18A2	25	23	37	48
SLC18B1	808	757	1125	1601
SLC19A1	501	403	706	949
SLC19A2	319	283	435	606
SLC19A3	25	16	29	45
SLC1A1	91	83	132	169
SLC1A3	620	566	842	1171
SLC1A4	120	82	121	225
SLC1A5	2325	2017	3360	5104
SLC20A1	2985	2653	3902	5965
SLC20A2	352	315	550	802
SLC22A15	93	79	111	120
SLC22A17	45	27	60	74
SLC22A23	205	150	231	389
SLC22A5	255	209	327	498
SLC23A2	403	360	588	982
SLC24A1	252	221	309	469
SLC24A5	112	112	170	241
SLC25A1	1374	1357	2047	3093
SLC25A10	262	245	525	646
SLC25A11	1036	953	1794	2411
SLC25A12	563	473	756	1114
SLC25A13	2036	1829	2934	4198
SLC25A14	459	354	700	939
SLC25A15	433	430	664	977
SLC25A16	358	265	364	581
SLC25A17	927	788	1387	1977
SLC25A19	392	313	616	878
SLC25A20	234	198	343	479
SLC25A21	99	87	164	221
SLC25A22	188	189	228	353
SLC25A23	447	386	476	776
SLC25A24	901	871	1411	1914
SLC25A25	218	235	394	554
SLC25A26	367	345	637	857
SLC25A27	158	158	204	281
SLC25A28	304	246	419	572
SLC25A29	65	50	83	137
SLC25A3	8404	7844	12471	18062
SLC25A30	197	212	324	418
SLC25A32	113	91	156	251
SLC25A33	176	145	272	367
SLC25A36	737	648	860	1261
SLC25A37	151	152	255	371
SLC25A38	787	644	1066	1508
SLC25A39	1600	1308	2425	3262
SLC25A4	613	519	974	1284
SLC25A40	196	227	291	469
SLC25A42	34	29	57	90
SLC25A43	65	50	86	122
SLC25A44	242	201	322	562
SLC25A46	943	862	1521	2086
SLC25A5	8668	8000	15269	20208
SLC25A51	185	143	338	467
SLC25A6	3042	2712	4628	6046
SLC26A1	35	28	36	59
SLC26A10	58	61	59	112
SLC26A11	112	89	139	227
SLC26A2	545	442	757	1207
SLC26A4	16	16	19	34
SLC26A6	559	425	822	1132
SLC27A1	31	41	26	72
SLC27A2	260	243	359	501
SLC27A3	90	110	135	235
SLC27A4	860	766	1205	1884
SLC27A5	81	80	97	177
SLC27A6	56	40	63	77
SLC29A1	518	403	990	1405
SLC29A2	223	172	234	432
SLC29A3	28	23	38	66
SLC29A4	27	14	40	57
SLC2A1	461	367	695	1054
SLC2A10	26	18	30	56
SLC2A11	51	43	46	91
SLC2A12	95	51	113	141
SLC2A13	263	235	413	593
SLC2A4RG	165	141	207	309
SLC2A6	84	72	117	147
SLC2A8	177	129	322	481
SLC30A1	326	286	618	937
SLC30A4	86	82	91	124
SLC30A5	1438	1281	2308	3330
SLC30A6	540	469	805	1220
SLC30A7	672	581	1024	1528
SLC30A9	2246	1993	3541	5345
SLC31A1	302	269	429	610
SLC31A2	37	25	77	106
SLC33A1	342	302	538	785
SLC35A1	248	199	302	442
SLC35A2	164	144	288	390
SLC35A3	110	112	151	206
SLC35A4	263	219	306	531
SLC35A5	527	474	880	1237
SLC35B1	998	889	1751	2341
SLC35B2	442	367	750	982
SLC35B3	345	357	511	712
SLC35B4	482	406	695	1098
SLC35C1	58	41	60	97
SLC35C2	405	331	661	1029
SLC35D1	376	376	541	782
SLC35E1	238	187	418	652
SLC35E2A	24	15	30	39
SLC35E2B	107	105	162	243
SLC35E3	203	150	257	348
SLC35E4	35	26	42	76
SLC35F1	247	218	341	558
SLC35F2	616	517	947	1353
SLC35F5	983	933	1378	2016
SLC35F6	315	221	430	581
SLC35G1	178	162	290	391
SLC35G2	228	188	254	365
SLC36A1	171	143	179	399
SLC36A4	525	551	703	1001
SLC37A1	64	43	79	109
SLC37A3	636	610	875	1310
SLC37A4	645	528	983	1304
SLC38A1	1831	1568	2934	4190
SLC38A10	796	749	1002	1440
SLC38A2	2505	2161	3958	5448
SLC38A3	20	18	34	48
SLC38A6	184	171	266	427
SLC38A7	157	118	200	266
SLC38A9	483	455	854	1257
SLC39A1	827	696	1243	1680
SLC39A10	1303	1145	1981	2737
SLC39A11	107	107	150	221
SLC39A13	98	100	192	230
SLC39A14	546	494	877	1193
SLC39A3	214	216	342	437
SLC39A4	123	89	123	167
SLC39A6	880	696	1423	2032
SLC39A7	1161	1101	1769	2544
SLC39A8	650	550	934	1428
SLC39A9	445	364	680	995
SLC3A1	291	246	399	554
SLC3A2	2884	2621	4986	6968
SLC40A1	25	30	39	56
SLC41A1	373	306	401	628
SLC41A2	231	218	328	530
SLC41A3	308	290	502	719
SLC43A1	169	123	208	349
SLC43A2	81	87	130	182
SLC44A1	780	625	1244	1790
SLC44A2	255	193	335	473
SLC44A3	33	29	38	83
SLC44A5	672	608	921	1419
SLC45A3	67	55	75	100
SLC45A4	124	112	142	216
SLC46A1	142	108	231	315
SLC46A3	72	64	98	149
SLC47A1	379	284	459	639
SLC49A3	25	17	44	46
SLC49A4	214	214	343	523
SLC4A11	125	79	142	230
SLC4A1AP	1089	1118	1715	2250
SLC4A2	1211	1078	1720	2442
SLC4A3	42	35	43	74
SLC4A4	144	110	192	289
SLC4A7	1715	1616	2215	3316
SLC4A8	53	59	63	91
SLC50A1	264	191	470	636
SLC52A2	343	281	518	732
SLC5A10	75	77	85	131
SLC5A2	70	55	109	168
SLC5A3	906	745	1182	1759
SLC5A4	68	67	61	115
SLC5A6	1143	960	1884	2524
SLC6A11	131	106	154	236
SLC6A15	1988	1738	3238	4547
SLC6A16	33	32	30	53
SLC6A4	168	146	167	251
SLC6A6	352	282	380	615
SLC6A8	1098	916	1352	2130
SLC6A9	74	61	99	172
SLC7A1	1477	1159	1494	2602
SLC7A11	678	562	978	1309
SLC7A2	574	490	786	1158
SLC7A3	69	57	79	130
SLC7A5	667	553	839	1437
SLC7A6	573	476	860	1249
SLC7A6OS	308	283	386	588
SLC7A7	37	25	29	55
SLC7A8	46	25	26	64
SLC8A1	195	199	260	390
SLC8B1	88	88	120	182
SLC9A1	161	111	115	246
SLC9A2	51	43	51	76
SLC9A3	68	69	94	130
SLC9A3R1	240	224	262	421
SLC9A3R2	120	107	142	224
SLC9A5	88	70	105	146
SLC9A6	516	419	757	1067
SLC9A7	323	252	480	663
SLC9A8	174	139	175	307
SLC9A9	66	45	92	100
SLC9B2	292	256	378	612
SLCO4A1	166	185	275	358
SLCO4C1	28	27	40	67
SLCO5A1	104	101	117	185
SLCO6A1	86	95	96	159
SLF1	1087	910	1469	2157
SLF2	2164	1859	2697	4142
SLFN5	36	49	54	75
SLFNL1	83	89	107	197
SLIRP	1927	1804	2971	4140
SLIT1	54	51	62	108
SLIT2	5770	5080	6158	10473
SLITRK3	78	80	86	121
SLITRK5	374	331	372	525
SLK	4110	3906	5835	7907
SLMAP	1864	1667	2219	3499
SLTM	2211	2160	3240	4005
SLU7	1281	1313	2069	2751
SLX4	459	445	440	821
SLX4IP	125	131	203	266
SMAD1	197	179	304	422
SMAD2	913	831	1288	1845
SMAD3	105	88	143	223
SMAD4	667	593	951	1527
SMAD5	1106	942	1638	2367
SMAD6	160	151	236	397
SMAD7	163	154	316	480
SMAD9	157	159	231	388
SMAGP	16	26	37	48
SMAP1	573	497	743	1107
SMAP2	508	491	643	979
SMARCA1	1790	1925	2436	3276
SMARCA2	789	802	975	1347
SMARCA4	4012	3486	3463	6602
SMARCA5	7557	7097	9954	14174
SMARCAD1	2025	1969	2727	3949
SMARCAL1	651	620	919	1358
SMARCB1	2033	2018	2905	4318
SMARCC1	7421	6662	8422	12235
SMARCC2	1388	1195	1396	2318
SMARCD1	1574	1421	1701	2843
SMARCD2	1297	1121	2247	3371
SMARCD3	224	244	384	546
SMARCE1	1159	1271	2182	2688
SMC1A	7660	7180	9664	12882
SMC2	4489	4410	6298	8706
SMC3	5933	5764	8275	10536
SMC4	10415	10010	14070	19413
SMC5	2346	2186	3469	4709
SMC6	2365	2307	3497	4578
SMCHD1	3634	3436	5143	7441
SMCO4	26	21	31	38
SMCR8	1596	1349	1949	3198
SMDT1	123	122	136	201
SMG1	7003	6143	6680	11263
SMG5	3891	3278	5704	8463
SMG6	1024	900	939	1663
SMG7	1522	1098	1515	2661
SMG8	1330	1132	2219	3078
SMG9	402	352	530	808
SMIM10	16	12	23	33
SMIM10L1	99	72	111	163
SMIM12	185	164	260	320
SMIM13	107	129	146	207
SMIM14	20	12	34	35
SMIM15	291	271	403	600
SMIM19	137	118	249	347
SMIM20	50	31	91	137
SMIM26	337	365	469	723
SMIM27	40	27	52	68
SMIM29	48	38	50	103
SMIM30	173	155	329	421
SMIM4	288	255	484	672
SMIM7	68	69	124	183
SMIM8	82	69	120	185
SMN1	33	34	87	94
SMNDC1	629	599	597	1006
SMO	635	529	853	1220
SMOC1	403	407	398	736
SMOX	105	93	166	264
SMPD1	88	73	150	181
SMPD2	180	168	326	434
SMPD4	994	858	1404	2065
SMPDL3A	84	77	116	217
SMPDL3B	178	174	226	296
SMS	1002	1068	1706	2185
SMTN	291	204	300	497
SMU1	2106	1913	3292	4631
SMUG1	197	198	295	426
SMURF1	622	535	654	984
SMURF2	1061	934	1503	2210
SMYD2	891	825	1201	1761
SMYD3	343	321	463	671
SMYD4	539	470	667	1096
SMYD5	544	494	739	1069
SNAI2	174	146	401	528
SNAP23	350	295	623	937
SNAP29	299	272	461	667
SNAP47	1472	1263	2343	3523
SNAP91	38	35	56	80
SNAPC1	294	311	535	665
SNAPC2	58	63	94	109
SNAPC3	455	402	549	816
SNAPC4	824	606	770	1292
SNAPC5	114	109	213	290
SNAPIN	345	306	500	705
SNCA	134	132	310	349
SNCAIP	11	13	22	30
SND1	4759	4387	6797	10018
SNED1	52	35	51	72
SNF8	1385	1348	1773	2528
SNIP1	327	268	468	713
SNN	27	28	39	36
SNPH	39	31	48	68
SNRK	623	631	919	1230
SNRNP200	10040	8895	11364	18342
SNRNP25	534	504	727	1096
SNRNP27	537	548	658	989
SNRNP35	198	208	309	414
SNRNP40	2793	2592	4227	5998
SNRNP48	812	749	1230	1550
SNRNP70	3408	3146	5648	7726
SNRPA	1040	868	1856	2759
SNRPA1	548	585	724	1046
SNRPB	5984	5385	9936	13465
SNRPB2	1319	1333	2133	2995
SNRPC	1137	968	2038	2800
SNRPD1	1485	1533	2092	2586
SNRPD2	3634	3220	5961	8242
SNRPD3	2560	2479	4466	5969
SNRPE	307	294	488	660
SNRPF	1317	1365	1992	2649
SNRPG	476	366	868	1186
SNTA1	202	165	329	424
SNTB1	76	75	98	168
SNTB2	318	330	398	593
SNU13	1096	885	1930	2745
SNUPN	569	522	760	1107
SNW1	2112	1979	3187	4362
SNX1	859	814	1203	1570
SNX10	79	89	134	198
SNX11	207	171	299	437
SNX12	341	341	511	663
SNX13	1319	1158	2011	2858
SNX14	1217	1181	1744	2507
SNX15	148	150	222	305
SNX16	95	96	86	125
SNX17	1952	1721	2659	3508
SNX18	153	152	256	381
SNX2	2153	1857	3509	4652
SNX21	76	90	100	174
SNX22	35	34	58	100
SNX24	83	76	95	157
SNX25	921	842	1236	1793
SNX27	791	648	883	1401
SNX29	263	208	286	517
SNX3	673	688	1101	1527
SNX30	219	214	270	368
SNX33	66	46	68	107
SNX4	827	812	1275	1707
SNX5	3920	3767	5795	8294
SNX6	1656	1589	2523	3523
SNX7	528	482	780	1095
SNX8	232	185	326	441
SNX9	1141	1029	1484	2218
SOAT1	1048	970	1823	2603
SOBP	201	165	202	338
SOCS2	71	69	152	161
SOCS4	532	450	770	1130
SOCS5	227	215	297	408
SOCS6	231	219	354	477
SOCS7	179	150	192	338
SOD1	5609	5394	8386	11832
SOD2	206	180	317	496
SOGA1	419	338	248	585
SON	18157	14860	17411	31705
SORBS1	62	69	78	110
SORBS3	90	63	80	116
SORCS1	49	42	63	111
SORD	308	300	435	542
SORL1	403	329	436	766
SORT1	1119	987	1467	2279
SOS1	1140	1006	1010	1759
SOS2	753	664	944	1322
SOWAHA	18	19	28	38
SOWAHC	34	40	78	94
SOX12	167	152	105	198
SOX13	70	53	77	99
SOX2	35	30	50	61
SOX4	298	250	445	664
SOX5	42	39	56	97
SOX6	56	56	71	136
SOX9	28	24	29	48
SP1	1393	1088	1966	3109
SP2	80	62	70	128
SP3	1962	1687	3212	4717
SP4	359	317	627	884
SP9	69	49	75	116
SPA17	158	160	266	392
SPACA9	37	53	67	117
SPAG1	288	271	362	530
SPAG16	331	311	421	564
SPAG17	13	11	24	40
SPAG4	45	32	54	95
SPAG5	2774	2449	3893	5906
SPAG7	463	475	671	941
SPAG8	13	10	12	34
SPAG9	4113	3695	5907	8448
SPARCL1	31	23	31	52
SPART	2335	2114	3489	4957
SPAST	667	636	915	1313
SPATA1	26	16	21	31
SPATA13	42	25	28	59
SPATA17	66	43	81	143
SPATA18	62	67	85	120
SPATA2	67	67	89	137
SPATA20	267	240	383	586
SPATA24	61	64	87	111
SPATA2L	76	72	106	158
SPATA33	56	58	111	134
SPATA5	1262	1336	1683	2385
SPATA5L1	421	352	509	792
SPATA6	98	90	96	175
SPATA7	209	136	266	412
SPATC1L	186	174	272	374
SPATS2	457	424	586	914
SPATS2L	481	437	769	1188
SPC24	353	372	518	798
SPC25	646	644	808	1154
SPCS1	884	781	1630	2233
SPCS2	113	96	129	164
SPCS3	937	970	1421	1813
SPDL1	2485	2498	3338	4619
SPDYA	51	38	90	134
SPECC1	1359	1302	1741	2601
SPECC1L	537	461	754	1052
SPEF2	107	87	106	203
SPEG	91	73	74	128
SPEN	23474	19882	17629	35690
SPG11	1727	1417	2262	3374
SPG21	765	673	1102	1539
SPG7	1104	1005	1202	1901
SPHAR	31	44	30	63
SPHK1	89	74	97	147
SPHK2	169	147	174	255
SPIDR	1089	1115	1369	1987
SPIN1	618	613	712	1048
SPIN2B	17	11	31	50
SPIN3	65	79	106	154
SPIN4	203	193	228	375
SPINDOC	437	443	715	896
SPINK5	41	62	40	68
SPINT2	254	237	380	484
SPIRE1	590	513	817	1207
SPIRE2	111	112	124	216
SPNS1	503	402	775	1126
SPOCK3	33	33	41	58
SPON1	172	154	223	343
SPOP	1010	1046	1472	2013
SPOPL	302	263	375	548
SPOUT1	432	462	646	834
SPPL2A	517	480	685	1003
SPPL2B	224	199	230	414
SPPL3	260	203	383	560
SPR	259	199	263	407
SPRED1	169	143	240	348
SPRED2	88	67	93	135
SPRTN	1570	1386	2151	2893
SPRY1	154	122	138	179
SPRY2	56	61	96	139
SPRYD3	132	121	183	248
SPRYD4	149	134	202	316
SPRYD7	204	209	318	419
SPSB1	52	39	86	115
SPSB2	49	45	97	126
SPSB3	275	258	343	537
SPSB4	23	13	22	30
SPTAN1	8225	7575	8951	14685
SPTB	260	261	260	468
SPTBN1	7534	6897	10143	15111
SPTBN2	1789	1556	1870	2871
SPTBN4	16	36	34	56
SPTLC1	906	760	1473	1994
SPTLC2	913	866	1092	1775
SPTSSA	56	62	115	126
SPTY2D1	735	602	1152	1688
SQLE	1983	1736	3190	4373
SQSTM1	1886	1773	2721	3789
SRA1	405	393	647	914
SRBD1	1739	1631	2456	3516
SRC	163	120	153	318
SRCAP	147	77	119	289
SRD5A1	79	85	108	155
SRD5A3	374	308	632	904
SREBF1	973	733	954	1509
SREBF2	1232	955	1142	2002
SREK1	2067	2167	3415	4285
SREK1IP1	508	400	661	1054
SRF	342	301	709	947
SRFBP1	797	780	1111	1542
SRGAP1	129	138	126	256
SRGAP2	443	394	430	782
SRGAP2B	53	53	53	63
SRGAP2C	69	58	85	121
SRGAP3	57	71	100	138
SRI	1235	1027	1932	2844
SRM	1322	1105	1404	2241
SRP14	712	738	1240	1499
SRP19	540	507	882	1175
SRP54	1450	1447	2400	3395
SRP68	1634	1622	2071	3140
SRP72	2770	2558	3963	5926
SRP9	80	77	114	167
SRPK1	4018	3621	5723	7796
SRPK2	906	850	1151	1703
SRPK3	77	65	59	94
SRPRA	1617	1349	1759	2738
SRPRB	1371	1265	2213	3255
SRPX	46	27	47	50
SRR	516	434	808	1221
SRRD	641	558	993	1447
SRRM1	1938	1788	1901	3270
SRRM2	15460	11389	9704	22620
SRRM5	61	47	53	85
SRRT	3023	2947	4024	5712
SRSF1	2882	2974	3735	5067
SRSF10	2067	1935	3540	4621
SRSF11	5237	4722	7587	10371
SRSF12	135	107	186	287
SRSF2	3836	3787	5889	8303
SRSF3	6177	6424	8320	11123
SRSF4	2630	2655	3942	5268
SRSF5	4522	4630	6723	8935
SRSF6	2630	2636	4479	6007
SRSF7	5750	5862	8687	11743
SRSF8	192	160	338	435
SRSF9	3741	3837	5183	6774
SRXN1	52	62	81	132
SS18	550	438	1119	1519
SS18L1	108	88	148	211
SS18L2	114	126	196	245
SSB	5596	5532	8880	11263
SSBP1	2836	2742	4435	6094
SSBP2	89	66	165	207
SSBP3	93	57	118	163
SSBP4	234	195	328	527
SSH1	273	240	284	495
SSH2	408	336	425	698
SSH3	101	73	72	121
SSNA1	455	377	565	766
SSR1	1565	1501	2053	2945
SSR2	1321	1168	2355	3236
SSR3	1743	1454	2594	3686
SSR4	1932	1819	3262	4461
SSRP1	10766	10058	15728	21766
SSSCA1	469	443	757	1030
SSTR2	29	30	36	43
SSU72	1171	1217	1508	2228
SSX2IP	1151	1122	1713	2277
ST13	1045	976	1497	1942
ST20	46	54	67	95
ST3GAL1	49	42	47	73
ST3GAL2	156	159	193	297
ST3GAL3	136	115	146	232
ST3GAL4	189	177	306	418
ST3GAL5	88	77	111	133
ST3GAL6	145	151	232	313
ST5	164	113	147	269
ST6GAL1	72	61	83	108
ST6GALNAC2	23	27	30	71
ST6GALNAC3	67	73	111	169
ST6GALNAC4	124	114	162	227
ST6GALNAC6	102	83	145	214
ST7	435	385	637	978
ST7L	348	297	535	894
ST8SIA4	22	23	36	58
STAB2	28	28	39	63
STAC3	22	18	24	39
STAG1	2949	2833	4149	5964
STAG2	9500	9239	13914	19249
STAG3	60	46	58	101
STAM	517	505	803	1200
STAM2	437	410	693	932
STAMBP	870	781	1232	1833
STAMBPL1	165	168	217	270
STAP2	38	25	37	50
STARD10	144	106	248	334
STARD13	156	127	192	294
STARD3	233	231	389	587
STARD3NL	583	457	1001	1424
STARD4	187	175	240	328
STARD5	35	40	76	99
STARD7	3509	3168	4920	7395
STARD8	19	25	40	74
STARD9	1105	936	1055	1793
STAT1	1023	1045	1617	2120
STAT2	506	403	576	870
STAT3	771	686	1080	1683
STAT4	30	21	35	60
STAT5B	489	438	706	996
STAT6	135	90	192	261
STAU1	1484	1337	1669	2589
STAU2	643	616	892	1312
STBD1	66	54	110	137
STC2	423	347	413	505
STEAP1	76	67	112	178
STEAP2	100	84	119	207
STEAP3	286	219	367	570
STIL	1644	1329	2133	3428
STIM1	459	374	476	713
STIM2	319	275	463	683
STIMATE	21	23	23	28
STIP1	7628	6914	12821	17876
STK10	534	403	613	915
STK11	995	1023	1565	2196
STK11IP	286	225	403	560
STK16	245	245	413	515
STK17A	515	478	788	1218
STK17B	420	395	858	1180
STK19	115	124	132	253
STK24	1141	995	1292	2084
STK25	1785	1457	2878	4101
STK26	1129	1117	2170	2942
STK3	578	480	831	1167
STK32C	137	125	165	251
STK33	370	350	463	697
STK35	420	400	451	772
STK36	670	534	933	1258
STK38	462	455	643	906
STK38L	598	593	849	1168
