	untr_a_hek	untr_b_hek	tm_a_hek	tm_b_hek
SLFNL1	83	89	55	57
SLIRP	1927	1804	1240	1818
SLIT1	54	51	21	38
SLIT2	5770	5080	3306	4240
SLITRK3	78	80	47	50
SLITRK5	374	331	205	263
SLK	4110	3906	2921	3753
SLMAP	1864	1667	1256	1523
SLTM	2211	2160	1718	2127
SLU7	1281	1313	1037	1261
SLX4	459	445	235	316
SLX4IP	125	131	86	120
SMAD1	197	179	166	209
SMAD2	913	831	687	794
SMAD3	105	88	72	84
SMAD4	667	593	565	693
SMAD5	1106	942	936	1089
SMAD6	160	151	108	152
SMAD7	163	154	137	189
SMAD9	157	159	115	177
SMAGP	16	26	16	35
SMAP1	573	497	417	487
SMAP2	508	491	319	395
SMARCA1	1790	1925	1233	1520
SMARCA2	789	802	478	668
SMARCA4	4012	3486	1823	2608
SMARCA5	7557	7097	4930	6410
SMARCAD1	2025	1969	1426	1794
SMARCAL1	651	620	457	641
SMARCB1	2033	2018	1550	1948
SMARCC1	7421	6662	4505	6045
SMARCC2	1388	1195	755	992
SMARCD1	1574	1421	851	1120
SMARCD2	1297	1121	1151	1361
SMARCD3	224	244	160	245
SMARCE1	1159	1271	1078	1351
SMC1A	7660	7180	4918	6100
SMC2	4489	4410	3172	4023
SMC3	5933	5764	4003	5343
SMC4	10415	10010	6807	8989
SMC5	2346	2186	1636	2181
SMC6	2365	2307	1738	2166
SMCHD1	3634	3436	2573	3237
SMCO4	26	21	11	18
SMCR8	1596	1349	1001	1392
SMDT1	123	122	61	80
SMG1	7003	6143	3416	4572
SMG5	3891	3278	3006	3802
SMG6	1024	900	541	620
SMG7	1522	1098	674	990
SMG8	1330	1132	1140	1344
SMG9	402	352	314	385
SMIM10	16	12	20	14
SMIM10L1	99	72	49	83
SMIM12	185	164	113	144
SMIM13	107	129	67	96
SMIM14	20	12	11	19
SMIM15	291	271	232	254
SMIM19	137	118	114	160
SMIM20	50	31	39	53
SMIM26	337	365	238	297
SMIM27	40	27	18	29
SMIM29	48	38	39	28
SMIM30	173	155	127	170
SMIM4	288	255	196	275
SMIM7	68	69	48	84
SMIM8	82	69	66	85
SMN1	33	34	46	56
SMNDC1	629	599	289	355
SMO	635	529	465	550
SMOC1	403	407	208	336
SMOX	105	93	78	105
SMPD1	88	73	57	96
SMPD2	180	168	139	181
SMPD4	994	858	722	978
SMPDL3A	84	77	82	90
SMPDL3B	178	174	115	130
SMS	1002	1068	821	1096
SMTN	291	204	152	228
SMU1	2106	1913	1760	2014
SMUG1	197	198	172	185
SMURF1	622	535	307	433
SMURF2	1061	934	795	920
SMYD2	891	825	625	773
SMYD3	343	321	227	276
SMYD4	539	470	368	433
SMYD5	544	494	320	472
SNAI2	174	146	173	267
SNAP23	350	295	317	438
SNAP29	299	272	244	298
SNAP47	1472	1263	1190	1417
SNAP91	38	35	31	35
SNAPC1	294	311	219	279
SNAPC2	58	63	28	53
SNAPC3	455	402	271	385
SNAPC4	824	606	403	527
SNAPC5	114	109	101	123
SNAPIN	345	306	253	283
SNCA	134	132	143	167
SNCAIP	11	13	19	11
SND1	4759	4387	3671	4369
SNED1	52	35	25	25
SNF8	1385	1348	855	1165
SNIP1	327	268	253	316
SNN	27	28	24	27
SNPH	39	31	33	23
SNRK	623	631	468	563
SNRNP200	10040	8895	5697	8386
SNRNP25	534	504	345	461
SNRNP27	537	548	307	403
SNRNP35	198	208	137	197
SNRNP40	2793	2592	2091	2615
SNRNP48	812	749	547	717
SNRNP70	3408	3146	2706	3727
SNRPA	1040	868	998	1298
SNRPA1	548	585	323	520
SNRPB	5984	5385	4974	5958
SNRPB2	1319	1333	1101	1230
SNRPC	1137	968	952	1284
SNRPD1	1485	1533	938	1352
SNRPD2	3634	3220	2906	3618
SNRPD3	2560	2479	2187	2752
SNRPE	307	294	157	290
SNRPF	1317	1365	921	1347
SNRPG	476	366	444	544
SNTA1	202	165	152	205
SNTB1	76	75	48	64
SNTB2	318	330	199	265
SNU13	1096	885	925	1232
SNUPN	569	522	402	500
SNW1	2112	1979	1463	1835
SNX1	859	814	549	674
SNX10	79	89	69	73
SNX11	207	171	142	219
SNX12	341	341	200	285
SNX13	1319	1158	983	1139
SNX14	1217	1181	924	1152
SNX15	148	150	137	149
SNX16	95	96	53	63
SNX17	1952	1721	1284	1646
SNX18	153	152	131	168
SNX2	2153	1857	1755	2193
SNX21	76	90	52	81
SNX22	35	34	24	41
SNX24	83	76	47	44
SNX25	921	842	632	779
SNX27	791	648	455	613
SNX29	263	208	168	208
SNX3	673	688	519	686
SNX30	219	214	124	196
SNX33	66	46	29	63
SNX4	827	812	625	751
SNX5	3920	3767	2777	3531
SNX6	1656	1589	1228	1578
SNX7	528	482	390	477
SNX8	232	185	163	210
SNX9	1141	1029	808	1045
SOAT1	1048	970	963	1174
SOBP	201	165	114	142
SOCS2	71	69	62	61
SOCS4	532	450	355	541
SOCS5	227	215	147	188
SOCS6	231	219	180	234
SOCS7	179	150	108	123
SOD1	5609	5394	4049	5231
SOD2	206	180	168	215
SOGA1	419	338	151	222
SON	18157	14860	9027	11327
SORBS1	62	69	38	61
SORBS3	90	63	35	47
SORCS1	49	42	31	31
SORD	308	300	208	254
SORL1	403	329	249	305
SORT1	1119	987	755	984
SOS1	1140	1006	580	785
SOS2	753	664	444	596
SOWAHA	18	19	22	22
SOWAHC	34	40	22	46
SOX12	167	152	42	81
SOX13	70	53	31	57
SOX2	35	30	21	40
SOX4	298	250	200	281
SOX5	42	39	23	50
SOX6	56	56	39	48
SOX9	28	24	12	18
SP1	1393	1088	1054	1478
SP2	80	62	27	49
SP3	1962	1687	1578	2037
SP4	359	317	323	392
SP9	69	49	41	55
SPA17	158	160	159	172
SPACA9	37	53	36	47
SPAG1	288	271	173	222
SPAG16	331	311	209	279
SPAG17	13	11	10	24
SPAG4	45	32	18	37
SPAG5	2774	2449	1980	2533
SPAG7	463	475	332	397
SPAG8	13	10	14	17
SPAG9	4113	3695	2989	3972
SPARCL1	31	23	19	29
SPART	2335	2114	1811	2195
SPAST	667	636	447	543
SPATA1	26	16	14	13
SPATA13	42	25	22	23
SPATA17	66	43	39	58
SPATA18	62	67	45	49
SPATA2	67	67	39	53
SPATA20	267	240	220	269
SPATA24	61	64	39	62
SPATA2L	76	72	51	51
SPATA33	56	58	46	62
SPATA5	1262	1336	865	1053
SPATA5L1	421	352	266	330
SPATA6	98	90	55	65
SPATA7	209	136	157	169
SPATC1L	186	174	141	178
SPATS2	457	424	317	384
SPATS2L	481	437	417	471
SPC24	353	372	256	310
SPC25	646	644	358	533
SPCS1	884	781	734	999
SPCS2	113	96	64	75
SPCS3	937	970	637	832
SPDL1	2485	2498	1697	2152
SPDYA	51	38	50	55
SPECC1	1359	1302	893	1163
SPECC1L	537	461	369	474
SPEF2	107	87	79	93
SPEG	91	73	34	43
SPEN	23474	19882	9037	12114
SPG11	1727	1417	1193	1480
SPG21	765	673	497	667
SPG7	1104	1005	638	855
SPHAR	31	44	19	29
SPHK1	89	74	55	63
SPHK2	169	147	77	120
SPIDR	1089	1115	721	873
SPIN1	618	613	381	465
SPIN2B	17	11	15	21
SPIN3	65	79	53	65
SPIN4	203	193	127	163
SPINDOC	437	443	342	441
SPINK5	41	62	29	39
SPINT2	254	237	200	249
SPIRE1	590	513	391	511
SPIRE2	111	112	65	98
SPNS1	503	402	407	573
SPOCK3	33	33	23	31
SPON1	172	154	129	161
SPOP	1010	1046	732	1006
SPOPL	302	263	192	237
SPOUT1	432	462	313	329
SPPL2A	517	480	338	402
SPPL2B	224	199	135	168
SPPL3	260	203	192	250
SPR	259	199	127	166
SPRED1	169	143	103	165
SPRED2	88	67	38	68
SPRTN	1570	1386	1049	1333
SPRY1	154	122	66	82
SPRY2	56	61	30	61
SPRYD3	132	121	76	133
SPRYD4	149	134	115	123
SPRYD7	204	209	151	188
SPSB1	52	39	44	66
SPSB2	49	45	45	56
SPSB3	275	258	212	240
SPSB4	23	13	12	25
SPTAN1	8225	7575	4657	6094
SPTB	260	261	138	189
SPTBN1	7534	6897	5260	6774
SPTBN2	1789	1556	1042	1266
SPTBN4	16	36	27	24
SPTLC1	906	760	730	874
SPTLC2	913	866	581	743
SPTSSA	56	62	40	73
SPTY2D1	735	602	574	697
SQLE	1983	1736	1557	1936
SQSTM1	1886	1773	1404	1538
SRA1	405	393	331	385
SRBD1	1739	1631	1236	1544
SRC	163	120	93	94
SRCAP	147	77	48	82
SRD5A1	79	85	55	55
SRD5A3	374	308	316	409
SREBF1	973	733	528	647
SREBF2	1232	955	640	858
SREK1	2067	2167	1798	2216
SREK1IP1	508	400	429	439
SRF	342	301	356	473
SRFBP1	797	780	475	704
SRGAP1	129	138	80	75
SRGAP2	443	394	243	323
SRGAP2B	53	53	38	38
SRGAP2C	69	58	33	56
SRGAP3	57	71	47	78
SRI	1235	1027	981	1228
SRM	1322	1105	651	959
SRP14	712	738	600	894
SRP19	540	507	401	525
SRP54	1450	1447	1362	1510
SRP68	1634	1622	1032	1348
SRP72	2770	2558	1997	2552
SRP9	80	77	56	79
SRPK1	4018	3621	2895	3754
SRPK2	906	850	567	712
SRPK3	77	65	25	41
SRPRA	1617	1349	888	1117
SRPRB	1371	1265	1129	1376
SRPX	46	27	23	27
SRR	516	434	431	543
SRRD	641	558	501	624
SRRM1	1938	1788	915	1142
SRRM2	15460	11389	5083	6767
SRRM5	61	47	23	27
SRRT	3023	2947	1922	2801
SRSF1	2882	2974	1911	2434
SRSF10	2067	1935	1559	2088
SRSF11	5237	4722	4030	4741
SRSF12	135	107	100	138
SRSF2	3836	3787	2774	3497
SRSF3	6177	6424	4317	5441
SRSF4	2630	2655	2048	2680
SRSF5	4522	4630	3326	4134
SRSF6	2630	2636	2231	2717
SRSF7	5750	5862	4252	5595
SRSF8	192	160	171	204
SRSF9	3741	3837	2455	3080
SRXN1	52	62	53	45
SS18	550	438	499	689
SS18L1	108	88	67	89
SS18L2	114	126	79	106
SSB	5596	5532	4401	5693
SSBP1	2836	2742	2202	2896
SSBP2	89	66	73	101
SSBP3	93	57	56	75
SSBP4	234	195	206	234
SSH1	273	240	153	192
SSH2	408	336	193	305
SSH3	101	73	41	53
SSNA1	455	377	237	343
SSR1	1565	1501	978	1283
SSR2	1321	1168	1223	1500
SSR3	1743	1454	1239	1561
SSR4	1932	1819	1707	2000
SSRP1	10766	10058	8087	10148
SSSCA1	469	443	381	515
SSTR2	29	30	26	20
SSU72	1171	1217	750	999
SSX2IP	1151	1122	811	984
ST13	1045	976	738	945
ST20	46	54	29	35
ST3GAL1	49	42	35	34
ST3GAL2	156	159	125	110
ST3GAL3	136	115	85	116
ST3GAL4	189	177	144	195
ST3GAL5	88	77	64	71
ST3GAL6	145	151	118	159
ST5	164	113	83	118
ST6GAL1	72	61	47	66
ST6GALNAC2	23	27	17	25
ST6GALNAC3	67	73	76	73
ST6GALNAC4	124	114	91	88
ST6GALNAC6	102	83	83	110
ST7	435	385	315	440
ST7L	348	297	274	342
ST8SIA4	22	23	22	18
STAB2	28	28	15	28
STAC3	22	18	10	24
STAG1	2949	2833	1963	2615
STAG2	9500	9239	7251	8847
STAG3	60	46	28	37
STAM	517	505	409	523
STAM2	437	410	330	393
STAMBP	870	781	649	807
STAMBPL1	165	168	91	123
STAP2	38	25	20	23
STARD10	144	106	123	146
STARD13	156	127	88	142
STARD3	233	231	180	247
STARD3NL	583	457	499	630
STARD4	187	175	116	135
STARD5	35	40	31	42
STARD7	3509	3168	2541	3123
STARD8	19	25	13	19
STARD9	1105	936	566	743
STAT1	1023	1045	718	961
STAT2	506	403	301	351
STAT3	771	686	571	715
STAT4	30	21	27	22
STAT5B	489	438	343	491
STAT6	135	90	107	104
STAU1	1484	1337	780	1134
STAU2	643	616	488	579
STBD1	66	54	49	73
STC2	423	347	245	299
STEAP1	76	67	61	83
STEAP2	100	84	67	80
STEAP3	286	219	206	259
STIL	1644	1329	1138	1388
STIM1	459	374	248	337
STIM2	319	275	247	311
STIMATE	21	23	14	14
STIP1	7628	6914	6599	8145
STK10	534	403	319	414
STK11	995	1023	823	959
STK11IP	286	225	170	263
STK16	245	245	190	217
STK17A	515	478	369	452
STK17B	420	395	337	470
STK19	115	124	81	111
STK24	1141	995	617	888
STK25	1785	1457	1487	1733
STK26	1129	1117	983	1229
STK3	578	480	388	506
STK32C	137	125	103	103
STK33	370	350	215	311
STK35	420	400	224	307
STK36	670	534	458	552
STK38	462	455	307	369
STK38L	598	593	432	510
STK39	610	654	405	531
STK4	923	836	558	744
STK40	395	382	241	334
STKLD1	32	31	28	28
STMN1	2561	2562	1982	2493
STMN3	76	72	80	90
STMP1	53	55	26	25
STN1	201	185	140	201
STOM	216	216	194	256
STOML1	99	79	65	64
STOML2	3275	3005	2872	3696
STON2	308	263	231	324
STOX1	231	178	165	194
STOX2	279	229	155	219
STPG1	104	89	68	107
STRADA	242	209	163	183
STRADB	387	351	289	344
STRAP	3066	2910	2012	2438
STRBP	1550	1512	1227	1493
STRIP1	1349	1129	898	1158
STRIP2	384	329	249	321
STRN	904	845	539	704
STRN3	1258	1082	877	1017
STRN4	1294	1234	891	1046
STS	37	40	28	42
STT3A	3484	2811	3329	4079
STT3B	4413	4037	3225	4126
STUB1	1920	1810	1568	1871
STX10	433	390	320	391
STX12	678	606	474	537
STX16	88	89	30	66
STX17	338	303	190	274
STX18	402	422	302	345
STX19	39	44	17	27
STX1A	83	69	41	63
STX2	305	291	191	258
STX3	243	235	182	211
STX4	434	394	240	350
STX5	346	296	295	384
STX6	365	354	242	318
STX7	299	288	186	295
STX8	239	226	162	210
STXBP1	198	155	74	121
STXBP2	293	338	213	302
STXBP3	1239	1266	866	1197
STXBP4	611	566	361	429
STXBP5	1033	961	733	973
STXBP5L	188	225	123	159
STXBP6	21	21	21	25
STYX	165	177	118	148
STYXL1	330	328	303	374
SUB1	2811	2974	1854	2442
SUCLA2	1137	1145	864	1103
SUCLG1	1211	1172	1058	1344
SUCLG2	503	522	385	476
SUCO	1425	1282	1128	1418
SUDS3	497	422	333	388
SUFU	146	105	58	87
SUGCT	196	173	119	166
SUGP2	2604	2294	1722	1993
SUGT1	1153	1102	859	1099
SULF1	132	125	107	144
SULF2	397	388	292	415
SULT1A1	43	35	35	46
SULT4A1	66	65	34	48
SUMF1	290	284	161	217
SUMF2	937	882	648	817
SUMO1	272	279	293	299
SUMO2	936	954	559	784
SUMO3	569	573	464	586
SUN1	1174	979	844	977
SUN2	706	598	440	573
SUOX	264	238	187	259
SUPT16H	9438	9224	6925	8711
SUPT20H	985	876	732	944
SUPT3H	180	173	96	166
SUPT4H1	475	469	351	435
SUPT5H	1696	1560	1293	1712
SUPT6H	2718	2433	1580	2160
SUPT7L	622	615	523	728
SUPV3L1	1727	1590	1247	1611
SURF1	258	237	163	227
SURF2	458	455	318	378
SURF4	1002	845	826	1020
SURF6	522	654	319	452
SUSD1	230	167	163	188
SUSD4	19	18	19	17
SUSD5	450	347	293	378
SUSD6	40	31	18	33
SUV39H1	346	332	253	315
SUV39H2	953	890	729	852
SUZ12	1273	1078	776	966
SV2A	194	155	93	142
SVBP	99	106	84	114
SVEP1	64	68	46	51
SVIL	290	262	161	185
SVIP	216	185	171	179
SWAP70	433	416	256	366
SWI5	167	150	154	181
SWSAP1	56	54	46	59
SWT1	227	171	169	193
SYAP1	1900	1863	1341	1807
SYBU	295	253	203	222
SYCE2	39	32	12	18
SYCP2	105	118	80	90
SYCP2L	335	309	159	243
SYCP3	60	48	24	39
SYDE1	239	229	148	178
SYDE2	748	745	461	614
SYF2	604	642	405	518
SYK	333	356	261	306
SYMPK	1772	1540	966	1174
SYN2	94	81	77	74
SYN3	18	24	11	11
SYNC	135	108	70	89
SYNCRIP	4516	4428	2862	3616
SYNE1	857	745	538	700
SYNE2	5827	5546	3678	4830
SYNE3	50	54	34	38
SYNGAP1	99	73	34	39
SYNGR1	132	99	82	105
SYNGR2	302	227	237	313
SYNJ1	606	561	312	407
SYNJ2	408	348	263	304
SYNJ2BP	49	44	31	41
SYNM	231	228	149	179
SYNRG	649	557	399	477
SYP	87	86	78	99
SYPL1	478	365	300	396
SYPL2	39	21	14	25
SYS1	37	35	50	53
SYT1	95	97	82	109
SYT14	30	28	18	24
SYT16	18	16	12	23
SYT2	25	14	14	16
SYT3	28	25	20	22
SYT7	24	32	16	27
SYTL1	35	14	13	13
SYTL2	24	19	14	24
SYTL3	16	15	17	23
SYTL4	146	136	78	104
SYTL5	83	67	51	60
SYVN1	207	178	104	157
SZRD1	327	365	208	348
SZT2	884	707	444	600
TAB1	457	394	292	343
TAB2	588	536	445	560
TAB3	240	227	155	222
TACC1	562	457	336	442
TACC2	85	91	42	58
TACC3	2528	2345	1308	1951
TACO1	594	582	427	586
TACR1	34	25	13	28
TADA1	510	457	426	475
TADA2A	331	255	254	353
TADA2B	305	286	166	209
TADA3	707	648	390	502
TAF1	1759	1566	922	1189
TAF10	537	509	348	475
TAF11	763	714	502	662
TAF12	332	281	233	279
TAF13	295	354	158	231
TAF15	1328	1154	661	1084
TAF1A	459	487	313	401
TAF1B	1102	1052	785	913
TAF1C	463	371	217	322
TAF1D	1393	1350	809	1232
TAF2	2776	2368	2031	2382
TAF3	389	364	208	322
TAF4	372	306	141	193
TAF4B	607	483	465	544
TAF5	747	730	562	710
TAF5L	1155	895	903	1054
TAF6	463	372	235	388
TAF6L	518	471	373	456
TAF7	1181	1108	1034	1214
TAF7L	29	30	19	18
TAF8	268	208	222	283
TAF9	928	795	930	1166
TAF9B	540	490	454	537
TAGLN2	1091	1131	737	958
TALDO1	2159	2011	1617	2017
TAMM41	417	337	201	271
TANC1	1320	1080	801	1035
TANC2	641	493	298	418
TANGO2	132	119	99	114
TANGO6	975	821	682	806
TANK	359	298	279	373
TAOK1	1611	1365	1085	1366
TAOK2	1813	1599	1166	1505
TAOK3	314	326	221	274
TAP1	176	151	146	178
TAP2	16	19	11	17
TAPBP	100	91	51	77
TAPT1	324	330	202	265
TARBP1	4302	3974	2875	3628
TARBP2	490	406	434	576
TARDBP	250	201	231	325
TARS	7973	7759	6077	7736
TARS2	1447	1211	1117	1319
TARSL2	984	956	700	819
TAS1R3	53	46	24	28
TAS2R10	16	25	24	20
TAS2R13	66	67	39	47
TAS2R14	108	81	48	78
TAS2R19	140	142	98	148
TAS2R20	99	82	53	89
TAS2R3	49	43	29	32
TAS2R30	214	202	97	137
TAS2R31	101	106	44	69
TAS2R4	48	31	32	31
TAS2R43	76	51	25	41
TAS2R46	123	124	49	89
TAS2R5	26	23	12	25
TAS2R50	67	81	24	60
TASOR	4402	3981	2959	3781
TASOR2	9402	8462	6443	8175
TASP1	467	427	235	352
TATDN1	406	409	267	371
TATDN2	254	265	138	202
TATDN3	378	319	267	291
TAX1BP1	2555	2409	1824	2400
TAX1BP3	147	157	107	182
TAZ	337	289	218	297
TBC1D1	456	418	335	439
TBC1D10A	58	51	38	50
TBC1D10B	1023	1019	527	699
TBC1D12	315	300	212	279
TBC1D13	312	267	182	262
TBC1D14	1131	982	758	958
TBC1D15	1061	1023	713	959
TBC1D16	472	471	328	395
TBC1D17	138	118	89	113
TBC1D19	150	151	115	146
TBC1D2	36	41	28	26
TBC1D20	343	292	217	252
TBC1D22A	274	263	163	234
TBC1D22B	253	184	150	215
TBC1D23	1108	1004	862	1056
TBC1D24	112	105	62	90
TBC1D25	160	123	83	129
TBC1D2B	739	676	469	582
TBC1D30	196	157	114	150
TBC1D31	1064	971	760	920
TBC1D32	1119	1007	739	989
TBC1D4	1903	1769	1280	1587
TBC1D5	346	261	233	318
TBC1D7	548	528	360	450
TBC1D8	423	362	264	361
TBC1D8B	143	127	79	101
TBC1D9	549	544	381	542
TBC1D9B	2974	2661	2103	2649
TBCA	1082	1190	800	1010
TBCB	675	608	584	680
TBCC	283	294	215	235
TBCCD1	279	213	237	330
TBCD	1444	1299	864	1160
TBCEL	104	83	62	80
TBCK	555	497	419	490
TBK1	1050	1042	744	977
TBKBP1	127	97	46	81
TBL1X	556	478	290	328
TBL1XR1	984	915	817	1032
TBL2	547	489	448	525
TBL3	1012	870	665	801
TBP	283	242	219	285
TBPL1	290	256	218	292
TBRG1	437	413	312	399
TBRG4	1769	1495	1472	1706
TBX1	237	200	124	177
TBX18	240	202	187	282
TBX2	156	130	77	114
TBX20	114	87	78	101
TBX3	434	388	330	459
TC2N	312	271	191	292
TCAF1	460	384	285	381
TCAIM	553	515	421	535
TCEA1	354	379	267	310
TCEA2	129	122	81	102
TCEAL1	256	181	213	213
TCEAL4	1046	955	954	1147
TCEAL8	1026	1022	695	803
TCEAL9	690	728	568	640
TCEANC	59	52	49	55
TCEANC2	173	172	119	143
TCERG1	3541	3235	2467	3092
TCF12	603	477	444	619
TCF19	451	457	395	424
TCF20	2076	1719	1283	1847
TCF25	1527	1322	1191	1474
TCF3	710	643	505	663
TCF4	301	270	239	286
TCF7	49	44	23	25
TCF7L1	14	16	12	10
TCF7L2	188	175	88	107
TCFL5	590	536	371	498
TCHP	225	247	159	225
TCIRG1	105	76	56	102
TCOF1	6125	5653	3681	4921
TCP1	15100	15227	11906	14473
TCP11L1	414	396	215	307
TCP11L2	105	92	67	103
TCTA	46	28	35	42
TCTE3	19	21	14	13
TCTEX1D2	22	14	23	25
TCTN1	421	363	343	425
TCTN2	402	312	262	311
TCTN3	1001	840	748	939
TDG	1000	869	760	949
TDP1	934	840	671	850
TDP2	857	769	516	765
TDRD3	483	491	373	530
TDRD6	99	83	36	62
TDRD7	505	399	350	411
TDRKH	301	289	218	273
TEAD1	364	294	238	312
TEAD2	234	207	167	212
TEAD3	39	34	16	29
TEAD4	332	315	262	360
TEC	75	54	51	46
TECPR1	329	319	200	243
TECPR2	508	406	294	367
TECR	353	332	347	498
TECTA	51	43	25	30
TEDC1	337	327	206	230
TEDC2	391	307	284	342
TEF	40	41	31	40
TEFM	306	264	192	275
TELO2	1006	937	621	776
TENM1	296	220	148	215
TENM3	1224	1059	730	1008
TENM4	37	42	15	25
TENT2	742	672	508	645
TENT4A	554	490	288	415
TENT4B	539	530	429	529
TENT5A	151	125	80	121
TENT5C	39	36	42	53
TEP1	467	420	265	350
TEPSIN	154	149	108	162
TERF1	395	432	233	325
TERF2	471	382	248	314
TERF2IP	804	800	589	746
TERT	91	64	45	56
TES	589	600	395	510
TESC	56	56	37	72
TESK1	171	149	130	166
TESK2	137	123	90	119
TESMIN	39	46	15	36
TET1	1767	1500	909	1155
TET2	966	792	651	792
TET3	475	349	212	263
TEX10	2609	2178	2000	2478
TEX14	48	45	35	43
TEX15	1194	1041	730	1044
TEX2	903	838	631	845
TEX261	75	45	84	103
TEX264	537	455	548	633
TEX30	243	227	178	238
TEX9	194	181	144	171
TFAM	2235	2215	1537	1939
TFAP2A	173	154	89	101
TFAP2C	58	36	30	41
TFAP4	257	230	187	239
TFB1M	693	624	434	623
TFB2M	534	506	406	455
TFCP2	747	541	404	531
TFCP2L1	48	42	31	23
TFDP1	1564	1475	1112	1473
TFDP2	980	834	667	832
TFE3	209	168	133	171
TFEB	15	21	18	24
TFG	1584	1303	1181	1545
TFIP11	1716	1516	1382	1781
TFPI	42	24	20	34
TFPI2	43	54	35	33
TFPT	159	177	104	174
TFRC	4391	4142	3469	4190
TGDS	436	413	295	386
TGFB1I1	21	11	16	13
TGFB2	12	20	19	17
TGFB3	34	22	20	27
TGFBR1	656	618	420	580
TGFBR2	130	98	58	88
TGFBR3	523	493	391	480
TGFBRAP1	692	590	474	612
TGIF1	92	84	67	88
TGIF2	147	128	114	155
TGIF2-RAB5IF	236	228	201	294
TGM1	36	23	23	23
TGM2	16	10	10	11
TGOLN2	779	702	352	486
TGS1	2133	1937	1357	1789
THADA	3003	2753	1961	2332
THAP1	159	156	126	177
THAP10	56	45	39	30
THAP11	316	293	216	250
THAP12	609	616	476	536
THAP2	27	23	19	35
THAP3	152	158	109	122
THAP4	998	864	734	925
THAP5	439	392	305	410
THAP6	180	177	111	140
THAP7	536	456	464	550
THAP8	17	12	10	11
THAP9	309	299	236	319
THBS3	139	111	68	114
THBS4	46	49	43	37
THEM4	167	139	108	149
THEM6	44	32	25	36
THEMIS2	71	92	51	65
THG1L	362	353	236	350
THNSL1	455	444	352	387
THOC1	1209	1141	866	1077
THOC2	7851	7459	5590	7226
THOC3	238	249	184	236
THOC5	2088	1953	1520	2016
THOC6	840	771	643	813
THOC7	1269	1224	815	1087
THOP1	1769	1727	1401	1648
THRA	153	152	113	144
THRAP3	5299	4690	4206	5239
THRB	101	80	60	59
THSD1	74	45	57	54
THSD4	46	45	26	47
THSD7A	24	14	16	17
THTPA	113	112	80	119
THUMPD1	675	649	595	703
THUMPD2	791	705	584	672
THUMPD3	1639	1662	1186	1551
THYN1	493	408	359	470
TIA1	1110	996	870	1100
TIAL1	1659	1573	752	1020
TIAM1	1730	1440	1180	1431
TIAM2	261	216	137	183
TICRR	2930	2564	1490	1980
TIFA	93	88	58	70
TIGAR	355	393	265	334
TIGD1	256	266	150	198
TIGD2	222	244	141	199
TIGD3	23	21	18	21
TIGD4	26	23	16	15
TIGD5	231	199	118	155
TIGD6	100	93	89	115
TIGD7	115	109	65	111
TIMELESS	2529	2425	1546	2399
TIMM10	610	555	419	492
TIMM13	861	887	555	729
TIMM17A	1254	1243	1158	1534
TIMM17B	752	669	598	710
TIMM21	321	333	304	396
TIMM22	506	535	295	390
TIMM23	777	741	606	776
TIMM23B	160	161	97	132
TIMM29	168	155	107	132
TIMM44	1560	1362	1113	1425
TIMM50	1585	1665	1236	1476
TIMM8A	148	155	81	116
TIMM8B	463	480	225	293
TIMM9	183	133	142	191
TIMMDC1	1398	1375	881	1111
TIMP1	436	442	383	488
TIMP2	69	53	39	54
TIMP3	79	64	65	87
TINF2	406	338	330	383
TIPARP	564	476	489	670
TIPIN	1470	1427	1126	1275
TIPRL	1326	1230	1009	1216
TIRAP	35	41	32	47
TJAP1	324	315	205	261
TJP1	1971	1873	1168	1562
TK1	823	765	660	819
TK2	84	81	58	62
TKFC	313	263	232	292
TKT	5976	5131	5158	6327
TLCD1	139	121	112	144
TLE1	639	588	437	640
TLE2	22	16	16	12
TLE3	1008	706	555	756
TLE4	871	731	538	810
TLK1	914	789	483	636
TLK2	621	515	442	516
TLL1	65	38	44	52
TLL2	25	21	15	24
TLN1	5876	5102	3086	4081
TLN2	622	547	348	495
TLNRD1	100	76	52	47
TLR5	17	20	13	14
TM2D1	488	446	330	409
TM2D2	276	253	224	314
TM2D3	661	575	473	621
TM6SF1	71	62	46	54
TM7SF2	189	157	152	215
TM7SF3	849	784	702	868
TM9SF2	3544	3097	2640	3376
TM9SF3	2889	3143	2078	2775
TM9SF4	1001	809	616	779
TMA16	695	709	514	735
TMA7	378	396	183	262
TMBIM1	36	26	15	24
TMBIM4	182	132	120	167
TMBIM6	2806	2437	2118	2668
TMC3	33	23	22	12
TMC4	35	21	12	26
TMC5	29	31	21	33
TMC6	82	72	85	84
TMC7	69	53	35	57
TMCC1	190	163	110	151
TMCC2	65	47	40	62
TMCC3	46	39	17	39
TMCO1	1373	1403	1154	1332
TMCO3	479	375	325	399
TMCO4	95	79	58	67
TMCO6	244	208	138	196
TMED1	314	272	253	287
TMED10	1478	1504	1045	1314
TMED2	1934	1814	1564	1923
TMED3	739	646	615	760
TMED4	707	642	482	617
TMED5	1110	1190	863	1033
TMED6	25	22	10	20
TMED7	177	162	162	185
TMED7-TICAM2	68	74	74	85
TMED8	452	403	270	335
TMED9	1309	1389	807	1100
TMEM101	197	182	156	176
TMEM102	54	65	48	55
TMEM104	143	97	70	113
TMEM106B	556	498	450	559
TMEM106C	1627	1407	1485	1729
TMEM107	28	29	27	22
TMEM108	49	41	28	31
TMEM109	529	484	390	435
TMEM11	262	268	231	308
