	ribo_untr_a	ribo_untr_b	ribo_tm_a	ribo_tm_b
SHROOM3	289	290	169	95
SHTN1	886	957	427	292
SIAE	264	356	107	82
SIAH1	277	290	132	99
SIAH2	149	169	68	48
SIDT2	117	102	40	25
SIGIRR	176	215	128	72
SIGMAR1	1274	1730	700	438
SIK2	268	323	144	70
SIK3	391	526	189	113
SIKE1	582	643	289	185
SIL1	484	646	272	137
SIM1	73	96	45	27
SIM2	116	141	58	38
SIMC1	397	503	283	173
SIN3A	1364	1558	746	503
SIN3B	950	1196	536	303
SINHCAF	492	615	299	197
SIPA1	166	198	118	64
SIPA1L1	252	279	124	100
SIPA1L2	208	248	112	72
SIPA1L3	434	566	287	178
SIRPA	75	84	31	12
SIRT1	867	1081	505	336
SIRT2	753	1031	514	264
SIRT3	86	123	64	31
SIRT5	185	234	83	57
SIRT6	171	243	110	52
SIRT7	102	152	61	53
SIVA1	1123	1649	736	407
SIX1	446	532	309	185
SIX2	11	18	8	4
SIX4	287	315	186	108
SIX5	159	215	83	71
SKA1	538	548	263	194
SKA2	514	540	300	183
SKA3	757	784	438	275
SKAP2	1057	1306	596	424
SKI	569	895	247	154
SKIDA1	99	117	81	40
SKIL	845	822	374	307
SKIV2L	1437	1557	718	450
SKOR1	30	39	30	13
SKP1	2034	2545	1248	759
SKP2	1258	1424	448	300
SLAIN1	422	522	218	143
SLAIN2	371	432	178	133
SLBP	1369	1690	669	426
SLC10A1	0	0	0	0
SLC10A3	106	126	47	29
SLC10A4	93	123	38	30
SLC10A5	0	0	1	0
SLC10A7	49	63	36	25
SLC11A2	569	599	283	139
SLC12A2	1829	2368	1108	640
SLC12A4	241	390	159	98
SLC12A6	296	310	168	84
SLC12A7	332	447	162	102
SLC12A8	2	4	0	2
SLC12A9	212	327	102	59
SLC13A3	0	0	5	2
SLC13A4	13	19	5	3
SLC15A2	2	2	1	4
SLC15A4	427	469	217	132
SLC16A1	5757	6788	3295	1870
SLC16A10	468	649	188	157
SLC16A14	273	290	207	123
SLC16A2	333	451	156	98
SLC16A4	14	9	7	3
SLC16A6	64	65	29	18
SLC16A7	209	254	101	59
SLC16A8	2	1	4	1
SLC16A9	214	285	117	60
SLC17A5	375	377	193	106
SLC18A2	2	0	1	1
SLC18B1	398	472	203	124
SLC19A1	1158	1846	639	321
SLC19A2	252	309	133	69
SLC19A3	85	69	33	21
SLC1A1	183	201	59	34
SLC1A3	329	394	191	103
SLC1A4	257	359	140	74
SLC1A5	4390	6258	2478	1393
SLC20A1	614	728	312	172
SLC20A2	188	184	68	45
SLC22A15	18	35	11	6
SLC22A17	52	56	41	21
SLC22A23	129	176	82	28
SLC22A5	245	297	96	63
SLC23A2	865	1080	433	230
SLC24A1	39	25	31	18
SLC24A5	0	2	0	0
SLC25A1	2001	2543	1059	632
SLC25A10	125	145	64	33
SLC25A11	2157	2503	1004	611
SLC25A12	385	416	183	113
SLC25A13	1949	2190	889	572
SLC25A14	449	556	348	177
SLC25A15	252	334	125	65
SLC25A16	185	226	94	66
SLC25A17	843	1041	539	387
SLC25A19	354	358	241	116
SLC25A20	191	218	100	66
SLC25A21	199	188	107	84
SLC25A22	262	311	117	63
SLC25A23	62	86	55	21
SLC25A24	848	989	405	240
SLC25A25	155	214	102	70
SLC25A26	106	107	64	37
SLC25A27	27	22	13	6
SLC25A28	167	196	102	48
SLC25A29	162	197	89	61
SLC25A3	7126	9956	3265	2074
SLC25A30	185	222	85	72
SLC25A32	95	161	55	39
SLC25A33	87	65	32	11
SLC25A36	226	271	111	84
SLC25A37	88	101	42	28
SLC25A38	170	219	116	51
SLC25A39	766	999	300	195
SLC25A4	891	1157	410	241
SLC25A40	108	104	73	48
SLC25A42	41	54	37	16
SLC25A43	2	0	0	0
SLC25A44	197	208	149	87
SLC25A46	1228	1266	589	409
SLC25A5	7554	9034	2964	1770
SLC25A51	20	35	9	8
SLC25A6	2731	4056	1088	699
SLC26A1	4	3	5	1
SLC26A10	3	0	1	0
SLC26A11	126	165	73	40
SLC26A2	641	676	277	203
SLC26A4	4	19	7	5
SLC26A6	188	212	79	57
SLC27A1	15	29	14	4
SLC27A2	644	768	303	184
SLC27A3	137	152	82	39
SLC27A4	360	450	191	109
SLC27A5	24	35	25	9
SLC27A6	58	47	23	7
SLC29A1	1294	1685	674	322
SLC29A2	264	275	131	64
SLC29A3	55	81	32	23
SLC29A4	12	30	8	3
SLC2A1	1665	2280	1211	606
SLC2A10	0	1	0	0
SLC2A11	9	14	10	7
SLC2A12	123	99	46	21
SLC2A13	263	283	121	69
SLC2A4RG	252	364	138	80
SLC2A6	175	240	96	62
SLC2A8	114	121	63	49
SLC30A1	230	346	176	103
SLC30A4	65	92	30	22
SLC30A5	346	437	172	84
SLC30A6	490	532	308	165
SLC30A7	838	996	413	275
SLC30A9	687	728	391	262
SLC31A1	327	414	162	96
SLC31A2	35	45	15	14
SLC33A1	208	234	108	82
SLC35A1	349	365	163	113
SLC35A2	375	552	250	120
SLC35A3	103	121	56	32
SLC35A4	22	34	55	38
SLC35A5	160	134	92	47
SLC35B1	670	1000	395	229
SLC35B2	394	592	242	111
SLC35B3	157	192	89	65
SLC35B4	349	427	192	110
SLC35C1	59	74	45	20
SLC35C2	290	406	217	137
SLC35D1	103	143	67	44
SLC35E1	239	328	128	63
SLC35E2A	6	16	2	1
SLC35E2B	65	85	36	17
SLC35E3	257	311	167	86
SLC35E4	26	37	20	7
SLC35F1	258	316	102	62
SLC35F2	469	622	285	151
SLC35F5	502	616	199	112
SLC35F6	432	575	225	153
SLC35G1	272	261	111	71
SLC35G2	389	457	183	104
SLC36A1	123	173	78	35
SLC36A4	128	187	92	58
SLC37A1	74	93	31	19
SLC37A3	451	598	264	172
SLC37A4	379	434	184	121
SLC38A1	1876	2049	884	586
SLC38A10	268	442	191	101
SLC38A2	3294	3886	1980	1163
SLC38A3	40	40	16	11
SLC38A6	63	88	36	35
SLC38A7	70	81	55	26
SLC38A9	338	404	195	122
SLC39A1	973	1372	583	335
SLC39A10	1493	1126	511	308
SLC39A11	112	132	64	36
SLC39A13	127	163	61	29
SLC39A14	1132	1353	542	330
SLC39A3	165	172	76	52
SLC39A4	127	126	92	41
SLC39A6	920	963	368	240
SLC39A7	1440	1717	739	449
SLC39A8	477	565	261	144
SLC39A9	287	354	171	82
SLC3A1	1	4	4	0
SLC3A2	1797	2509	1436	748
SLC40A1	45	50	13	4
SLC41A1	128	196	81	36
SLC41A2	345	453	157	105
SLC41A3	326	413	175	97
SLC43A1	156	141	83	32
SLC43A2	253	300	143	89
SLC44A1	495	508	230	118
SLC44A2	582	599	214	132
SLC44A3	48	44	17	10
SLC44A5	120	130	73	49
SLC45A3	43	59	22	9
SLC45A4	48	70	33	27
SLC46A1	223	285	125	66
SLC46A3	195	210	90	75
SLC47A1	132	155	77	33
SLC49A3	1	2	0	0
SLC49A4	279	313	126	83
SLC4A11	88	116	63	37
SLC4A1AP	682	875	476	304
SLC4A2	883	1194	596	339
SLC4A3	17	20	13	3
SLC4A4	84	107	36	18
SLC4A7	796	803	452	279
SLC4A8	28	49	20	10
SLC50A1	318	346	157	101
SLC52A2	354	569	192	104
SLC5A10	3	3	0	1
SLC5A2	0	1	1	0
SLC5A3	554	811	304	171
SLC5A4	0	1	0	0
SLC5A6	502	753	311	150
SLC6A11	5	7	0	1
SLC6A15	1471	1624	634	377
SLC6A16	0	1	0	0
SLC6A4	1	1	2	0
SLC6A6	367	407	253	143
SLC6A8	237	339	215	115
SLC6A9	88	77	32	28
SLC7A1	1815	2432	999	582
SLC7A11	419	461	203	123
SLC7A2	703	875	348	215
SLC7A3	3	0	2	0
SLC7A5	365	400	167	86
SLC7A6	349	428	199	117
SLC7A6OS	106	152	72	53
SLC7A7	2	4	0	0
SLC7A8	188	192	97	47
SLC8A1	4	0	0	0
SLC8B1	78	104	34	24
SLC9A1	335	524	175	89
SLC9A2	28	31	10	11
SLC9A3	18	26	14	1
SLC9A3R1	546	815	293	189
SLC9A3R2	177	243	88	51
SLC9A5	19	30	8	9
SLC9A6	216	327	139	88
SLC9A7	275	337	131	72
SLC9A8	147	163	56	44
SLC9A9	12	17	6	5
SLC9B2	148	202	87	54
SLCO4A1	370	492	208	110
SLCO4C1	149	145	60	35
SLCO5A1	44	36	36	18
SLCO6A1	0	0	0	0
SLF1	538	623	254	192
SLF2	645	727	471	308
SLFN5	60	71	29	18
SLFNL1	0	0	0	0
SLIRP	2528	2761	1330	931
SLIT1	64	60	31	17
SLIT2	2085	2576	1114	646
SLITRK3	52	39	34	17
SLITRK5	128	162	67	41
SLK	2688	3162	1335	970
SLMAP	326	368	136	99
SLTM	1255	1560	601	452
SLU7	1249	1555	1071	685
SLX4	140	153	69	38
SLX4IP	93	92	55	37
SMAD1	270	341	165	104
SMAD2	771	831	292	231
SMAD3	353	404	174	111
SMAD4	714	851	459	269
SMAD5	1355	1571	661	435
SMAD6	66	66	40	28
SMAD7	96	114	64	38
SMAD9	563	552	224	142
SMAGP	89	93	53	28
SMAP1	900	1135	428	300
SMAP2	804	1052	480	305
SMARCA1	2652	2981	1422	937
SMARCA2	872	1071	557	380
SMARCA4	4404	5443	2456	1623
SMARCA5	4801	5430	2668	1893
SMARCAD1	1257	1465	761	547
SMARCAL1	454	516	163	123
SMARCB1	2181	3029	1060	674
SMARCC1	3517	4016	1879	1218
SMARCC2	1847	2114	860	587
SMARCD1	1437	1672	769	467
SMARCD2	1747	2022	824	495
SMARCD3	92	101	39	19
SMARCE1	395	504	255	180
SMC1A	7843	10625	4725	3058
SMC2	3046	3399	1557	1139
SMC3	4781	5375	2331	1778
SMC4	6265	7341	3747	2696
SMC5	678	742	347	271
SMC6	809	918	414	284
SMCHD1	2604	2816	1388	975
SMCO4	34	50	27	14
SMCR8	238	358	134	76
SMDT1	450	550	184	112
SMG1	921	988	594	361
SMG5	946	1092	392	212
SMG6	653	912	414	259
SMG7	642	678	202	187
SMG8	993	1335	704	465
SMG9	1025	1616	727	451
SMIM10	114	121	60	44
SMIM10L1	180	200	125	77
SMIM12	219	329	174	121
SMIM13	163	177	94	41
SMIM14	41	43	31	22
SMIM15	146	203	83	57
SMIM19	93	103	73	34
SMIM20	104	163	50	41
SMIM26	860	996	396	267
SMIM27	14	16	7	8
SMIM29	27	27	14	7
SMIM30	154	215	89	65
SMIM4	307	389	211	148
SMIM7	123	194	104	69
SMIM8	219	185	108	68
SMN1	59	31	16	24
SMNDC1	1180	1277	578	421
SMO	145	250	108	39
SMOC1	483	667	270	147
SMOX	74	92	58	33
SMPD1	157	207	97	52
SMPD2	201	235	99	65
SMPD4	653	854	370	215
SMPDL3A	208	223	93	58
SMPDL3B	161	201	87	52
SMS	658	710	269	173
SMTN	168	247	182	86
SMU1	1931	2055	1139	712
SMUG1	153	177	114	74
SMURF1	241	262	148	60
SMURF2	189	215	61	31
SMYD2	386	391	153	106
SMYD3	182	194	94	51
SMYD4	282	349	195	105
SMYD5	419	488	228	133
SNAI2	6	8	10	5
SNAP23	903	1020	443	291
SNAP29	543	622	245	156
SNAP47	571	693	361	213
SNAP91	146	164	85	41
SNAPC1	410	416	193	134
SNAPC2	131	194	74	45
SNAPC3	599	737	333	192
SNAPC4	538	630	350	190
SNAPC5	194	188	114	73
SNAPIN	401	475	194	117
SNCA	381	451	216	152
SNCAIP	60	44	15	10
SND1	5101	6543	2550	1678
SNED1	18	28	9	1
SNF8	1198	1575	567	361
SNIP1	343	432	237	146
SNN	9	5	7	2
SNPH	69	84	26	17
SNRK	214	215	88	66
SNRNP200	8575	10606	4893	3082
SNRNP25	202	286	103	84
SNRNP27	405	554	226	182
SNRNP35	126	237	91	69
SNRNP40	1920	2501	1009	686
SNRNP48	303	305	128	95
SNRNP70	3197	4715	1917	1238
SNRPA	2145	2574	985	669
SNRPA1	730	726	379	194
SNRPB	10453	13282	7124	4038
SNRPB2	1104	1304	635	434
SNRPC	2278	2741	1246	921
SNRPD1	1277	1285	768	614
SNRPD2	4196	4691	2038	1302
SNRPD3	4372	5340	2280	1698
SNRPE	34	47	45	24
SNRPF	1586	2619	1193	682
SNRPG	96	98	90	52
SNTA1	74	72	38	17
SNTB1	95	128	43	34
SNTB2	443	482	220	127
SNU13	2914	3226	1602	952
SNUPN	539	767	296	198
SNW1	1316	1687	817	514
SNX1	1170	1406	581	359
SNX10	287	277	104	71
SNX11	147	194	119	69
SNX12	603	788	370	252
SNX13	223	200	94	74
SNX14	1258	1222	543	377
SNX15	156	210	84	64
SNX16	42	41	19	23
SNX17	1312	1783	557	352
SNX18	222	270	139	85
SNX2	3061	3265	1505	997
SNX21	65	94	40	28
SNX22	57	82	67	28
SNX24	110	98	43	28
SNX25	132	114	41	32
SNX27	1101	1286	515	332
SNX29	32	39	21	14
SNX3	1749	2211	871	522
SNX30	184	213	86	54
SNX33	77	77	31	23
SNX4	755	869	363	236
SNX5	516	631	266	175
SNX6	1366	1466	622	429
SNX7	288	336	153	82
SNX8	192	223	120	68
SNX9	851	911	426	275
SOAT1	973	1145	556	318
SOBP	91	117	46	24
SOCS2	31	19	7	7
SOCS4	188	180	73	68
SOCS5	83	74	47	31
SOCS6	90	141	68	34
SOCS7	49	93	45	15
SOD1	6822	9286	3706	2324
SOD2	402	545	280	187
SOGA1	190	258	106	78
SON	8164	9902	6015	4111
SORBS1	92	131	68	44
SORBS3	461	527	344	174
SORCS1	1	12	12	11
SORD	261	317	132	95
SORL1	220	233	94	57
SORT1	1212	1420	607	325
SOS1	465	492	188	154
SOS2	201	198	105	63
SOWAHA	40	44	25	8
SOWAHC	113	138	50	31
SOX12	324	344	139	77
SOX13	129	157	84	52
SOX2	193	241	157	87
SOX4	1169	1665	687	458
SOX5	125	131	61	33
SOX6	38	47	19	9
SOX9	170	236	96	77
SP1	1933	2098	898	622
SP2	337	419	200	113
SP3	916	1010	508	306
SP4	291	308	161	114
SP9	139	211	92	59
SPA17	198	180	81	63
SPACA9	63	93	33	20
SPAG1	333	374	161	110
SPAG16	471	538	183	131
SPAG17	1	3	1	0
SPAG4	6	5	4	2
SPAG5	1393	1732	921	605
SPAG7	480	669	309	173
SPAG8	5	8	0	3
SPAG9	2581	2997	1235	863
SPARCL1	1	2	1	2
SPART	3312	4109	1851	1247
SPAST	358	395	169	123
SPATA1	1	1	0	0
SPATA13	26	42	19	17
SPATA17	16	30	11	7
SPATA18	48	68	22	12
SPATA2	124	151	66	42
SPATA20	145	170	59	30
SPATA24	71	118	47	32
SPATA2L	134	205	87	59
SPATA33	45	53	39	20
SPATA5	479	603	288	210
SPATA5L1	531	643	345	214
SPATA6	127	136	46	41
SPATA7	84	74	16	22
SPATC1L	4	2	1	1
SPATS2	460	461	158	108
SPATS2L	562	667	268	178
SPC24	820	985	461	281
SPC25	1196	1371	711	429
SPCS1	1164	1334	740	460
SPCS2	91	83	77	48
SPCS3	1152	1252	495	332
SPDL1	1691	1841	876	613
SPDYA	0	1	1	0
SPECC1	332	345	215	110
SPECC1L	155	206	90	49
SPEF2	59	71	30	29
SPEG	83	64	44	21
SPEN	3507	3854	2464	1508
SPG11	848	897	450	303
SPG21	665	681	294	174
SPG7	311	357	166	97
SPHAR	0	0	0	0
SPHK1	53	48	34	15
SPHK2	103	142	67	33
SPIDR	380	477	216	138
SPIN1	354	398	206	111
SPIN2B	3	10	2	3
SPIN3	21	36	17	8
SPIN4	276	381	162	124
SPINDOC	294	420	113	79
SPINK5	2	2	2	2
SPINT2	1672	1881	789	394
SPIRE1	271	339	113	80
SPIRE2	75	58	17	22
SPNS1	385	495	139	94
SPOCK3	0	0	0	0
SPON1	418	576	221	106
SPOP	580	667	315	186
SPOPL	146	163	66	45
SPOUT1	494	644	316	171
SPPL2A	478	650	222	124
SPPL2B	105	171	66	36
SPPL3	448	557	190	110
SPR	260	338	113	72
SPRED1	115	129	54	36
SPRED2	116	132	61	41
SPRTN	649	814	432	325
SPRY1	95	117	55	40
SPRY2	221	321	176	101
SPRYD3	233	341	171	102
SPRYD4	375	487	199	127
SPRYD7	605	686	313	187
SPSB1	80	97	51	20
SPSB2	21	21	17	20
SPSB3	145	230	110	61
SPSB4	7	8	5	1
SPTAN1	3185	4345	2104	1331
SPTB	112	151	94	43
SPTBN1	1311	2073	1263	677
SPTBN2	619	777	390	235
SPTBN4	81	111	49	44
SPTLC1	848	1064	405	243
SPTLC2	708	920	378	232
SPTSSA	249	294	195	112
SPTY2D1	403	528	247	241
SQLE	2138	2498	1104	651
SQSTM1	2008	3374	1530	911
SRA1	565	729	358	219
SRBD1	605	688	337	264
SRC	449	559	144	112
SRCAP	84	110	54	23
SRD5A1	57	67	34	13
SRD5A3	236	336	138	60
SREBF1	571	691	343	203
SREBF2	1192	1382	559	334
SREK1	742	854	386	278
SREK1IP1	149	166	115	69
SRF	375	503	214	107
SRFBP1	689	817	366	287
SRGAP1	178	232	85	52
SRGAP2	225	297	118	87
SRGAP2B	15	13	7	11
SRGAP2C	40	45	16	9
SRGAP3	43	38	31	11
SRI	1600	1478	770	487
SRM	2391	3147	850	500
SRP14	2869	3496	1881	1132
SRP19	735	827	351	242
SRP54	2033	2259	1023	785
SRP68	1589	1976	850	545
SRP72	1528	1807	684	491
SRP9	82	90	39	32
SRPK1	3618	3858	1882	1323
SRPK2	986	1274	590	385
SRPK3	0	0	1	3
SRPRA	1651	2073	877	607
SRPRB	1532	1850	707	462
SRPX	104	134	39	28
SRR	177	221	101	60
SRRD	331	349	175	96
SRRM1	2503	2775	1429	1045
SRRM2	12013	14520	7005	4686
SRRM5	36	78	23	16
SRRT	2157	3324	1349	885
SRSF1	1569	2086	837	572
SRSF10	1406	1620	716	563
SRSF11	1919	2415	1014	840
SRSF12	219	197	85	45
SRSF2	4022	6181	3141	2077
SRSF3	3371	5016	2113	1570
SRSF4	1878	2595	1041	739
SRSF5	2524	2996	1535	1172
SRSF6	1484	2170	1008	697
SRSF7	4980	6406	2677	2002
SRSF8	346	453	233	138
SRSF9	3407	4460	1848	1136
SRXN1	202	278	129	58
SS18	793	1006	513	369
SS18L1	69	108	33	26
SS18L2	138	118	83	63
SSB	3092	3642	1568	1060
SSBP1	5014	5566	2724	2056
SSBP2	188	226	119	81
SSBP3	155	223	75	44
SSBP4	201	216	104	54
SSH1	81	99	30	24
SSH2	236	277	110	66
SSH3	45	62	29	15
SSNA1	296	380	189	112
SSR1	2335	2761	1255	740
SSR2	1666	2375	963	591
SSR3	1531	1732	792	455
SSR4	3676	4341	1588	888
SSRP1	6610	8525	3017	1926
SSSCA1	635	717	342	164
SSTR2	13	12	5	5
SSU72	1361	1518	644	425
SSX2IP	1250	1244	519	342
ST13	274	335	118	56
ST20	3	1	3	0
ST3GAL1	22	34	16	5
ST3GAL2	33	44	14	4
ST3GAL3	15	12	13	7
ST3GAL4	76	87	25	22
ST3GAL5	72	61	38	21
ST3GAL6	60	77	32	20
ST5	64	58	31	12
ST6GAL1	62	60	33	21
ST6GALNAC2	0	0	1	0
ST6GALNAC3	65	64	35	21
ST6GALNAC4	77	83	31	14
ST6GALNAC6	6	9	8	6
ST7	389	403	199	115
ST7L	330	441	190	142
ST8SIA4	65	68	28	22
STAB2	0	0	0	0
STAC3	3	3	3	0
STAG1	475	512	270	160
STAG2	5742	6223	3104	2056
STAG3	4	6	3	4
STAM	808	991	471	296
STAM2	478	507	217	161
STAMBP	598	582	319	204
STAMBPL1	167	184	83	45
STAP2	0	6	0	2
STARD10	35	35	17	9
STARD13	136	150	90	46
STARD3	179	237	92	35
STARD3NL	198	246	91	43
STARD4	400	393	203	136
STARD5	12	16	8	5
STARD7	1005	1290	630	400
STARD8	56	63	38	16
STARD9	85	34	61	21
STAT1	1402	1657	703	503
STAT2	335	379	207	120
STAT3	1301	1627	746	511
STAT4	44	50	17	13
STAT5B	450	456	185	121
STAT6	25	32	20	8
STAU1	3330	3835	1680	1192
STAU2	441	463	206	135
STBD1	72	89	38	11
STC2	612	700	352	173
STEAP1	101	120	50	32
STEAP2	315	345	151	91
STEAP3	504	633	250	147
STIL	923	1041	548	369
STIM1	428	534	190	128
STIM2	316	331	160	93
STIMATE	1	3	1	0
STIP1	4601	6317	2765	1707
STK10	265	339	147	122
STK11	105	135	46	42
STK11IP	443	594	265	162
STK16	80	105	52	42
STK17A	571	696	299	211
STK17B	430	439	286	170
STK19	220	289	167	110
STK24	844	950	293	220
STK25	858	900	382	243
STK26	2327	2759	1036	741
STK3	430	512	245	191
STK32C	42	63	20	17
STK33	165	197	72	73
STK35	366	443	221	119
STK36	229	309	143	97
STK38	471	537	229	138
STK38L	585	627	267	179
STK39	553	677	277	168
STK4	922	1097	385	283
STK40	152	187	70	37
STKLD1	2	3	2	1
STMN1	6256	7578	3676	2618
STMN3	428	654	286	169
STMP1	215	287	152	107
STN1	133	154	69	44
STOM	477	589	258	144
STOML1	124	179	98	288
STOML2	2694	3583	1556	978
STON2	153	209	122	58
STOX1	131	139	66	62
STOX2	142	141	70	50
STPG1	147	183	91	48
STRADA	375	441	239	154
STRADB	55	63	29	21
STRAP	4271	5262	2029	1286
STRBP	766	881	325	221
STRIP1	757	937	444	287
STRIP2	153	210	80	61
STRN	640	683	275	173
STRN3	869	982	429	268
STRN4	810	1007	309	200
STS	0	3	1	0
STT3A	3081	3853	1570	847
STT3B	1932	2185	1038	628
STUB1	1774	2441	921	537
STX10	281	359	152	87
STX12	751	905	352	251
STX16	42	38	15	11
STX17	238	286	108	70
STX18	233	268	119	64
STX19	0	0	0	0
STX1A	32	29	14	15
STX2	143	171	56	42
STX3	178	212	86	57
STX4	213	248	116	77
STX5	388	504	227	143
STX6	253	302	115	85
STX7	1237	1324	600	383
STX8	229	233	90	57
STXBP1	419	457	194	137
STXBP2	637	765	313	214
STXBP3	1146	1334	593	399
STXBP4	346	413	203	140
STXBP5	287	333	142	95
STXBP5L	53	63	27	22
STXBP6	44	36	16	13
STYX	177	151	70	46
STYXL1	373	408	171	103
SUB1	2777	3095	1342	934
SUCLA2	1194	1447	672	441
SUCLG1	1620	1834	820	532
SUCLG2	272	304	159	89
SUCO	274	282	148	93
SUDS3	246	276	102	59
SUFU	560	593	225	177
SUGCT	36	32	19	8
SUGP2	964	1146	561	344
SUGT1	913	1163	453	294
SULF1	25	24	8	5
SULF2	791	1148	467	239
SULT1A1	461	509	218	158
SULT4A1	57	70	29	25
SUMF1	109	146	59	32
SUMF2	498	571	224	141
SUMO1	368	354	172	112
SUMO2	480	654	292	205
SUMO3	379	526	241	136
SUN1	1345	1568	806	485
SUN2	870	1184	481	273
SUOX	171	213	121	84
SUPT16H	4078	5093	2509	1654
SUPT20H	1899	2059	763	541
SUPT3H	171	208	84	52
SUPT4H1	773	1188	613	322
SUPT5H	3770	4882	2328	1418
SUPT6H	1895	2506	1184	755
SUPT7L	437	513	262	197
SUPV3L1	1330	1334	616	360
SURF1	289	325	132	75
SURF2	373	560	204	140
SURF4	2410	3094	1334	758
SURF6	815	1225	651	385
SUSD1	125	176	64	37
SUSD4	20	17	9	6
SUSD5	216	318	137	84
SUSD6	50	58	37	23
SUV39H1	505	653	359	237
SUV39H2	473	514	275	188
SUZ12	798	920	379	215
SV2A	746	914	407	191
SVBP	147	219	105	69
SVEP1	202	215	101	78
SVIL	337	507	235	140
SVIP	123	153	93	56
SWAP70	496	613	260	161
SWI5	171	232	151	85
SWSAP1	113	168	76	44
SWT1	85	73	47	28
SYAP1	2903	3336	1584	977
SYBU	129	207	71	54
SYCE2	10	13	6	5
SYCP2	2	3	1	1
SYCP2L	123	149	60	42
SYCP3	3	2	2	0
SYDE1	297	356	143	91
SYDE2	324	330	180	150
SYF2	1020	1463	583	448
SYK	223	278	109	75
SYMPK	926	1104	488	320
SYN2	156	203	98	43
SYN3	15	20	10	8
SYNC	4	16	4	5
SYNCRIP	3791	4370	2474	1498
SYNE1	777	818	425	265
SYNE2	961	1295	724	438
SYNE3	87	136	59	27
SYNGAP1	41	47	23	16
SYNGR1	317	352	128	86
SYNGR2	478	607	260	145
SYNJ1	413	527	218	149
SYNJ2	293	374	172	107
SYNJ2BP	50	78	30	14
SYNM	40	34	29	13
SYNRG	783	894	461	333
SYP	65	90	46	32
SYPL1	2073	2492	1078	712
SYPL2	34	44	20	9
SYS1	72	121	33	26
SYT1	138	133	49	36
SYT14	88	74	42	27
SYT16	7	9	2	2
SYT2	38	30	18	3
SYT3	26	46	19	5
SYT7	11	28	7	2
SYTL1	5	11	4	4
SYTL2	38	38	23	12
SYTL3	4	5	4	2
SYTL4	58	78	27	21
SYTL5	85	68	33	12
SYVN1	478	746	294	144
SZRD1	382	573	318	174
SZT2	364	367	240	126
TAB1	454	530	237	137
TAB2	650	688	319	185
TAB3	120	139	71	34
TACC1	760	909	401	252
TACC2	246	242	122	72
TACC3	2845	3818	1684	1123
TACO1	1120	1175	504	328
TACR1	1	0	0	0
TADA1	503	581	289	174
TADA2A	246	283	122	86
TADA2B	170	221	79	43
TADA3	535	787	360	205
TAF1	509	645	337	223
TAF10	452	684	223	140
TAF11	628	720	319	242
TAF12	176	184	75	59
TAF13	484	605	251	178
TAF15	3729	4543	2177	1419
TAF1A	168	215	90	69
TAF1B	882	1023	405	316
TAF1C	148	227	115	56
TAF1D	206	276	169	74
TAF2	898	926	483	295
TAF3	308	415	135	96
TAF4	354	416	168	118
TAF4B	120	134	69	33
TAF5	495	645	207	142
TAF5L	251	335	143	72
TAF6	724	863	275	212
TAF6L	305	439	192	130
TAF7	1840	2086	1042	773
TAF7L	0	1	0	0
TAF8	373	458	216	135
TAF9	486	553	252	160
TAF9B	798	937	498	297
TAGLN2	3144	4206	1962	1142
TALDO1	3282	3947	1567	1008
TAMM41	462	528	246	176
TANC1	713	865	442	252
TANC2	372	410	158	110
TANGO2	86	96	45	26
TANGO6	335	408	151	118
TANK	151	140	76	70
TAOK1	742	848	403	253
TAOK2	392	594	245	166
TAOK3	241	293	90	55
TAP1	364	568	186	110
TAP2	35	56	15	13
TAPBP	360	469	239	126
TAPT1	272	340	156	87
TARBP1	825	981	436	289
TARBP2	297	343	145	92
TARDBP	374	583	229	126
TARS	7470	8875	3521	2431
TARS2	1483	1725	952	562
TARSL2	394	451	181	136
TAS1R3	0	1	1	1
TAS2R10	0	0	0	0
TAS2R13	0	0	0	0
TAS2R14	0	3	1	1
TAS2R19	0	0	0	0
TAS2R20	0	0	0	0
TAS2R3	0	0	2	0
TAS2R30	1	0	0	0
TAS2R31	0	0	0	0
TAS2R4	0	0	0	0
TAS2R43	1	0	0	0
TAS2R46	0	0	0	0
TAS2R5	0	0	1	1
TAS2R50	0	0	0	0
TASOR	919	996	478	309
TASOR2	2217	2532	1139	822
TASP1	70	72	54	39
TATDN1	351	378	183	125
TATDN2	118	160	57	28
TATDN3	242	256	105	82
TAX1BP1	2091	2059	886	601
TAX1BP3	272	330	154	79
TAZ	141	209	113	65
TBC1D1	455	475	160	110
TBC1D10A	57	93	31	19
TBC1D10B	651	817	279	189
TBC1D12	144	208	60	56
TBC1D13	419	560	258	120
TBC1D14	237	284	126	81
TBC1D15	1792	2035	990	704
TBC1D16	102	146	79	45
TBC1D17	159	218	94	66
TBC1D19	158	161	89	55
TBC1D2	19	21	13	11
TBC1D20	238	308	135	78
TBC1D22A	288	330	139	93
TBC1D22B	165	195	63	37
TBC1D23	763	811	373	247
TBC1D24	110	153	45	43
TBC1D25	117	155	63	30
TBC1D2B	188	234	100	56
TBC1D30	277	275	164	67
TBC1D31	397	340	174	121
TBC1D32	316	364	196	136
TBC1D4	932	1068	421	311
TBC1D5	402	416	187	117
TBC1D7	438	489	211	144
TBC1D8	63	75	39	11
TBC1D8B	131	131	72	32
TBC1D9	213	251	113	60
TBC1D9B	782	979	388	258
TBCA	1399	1736	808	554
TBCB	3092	4003	1533	945
TBCC	367	514	286	171
