	ribo_untr_a	ribo_untr_b	ribo_tmisrib_a	ribo_tmisrib_b
STT3B	1932	2185	1728	1792
STUB1	1775	2441	1648	1498
STX10	282	360	242	253
STX12	751	905	569	646
STX16	42	39	31	47
STX17	238	286	173	224
STX18	233	268	159	162
STX19	0	0	0	0
STX1A	32	29	33	24
STX2	146	172	137	143
STX3	179	212	146	122
STX4	219	258	150	175
STX5	395	526	330	294
STX6	253	302	169	174
STX7	1237	1324	877	958
STX8	229	233	187	176
STXBP1	439	470	313	378
STXBP2	638	769	588	509
STXBP3	1146	1334	953	1048
STXBP4	346	413	324	328
STXBP5	287	333	281	229
STXBP5L	53	63	47	65
STXBP6	44	36	36	29
STYX	177	151	107	119
STYXL1	373	408	254	270
SUB1	2779	3096	2086	2343
SUCLA2	1197	1454	988	1021
SUCLG1	1620	1834	1289	1366
SUCLG2	294	324	230	214
SUCO	280	283	267	283
SUDS3	246	276	195	169
SUFU	560	593	375	385
SUGCT	36	32	31	35
SUGP2	966	1146	911	815
SUGT1	913	1163	708	806
SULF1	25	24	20	28
SULF2	791	1148	1004	943
SULT1A1	461	509	426	373
SULT4A1	57	70	53	44
SUMF1	111	146	127	99
SUMF2	566	658	526	511
SUMO1	370	359	271	309
SUMO2	480	654	263	337
SUMO3	379	527	341	346
SUN1	1546	1799	1374	1368
SUN2	868	1178	786	759
SUOX	171	213	147	136
SUPT16H	4082	5098	3754	4035
SUPT20H	1961	2097	1432	1494
SUPT3H	239	271	208	247
SUPT4H1	773	1193	683	693
SUPT5H	3770	4882	3334	3400
SUPT6H	1896	2506	1678	1691
SUPT7L	437	513	399	374
SUPV3L1	1330	1334	1079	1046
SURF1	289	325	230	193
SURF2	373	560	305	348
SURF4	2410	3094	2126	1930
SURF6	815	1225	631	686
SUSD1	125	177	132	114
SUSD4	20	17	19	15
SUSD5	216	318	260	267
SUSD6	50	58	49	56
SUV39H1	505	653	451	416
SUV39H2	473	514	316	336
SUZ12	798	920	691	632
SV2A	746	914	677	648
SVBP	147	219	112	156
SVEP1	202	215	222	195
SVIL	337	507	370	320
SVIP	123	153	123	124
SWAP70	496	613	499	427
SWI5	171	233	132	151
SWSAP1	113	168	111	115
SWT1	85	73	51	83
SYAP1	2903	3336	2352	2263
SYBU	130	207	116	114
SYCE2	10	13	18	14
SYCP2	2	3	1	1
SYCP2L	123	149	105	114
SYCP3	3	2	6	7
SYDE1	297	356	215	231
SYDE2	324	330	313	280
SYF2	1020	1463	949	997
SYK	223	278	189	181
SYMPK	927	1105	723	779
SYN2	160	205	139	130
SYN3	15	20	16	16
SYNC	4	16	9	7
SYNCRIP	3880	4477	3203	3314
SYNE1	779	820	744	681
SYNE2	961	1295	1186	1025
SYNE3	87	136	69	62
SYNGAP1	41	48	25	28
SYNGR1	368	424	343	318
SYNGR2	478	607	390	371
SYNJ1	413	527	309	275
SYNJ2	293	375	224	237
SYNJ2BP	36	40	34	34
SYNJ2BP-COX16	33	52	34	21
SYNM	40	34	18	35
SYNRG	784	895	662	659
SYP	65	90	53	59
SYPL1	2073	2492	1817	1901
SYPL2	34	44	36	27
SYS1	72	121	85	70
SYT1	138	133	118	99
SYT14	95	78	89	78
SYT16	7	13	5	11
SYT2	38	30	18	16
SYT3	26	46	34	23
SYT7	11	28	8	9
SYTL1	5	11	14	15
SYTL2	51	42	30	29
SYTL3	4	5	4	6
SYTL4	58	78	51	58
SYTL5	85	68	65	65
SYVN1	478	746	449	421
SZRD1	382	573	325	396
SZT2	369	371	439	339
TAB1	454	530	377	342
TAB2	650	688	522	548
TAB3	120	139	109	99
TACC1	760	910	616	637
TACC2	247	242	222	176
TACC3	2845	3818	2382	2516
TACO1	1120	1175	801	862
TACR1	1	0	0	1
TADA1	503	581	367	404
TADA2A	246	284	183	193
TADA2B	170	221	108	123
TADA3	535	787	520	488
TAF1	510	647	500	440
TAF10	452	684	426	365
TAF11	628	720	469	540
TAF12	176	184	116	143
TAF13	484	605	348	411
TAF15	3776	4581	3362	3610
TAF1A	168	215	129	133
TAF1B	883	1024	733	751
TAF1C	148	227	132	111
TAF1D	259	324	243	263
TAF2	900	931	685	707
TAF3	308	415	284	287
TAF4	354	416	250	234
TAF4B	120	134	91	89
TAF5	495	645	401	382
TAF5L	251	335	200	214
TAF6	713	852	510	526
TAF6L	305	439	276	299
TAF7	1840	2086	1476	1562
TAF7L	0	1	1	0
TAF8	379	463	270	304
TAF9	486	553	405	432
TAF9B	798	937	685	715
TAGLN2	3144	4206	2519	2529
TALDO1	3282	3947	2571	2701
TAMM41	465	530	398	392
TANC1	713	865	635	610
TANC2	382	415	312	317
TANGO2	100	122	77	81
TANGO6	335	408	293	270
TANK	191	209	148	164
TAOK1	742	848	632	639
TAOK2	443	671	369	410
TAOK3	241	293	188	207
TAP1	364	568	416	360
TAP2	61	111	49	61
TAPBP	360	469	310	311
TAPT1	272	340	239	223
TARBP1	825	981	765	728
TARBP2	297	346	233	230
TARDBP	375	589	273	280
TARS	7470	8875	6090	6356
TARS2	1483	1725	1143	1137
TARSL2	394	451	340	332
TAS1R3	0	1	1	2
TAS2R10	0	0	0	0
TAS2R13	0	0	0	0
TAS2R14	0	3	3	2
TAS2R19	0	0	0	0
TAS2R20	0	0	0	0
TAS2R3	0	0	1	0
TAS2R30	1	0	0	0
TAS2R31	0	0	0	0
TAS2R4	0	0	0	0
TAS2R43	1	0	0	0
TAS2R46	0	0	0	0
TAS2R5	0	0	0	0
TAS2R50	0	0	0	0
TASOR	942	1014	720	784
TASOR2	2371	2702	2081	2115
TASP1	70	72	64	69
TATDN1	356	385	274	299
TATDN2	118	160	68	92
TATDN3	242	256	214	207
TAX1BP1	2091	2059	1575	1607
TAX1BP3	272	330	226	241
TAZ	147	221	113	125
TBC1D1	462	479	369	385
TBC1D10A	57	93	40	36
TBC1D10B	651	817	475	473
TBC1D12	144	208	133	119
TBC1D13	419	560	341	328
TBC1D14	237	284	198	192
TBC1D15	1792	2036	1387	1583
TBC1D16	104	147	83	79
TBC1D17	159	220	137	128
TBC1D19	158	161	127	138
TBC1D2	19	21	12	17
TBC1D20	238	308	189	205
TBC1D22A	289	330	248	239
TBC1D22B	165	195	134	146
TBC1D23	763	811	545	640
TBC1D24	110	153	96	64
TBC1D25	118	155	90	69
TBC1D2B	188	234	174	145
TBC1D30	374	385	265	282
TBC1D31	397	340	297	321
TBC1D32	322	368	268	285
TBC1D4	932	1068	674	775
TBC1D5	402	416	299	297
TBC1D7	441	491	366	375
TBC1D8	63	75	69	50
TBC1D8B	131	132	120	120
TBC1D9	213	251	178	184
TBC1D9B	782	979	621	649
TBCA	1644	1955	1208	1509
TBCB	3092	4003	2693	2584
TBCC	367	514	282	280
TBCCD1	126	141	108	97
TBCD	1131	1332	1018	885
TBCE	1	4	2	0
TBCEL	71	75	57	52
TBCK	114	162	102	123
TBK1	941	1072	658	741
TBKBP1	162	200	169	126
TBL1X	167	173	111	123
TBL1XR1	926	993	633	689
TBL2	412	542	392	405
TBL3	1085	1469	817	845
TBP	436	462	337	337
TBPL1	287	279	193	187
TBRG1	65	91	71	55
TBRG4	1223	1449	1036	966
TBX1	268	318	229	220
TBX18	602	715	392	368
TBX2	192	208	143	135
TBX20	86	132	96	93
TBX3	383	572	367	376
TC2N	373	383	304	357
TCAF1	389	550	354	329
TCAIM	165	166	124	120
TCEA1	57	130	56	56
TCEA2	157	160	159	128
TCEAL1	216	293	178	160
TCEAL4	689	1013	583	670
TCEAL8	442	641	351	442
TCEAL9	353	390	265	295
TCEANC	32	20	21	12
TCEANC2	198	207	164	186
TCERG1	2567	2882	2210	2324
TCF12	735	720	534	575
TCF19	186	219	113	123
TCF20	984	1063	800	780
TCF25	662	894	553	504
TCF3	485	659	397	406
TCF4	553	694	501	463
TCF7	239	273	197	186
TCF7L1	59	58	35	47
TCF7L2	600	729	512	522
TCFL5	42	59	47	40
TCHP	185	242	159	149
TCIRG1	45	51	45	36
TCOF1	4371	5772	3509	3577
TCP1	7190	9041	5664	5976
TCP11L1	220	190	151	149
TCP11L2	339	323	260	262
TCTA	80	140	94	76
TCTE3	3	8	1	1
TCTEX1D2	61	61	60	40
TCTN1	220	276	177	207
TCTN2	216	234	202	221
TCTN3	647	771	585	514
TDG	998	1191	876	945
TDP1	526	559	456	477
TDP2	808	947	638	646
TDRD3	353	354	253	303
TDRD6	1	0	1	1
TDRD7	528	553	461	452
TDRKH	422	524	368	358
TEAD1	444	585	369	356
TEAD2	89	98	88	63
TEAD3	143	194	109	90
TEAD4	371	409	294	319
TEC	94	75	49	48
TECPR1	181	254	172	148
TECPR2	337	424	270	257
TECR	1672	2205	1301	1315
TECTA	14	11	14	15
TEDC1	233	311	180	154
TEDC2	279	298	206	227
TEF	44	42	38	21
TEFM	284	370	232	210
TELO2	882	1304	810	760
TEN1	6	5	3	6
TENM1	3	2	3	2
TENM3	714	921	803	809
TENM4	36	41	44	38
TENT2	553	536	365	422
TENT4A	273	409	273	244
TENT4B	355	472	338	331
TENT5A	186	254	156	159
TENT5C	245	318	197	198
TEP1	142	153	142	127
TEPSIN	119	179	116	107
TERF1	257	370	192	223
TERF2	636	706	457	478
TERF2IP	942	1314	839	766
TERT	4	5	6	5
TES	1351	1819	1127	1272
TESC	188	232	181	166
TESK1	30	54	32	30
TESK2	54	56	54	37
TESMIN	58	76	46	51
TET1	371	380	337	354
TET2	198	233	154	180
TET3	128	215	145	140
TEX10	1856	2010	1326	1456
TEX14	6	11	6	12
TEX15	295	284	238	241
TEX2	278	335	220	212
TEX261	90	105	60	86
TEX264	429	608	397	388
TEX30	292	313	271	242
TEX9	143	174	124	153
TFAM	2045	2294	1601	1748
TFAP2A	576	905	474	495
TFAP2C	143	149	107	98
TFAP4	283	428	215	251
TFB1M	227	234	157	178
TFB2M	378	441	302	319
TFCP2	722	910	630	641
TFCP2L1	130	182	124	122
TFDP1	802	959	629	607
TFDP2	498	473	389	361
TFE3	304	403	241	265
TFEB	74	74	56	51
TFG	2025	2419	1490	1708
TFIP11	865	1167	760	752
TFPI	237	270	190	238
TFPI2	465	505	315	357
TFPT	176	261	151	157
TFRC	2057	2588	2029	2030
TGDS	234	255	169	197
TGFB1I1	132	141	103	97
TGFB2	48	53	21	36
TGFB3	19	27	13	25
TGFBR1	348	382	324	320
TGFBR2	147	206	138	121
TGFBR3	267	341	301	259
TGFBRAP1	351	456	313	245
TGIF1	152	173	108	105
TGIF2	162	198	88	101
TGM1	5	6	32	14
TGM2	75	75	51	40
TGOLN2	692	880	604	666
TGS1	609	713	549	538
THADA	1202	1344	1086	1126
THAP1	228	281	207	205
THAP10	162	217	123	89
THAP11	395	483	310	283
THAP12	72	78	42	47
THAP2	32	31	16	25
THAP3	221	245	120	145
THAP4	740	1034	604	708
THAP5	366	413	225	302
THAP6	134	133	94	93
THAP7	268	315	181	201
THAP8	48	79	34	37
THAP9	126	134	113	123
THBS3	13	28	26	25
THBS4	165	191	153	151
THEM4	148	185	146	165
THEM6	135	193	143	120
THEMIS2	27	31	17	22
THG1L	237	367	216	238
THNSL1	433	520	339	357
THOC1	629	868	558	582
THOC2	2728	3467	2441	2707
THOC3	212	255	118	155
THOC5	1124	1350	869	828
THOC6	348	501	288	300
THOC7	875	948	581	643
THOP1	1027	1344	884	902
THRA	92	101	68	44
THRAP3	2883	3574	2497	2735
THRB	108	150	100	97
THSD1	46	41	50	27
THSD4	37	63	44	54
THSD7A	4	10	10	12
THTPA	95	125	65	76
THUMPD1	315	355	275	311
THUMPD2	390	377	266	332
THUMPD3	1146	1167	928	917
THYN1	503	483	308	350
TIA1	634	797	533	560
TIAL1	1571	1958	1195	1231
TIAM1	399	494	404	366
TIAM2	119	124	118	109
TICRR	738	854	619	602
TIFA	173	141	112	114
TIGAR	693	816	616	648
TIGD1	104	78	48	66
TIGD2	128	164	97	95
TIGD3	17	31	12	16
TIGD4	14	10	8	6
TIGD5	210	284	194	183
TIGD6	130	152	107	110
TIGD7	7	9	6	6
TIMELESS	1842	2287	1770	1681
TIMM10	527	842	468	494
TIMM13	1489	2195	1240	1268
TIMM17A	947	1037	764	731
TIMM17B	973	1195	687	740
TIMM21	451	597	379	389
TIMM22	537	696	434	423
TIMM23	1142	1407	1013	1032
TIMM23B	39	46	37	35
TIMM29	427	580	318	269
TIMM44	1140	1497	968	964
TIMM50	3448	4489	2797	2910
TIMM8A	211	322	138	155
TIMM8B	760	933	617	660
TIMM9	153	174	111	118
TIMMDC1	908	944	691	726
TIMP1	2010	2548	1540	1690
TIMP2	252	288	224	210
TIMP3	404	441	307	322
TINF2	157	161	121	117
TIPARP	578	652	516	548
TIPIN	1495	1484	1124	1276
TIPRL	1643	1939	1347	1452
TIRAP	20	13	12	17
TJAP1	336	431	268	269
TJP1	2463	2969	2074	2227
TK1	1192	1602	859	967
TK2	37	56	37	29
TKFC	255	322	228	215
TKT	8871	10883	6333	6655
TLCD1	106	117	88	95
TLE1	525	656	399	397
TLE2	30	23	34	27
TLE3	1348	1798	1151	1169
TLE4	562	753	398	451
TLK1	237	261	221	194
TLK2	175	238	142	156
TLL1	3	2	4	6
TLL2	15	36	23	18
TLN1	4624	5966	4217	4032
TLN2	145	146	144	107
TLNRD1	29	38	27	24
TLR5	8	8	6	11
TM2D1	342	360	292	297
TM2D2	220	375	260	230
TM2D3	486	606	462	482
TM6SF1	10	16	8	15
TM7SF2	139	172	147	117
TM7SF3	580	675	601	512
TM9SF2	3081	3857	3081	3039
TM9SF3	2759	3261	2712	2576
TM9SF4	716	894	682	624
TMA16	450	549	333	394
TMA7	156	190	102	176
TMBIM1	63	63	48	69
TMBIM4	168	251	163	191
TMBIM6	9622	12269	8214	8255
TMC3	1	6	1	0
TMC4	5	6	4	2
TMC5	51	50	32	38
TMC6	57	39	33	29
TMC7	59	51	43	40
TMCC1	55	67	46	50
TMCC2	5	7	5	7
TMCC3	116	92	90	80
TMCO1	2152	2234	1772	1836
TMCO3	244	298	218	191
TMCO4	113	148	104	123
TMCO6	104	119	102	79
TMED1	154	235	120	160
TMED10	1124	1421	926	976
TMED2	2845	3741	2748	2761
TMED3	492	650	444	447
TMED4	1299	1629	1169	1146
TMED5	739	889	699	660
TMED6	0	0	0	0
TMED7	164	235	196	194
TMED7-TICAM2	162	236	172	187
TMED8	248	279	174	175
TMED9	1857	2592	1825	1671
TMEM101	507	637	454	477
TMEM102	59	80	41	49
TMEM104	260	368	205	226
TMEM106B	629	613	557	602
TMEM106C	592	686	464	431
TMEM107	59	57	48	37
TMEM108	63	74	49	52
TMEM109	825	1285	718	746
TMEM11	305	343	232	240
TMEM110-MUSTN1	4	3	4	7
TMEM115	373	568	348	314
TMEM116	33	29	38	33
TMEM117	102	120	75	100
TMEM120A	186	213	141	136
TMEM120B	319	358	221	244
TMEM121	107	133	105	91
TMEM123	1469	1555	1133	1190
TMEM126A	331	326	310	307
TMEM126B	527	658	393	441
TMEM127	137	239	137	122
TMEM128	119	122	110	101
TMEM129	153	230	139	134
TMEM131	588	646	619	570
TMEM131L	654	733	672	623
TMEM132A	180	257	169	172
TMEM134	32	49	32	33
TMEM135	386	409	311	349
TMEM136	99	90	73	69
TMEM138	137	163	95	95
TMEM140	3	3	0	0
TMEM141	319	325	241	230
TMEM143	31	53	42	49
TMEM144	88	73	73	58
TMEM145	13	25	28	22
TMEM147	2910	3624	2442	2408
TMEM14A	207	289	189	150
TMEM14B	295	400	306	263
TMEM14C	821	1172	723	737
TMEM150A	20	35	11	18
TMEM150C	91	87	81	72
TMEM159	38	35	26	30
TMEM160	266	345	198	213
TMEM161A	679	1047	657	582
TMEM161B	374	448	338	346
TMEM164	271	337	268	243
TMEM165	740	899	611	621
TMEM167A	104	115	82	91
TMEM167B	125	144	99	86
TMEM168	264	318	266	236
TMEM170A	53	62	44	33
TMEM170B	42	45	52	26
TMEM171	18	16	20	9
TMEM175	115	140	113	106
TMEM177	300	307	249	205
TMEM178B	78	97	52	56
TMEM179B	489	608	438	410
TMEM18	236	319	260	205
TMEM181	399	530	371	360
TMEM182	31	25	16	17
TMEM183A	23	14	13	10
TMEM184B	277	346	223	215
TMEM184C	253	295	193	239
TMEM185A	124	163	144	126
TMEM185B	471	737	498	475
TMEM186	89	108	64	51
TMEM187	75	74	55	49
TMEM189	24	45	31	35
TMEM19	386	502	372	360
TMEM192	294	313	217	252
TMEM198	34	66	31	40
TMEM199	262	383	184	215
TMEM201	765	1060	605	580
TMEM203	150	201	146	108
TMEM205	1021	1238	796	808
TMEM206	203	264	168	182
TMEM208	273	476	285	267
TMEM209	1803	1817	1591	1615
TMEM214	728	914	637	559
TMEM216	80	89	53	65
TMEM218	34	49	29	50
TMEM219	138	209	136	117
TMEM222	454	554	429	398
TMEM223	171	195	140	136
TMEM230	471	620	354	377
TMEM231	60	58	41	35
TMEM232	2	1	3	3
TMEM234	50	86	56	45
TMEM237	427	482	331	383
TMEM241	59	93	51	72
TMEM242	374	420	295	281
TMEM243	107	89	99	65
TMEM245	486	662	481	459
TMEM246	185	196	138	158
TMEM248	456	495	424	387
TMEM25	105	120	107	82
TMEM250	56	77	42	49
TMEM251	99	150	96	67
TMEM254	156	206	107	121
TMEM255A	32	33	25	24
TMEM256	349	479	259	276
TMEM258	926	1020	705	691
TMEM259	783	950	752	684
TMEM260	107	126	80	99
TMEM262	0	2	0	1
TMEM263	294	422	309	263
TMEM265	1	1	8	5
TMEM266	21	12	9	15
TMEM267	62	89	59	56
TMEM268	49	71	40	47
TMEM30A	1605	1719	1408	1559
TMEM33	1916	2090	1523	1654
TMEM35B	128	208	122	124
TMEM38A	49	76	68	75
TMEM38B	748	938	693	586
TMEM39A	251	314	187	169
TMEM39B	215	297	184	193
TMEM41A	167	228	141	164
TMEM41B	563	715	461	518
TMEM42	27	25	20	28
TMEM43	685	876	632	599
TMEM44	43	60	28	22
TMEM45A	100	125	91	97
TMEM47	0	2	0	0
TMEM50A	1676	1993	1497	1482
TMEM50B	187	248	168	180
TMEM51	59	102	49	43
TMEM53	98	147	80	75
TMEM54	107	125	101	97
TMEM56	68	76	70	70
TMEM59	2273	2796	2192	2058
TMEM60	89	99	67	72
TMEM62	138	138	106	111
TMEM63A	180	197	168	140
TMEM63B	313	349	281	257
TMEM63C	85	90	66	76
TMEM64	123	176	109	105
TMEM65	429	447	311	278
TMEM67	233	235	210	198
TMEM68	156	149	111	118
TMEM69	659	699	483	587
TMEM70	1127	1351	916	957
TMEM74	26	26	13	12
TMEM74B	20	30	22	22
TMEM79	23	25	14	27
TMEM80	57	57	33	46
TMEM81	0	0	0	0
TMEM87A	446	551	456	470
TMEM87B	164	201	144	145
TMEM8A	165	224	147	109
TMEM8B	83	77	61	52
TMEM9	711	944	659	629
TMEM94	281	296	240	220
TMEM97	504	593	423	387
TMEM98	169	207	98	114
TMEM99	52	70	56	45
TMEM9B	190	190	181	189
TMF1	893	1064	660	761
TMLHE	524	593	379	423
TMOD1	119	128	94	90
TMOD2	125	147	108	104
TMOD3	1423	1495	1087	1100
TMOD4	1	2	1	3
TMPO	6358	7297	5035	5436
TMPPE	76	110	64	84
TMPRSS9	0	0	4	3
TMSB10	1823	2173	1296	1436
TMTC1	181	184	145	126
TMTC2	125	154	121	124
TMTC3	1476	1705	1392	1276
TMTC4	121	137	111	101
TMUB1	366	327	200	254
TMUB2	207	247	168	183
TMX1	1165	1365	1083	1018
TMX2	266	411	249	253
TMX2-CTNND1	14	22	24	19
TMX3	524	690	561	554
TMX4	295	425	304	300
TNC	224	363	234	222
TNFAIP1	172	211	154	130
TNFAIP3	58	64	43	39
TNFAIP8	172	191	98	133
TNFRSF10B	734	1045	711	787
TNFRSF10D	236	285	270	246
TNFRSF11A	142	194	153	123
TNFRSF12A	79	109	56	44
TNFRSF19	113	147	98	116
TNFRSF1A	398	475	347	348
TNFRSF21	158	238	200	174
TNFRSF6B	5	2	8	5
TNIK	579	734	559	518
TNIP1	441	639	378	401
TNIP2	152	190	109	129
TNK2	86	85	96	87
TNKS	760	918	635	652
TNKS1BP1	315	431	304	266
TNKS2	1739	1818	1392	1354
TNNI3	21	22	11	14
TNNT1	65	75	45	49
TNPO1	2969	3223	2350	2558
TNPO2	1648	2305	1508	1465
TNPO3	1852	2110	1552	1443
TNRC18	502	717	482	440
TNRC6A	617	682	469	489
TNRC6B	735	923	651	645
TNRC6C	255	322	213	209
TNS2	109	80	82	68
TNS3	79	108	87	65
TOB1	777	1038	586	668
TOB2	269	473	238	239
TOE1	531	662	446	417
TOGARAM1	157	179	117	119
TOLLIP	315	429	231	222
TOM1	342	411	260	257
TOM1L1	790	915	627	648
TOM1L2	276	301	240	221
TOMM20	774	1036	703	736
TOMM20L	2	3	2	2
TOMM22	959	1365	870	859
TOMM34	1425	1659	1138	1107
TOMM40L	162	228	136	140
TOMM5	541	798	456	477
TOMM6	1634	1714	1273	1319
TOMM7	1127	1606	1069	1052
TOMM70	2174	2324	1816	1859
TONSL	435	633	454	387
TOP1	4892	6124	3874	4182
TOP1MT	320	399	261	230
TOP2A	8352	11195	7908	8623
TOP2B	3522	3880	2904	3058
TOP3A	418	554	367	398
TOP3B	282	407	273	250
TOPBP1	1832	1954	1448	1470
TOPORS	531	611	459	538
TOR1A	706	929	616	685
TOR1AIP1	791	799	668	660
TOR1AIP2	768	859	635	592
TOR1B	231	315	188	209
TOR2A	103	133	93	114
TOR3A	300	375	219	234
TOX4	699	827	559	647
TP53	1513	1912	1251	1260
TP53BP1	1936	2344	1658	1575
TP53BP2	1167	1355	990	947
TP53I11	129	137	93	100
TP53I13	164	247	129	111
TP53I3	199	192	168	168
TP53INP1	150	208	134	131
TP53RK	367	455	318	278
TP53TG5	1	1	1	1
TP73	304	325	186	222
TPBG	413	556	341	352
TPCN1	186	206	181	185
TPCN2	98	127	82	88
TPD52	200	212	175	165
TPD52L1	435	423	299	324
TPD52L2	1090	1377	851	863
TPGS1	138	251	131	155
TPGS2	695	848	542	515
TPH1	2	0	1	0
TPI1	4385	5941	3532	3408
TPM1	617	797	579	566
TPM2	14	13	12	6
TPM3	1213	1575	1177	1032
TPM4	806	1061	663	720
TPMT	296	287	220	248
TPP1	367	500	377	331
TPP2	2034	2366	1596	1700
TPPP	41	52	30	25
TPR	4998	5585	4303	4540
TPRA1	244	378	264	247
TPRG1L	251	388	210	210
TPRKB	1030	1078	828	962
TPRN	206	359	173	201
TPST1	82	95	74	67
TPST2	130	174	64	84
TPT1	3392	4485	2855	3116
TPX2	3183	3368	2457	2690
TRA2A	1919	2589	1583	1715
TRA2B	4449	5060	3258	3663
TRABD	657	841	576	546
TRADD	60	96	46	48
TRAF2	437	616	374	316
TRAF3	201	203	157	166
TRAF3IP1	328	464	277	293
TRAF3IP2	171	208	137	126
TRAF3IP3	0	0	0	0
TRAF4	286	367	267	212
TRAF5	204	247	174	177
TRAF6	188	228	160	171
TRAF7	284	373	245	252
TRAFD1	1095	1430	935	1011
TRAIP	223	304	217	195
TRAK1	108	148	119	103
TRAK2	118	99	92	87
TRAM1	1418	1658	1267	1249
TRAM1L1	14	18	23	21
TRAM2	210	235	169	189
TRAP1	4561	5310	3671	3749
TRAPPC1	1220	1551	974	990
TRAPPC10	383	481	350	359
TRAPPC11	654	720	619	544
TRAPPC12	384	500	339	309
TRAPPC13	462	497	384	373
TRAPPC2	73	56	36	69
TRAPPC2B	58	57	29	53
TRAPPC2L	565	655	437	432
TRAPPC3	1086	1459	1054	924
TRAPPC4	593	757	495	461
TRAPPC5	866	904	680	584
TRAPPC6A	60	91	51	45
TRAPPC6B	155	172	122	115
TRAPPC8	866	832	610	725
TRAPPC9	348	421	318	292
TRDMT1	212	193	154	172
TRERF1	157	166	118	141
TREX1	1	2	0	0
TREX2	1	1	1	1
TRHDE	0	0	2	0
TRIAP1	417	540	466	422
TRIB1	521	639	444	466
TRIB2	211	247	178	184
TRIB3	224	244	156	161
TRIM11	374	507	277	281
TRIM13	462	599	429	463
TRIM14	195	268	150	155
TRIM16	8	15	8	4
TRIM16L	1	6	0	5
TRIM17	0	0	0	0
TRIM2	397	427	278	280
TRIM21	132	177	94	122
TRIM23	505	596	429	436
TRIM24	1348	1551	1162	1131
TRIM25	1399	1848	1187	1211
TRIM26	480	622	406	445
TRIM27	1101	1479	831	961
TRIM28	10381	14589	8735	8703
TRIM3	69	92	70	70
TRIM32	280	372	237	245
TRIM33	1282	1450	1061	1078
TRIM35	237	358	195	230
TRIM36	182	165	138	123
TRIM37	565	574	431	438
TRIM38	168	172	129	126
TRIM39	23	15	15	12
TRIM4	426	574	313	322
TRIM41	149	237	120	132
TRIM44	466	694	361	406
TRIM45	72	84	51	40
TRIM5	141	145	93	96
TRIM52	55	79	53	42
TRIM56	152	223	121	105
TRIM59	74	67	67	59
TRIM62	59	71	42	48
TRIM65	437	528	373	372
TRIM66	23	19	33	16
TRIM68	89	120	82	73
TRIM71	11	16	19	17
TRIM8	279	382	220	210
TRIM9	306	321	212	205
TRIO	766	840	802	675
TRIOBP	303	394	279	267
TRIP10	349	422	272	282
TRIP11	789	915	569	640
TRIP12	4586	5134	3688	4069
TRIP13	2207	2481	1825	1850
TRIP4	479	523	453	429
TRIP6	1864	2471	1392	1514
TRIQK	60	59	44	59
TRIR	1251	1751	1062	1039
TRIT1	397	440	329	316
TRMO	202	228	139	166
TRMT1	797	1209	723	730
TRMT10A	238	302	195	205
TRMT10B	62	72	45	46
TRMT10C	1709	1882	1288	1550
TRMT11	556	485	453	416
TRMT112	927	1424	774	824
TRMT12	170	158	108	121
TRMT13	507	594	386	436
TRMT1L	878	965	654	702
TRMT2A	877	1177	709	723
TRMT2B	188	207	165	160
TRMT44	160	221	145	145
TRMT5	651	636	473	485
TRMT6	827	986	666	650
TRMT61A	512	730	375	392
TRMT61B	224	258	166	156
TRMU	665	916	522	594
TRNAU1AP	330	377	320	249
TRNT1	295	310	186	209
TRO	411	484	361	395
TROAP	826	953	576	644
TRPC1	109	127	77	82
TRPC3	57	56	55	49
TRPC4AP	1349	1704	1209	1235
TRPM4	52	58	44	45
TRPM6	20	12	12	14
TRPM7	360	334	299	311
TRPS1	349	381	289	279
TRPT1	149	172	110	106
TRPV1	15	16	27	17
TRPV4	24	22	43	19
TRRAP	3523	3973	3420	2849
TRUB1	1057	1253	834	854
TRUB2	976	1105	745	741
TSC1	328	326	223	215
TSC2	880	1187	800	779
TSC22D1	493	582	399	399
TSC22D2	343	440	220	264
TSC22D3	814	935	495	508
TSC22D4	149	202	132	130
TSEN15	130	176	104	132
TSEN2	294	376	234	274
TSEN34	755	856	531	614
TSEN54	292	360	204	213
TSFM	1171	1489	1029	1037
TSG101	1457	1674	1158	1096
TSGA10	16	22	17	16
TSHZ1	118	131	105	110
TSHZ2	7	13	16	9
TSHZ3	180	222	118	99
TSKU	44	57	43	51
TSN	1272	1558	914	1038
TSNARE1	57	71	39	47
TSNAX	684	849	592	604
TSNAXIP1	9	7	14	6
TSPAN10	33	43	37	20
TSPAN12	234	326	222	190
TSPAN13	529	713	433	441
TSPAN14	244	301	219	237
TSPAN15	139	131	112	104
TSPAN17	66	67	72	46
TSPAN18	54	66	41	59
TSPAN2	21	20	21	20
TSPAN3	2827	3478	2883	2613
TSPAN31	330	447	363	308
TSPAN33	167	225	188	165
TSPAN4	104	125	80	79
TSPAN5	91	101	70	89
TSPAN6	862	1083	775	846
TSPAN9	290	373	249	250
TSPEAR	0	0	3	0
TSPO	298	362	218	242
TSPYL1	3791	5043	2798	3111
TSPYL2	463	589	392	403
TSPYL4	502	640	365	358
TSR1	3400	3943	2983	2891
TSR2	725	989	629	571
TSR3	416	600	322	329
TSSC4	228	324	179	169
TSSK2	0	1	3	1
TSSK3	3	0	4	3
TSSK4	0	0	2	0
TST	341	519	329	346
TSTA3	518	615	449	410
TSTD2	247	268	192	180
