	ribo_untr_a	ribo_untr_b	ribo_tm_a	ribo_tm_b
TAB1	454	530	237	137
TAB2	650	688	319	185
TAB3	120	139	71	34
TACC1	760	910	401	252
TACC2	247	242	122	72
TACC3	2845	3818	1684	1123
TACO1	1120	1175	504	328
TACR1	1	0	0	0
TADA1	503	581	289	174
TADA2A	246	284	123	86
TADA2B	170	221	79	43
TADA3	535	787	360	205
TAF1	510	647	338	223
TAF10	452	684	223	140
TAF11	628	720	319	242
TAF12	176	184	75	59
TAF13	484	605	251	178
TAF15	3776	4581	2196	1431
TAF1A	168	215	90	69
TAF1B	883	1024	406	319
TAF1C	148	227	115	56
TAF1D	259	324	207	97
TAF2	900	931	483	296
TAF3	308	415	135	96
TAF4	354	416	169	118
TAF4B	120	134	69	33
TAF5	495	645	207	142
TAF5L	251	335	143	72
TAF6	713	852	267	208
TAF6L	305	439	192	130
TAF7	1840	2086	1042	773
TAF7L	0	1	0	0
TAF8	379	463	219	137
TAF9	486	553	252	160
TAF9B	798	937	498	297
TAGLN2	3144	4206	1962	1142
TALDO1	3282	3947	1567	1008
TAMM41	465	530	254	179
TANC1	713	865	442	252
TANC2	382	415	158	112
TANGO2	100	122	59	41
TANGO6	335	408	151	118
TANK	191	209	113	89
TAOK1	742	848	403	253
TAOK2	443	671	285	183
TAOK3	241	293	90	55
TAP1	364	568	186	110
TAP2	61	111	38	22
TAPBP	360	469	239	126
TAPT1	272	340	156	87
TARBP1	825	981	436	289
TARBP2	297	346	147	93
TARDBP	375	589	233	128
TARS	7470	8875	3521	2431
TARS2	1483	1725	952	562
TARSL2	394	451	181	136
TAS1R3	0	1	1	1
TAS2R10	0	0	0	0
TAS2R13	0	0	0	0
TAS2R14	0	3	1	1
TAS2R19	0	0	0	0
TAS2R20	0	0	0	0
TAS2R3	0	0	2	0
TAS2R30	1	0	0	0
TAS2R31	0	0	0	0
TAS2R4	0	0	0	0
TAS2R43	1	0	0	0
TAS2R46	0	0	0	0
TAS2R5	0	0	1	1
TAS2R50	0	0	0	0
TASOR	942	1014	487	320
TASOR2	2371	2702	1233	882
TASP1	70	72	54	39
TATDN1	356	385	189	132
TATDN2	118	160	57	28
TATDN3	242	256	105	82
TAX1BP1	2091	2059	886	601
TAX1BP3	272	330	154	79
TAZ	147	221	127	67
TBC1D1	462	479	162	110
TBC1D10A	57	93	31	19
TBC1D10B	651	817	279	189
TBC1D12	144	208	60	56
TBC1D13	419	560	258	120
TBC1D14	237	284	126	81
TBC1D15	1792	2036	992	709
TBC1D16	104	147	79	45
TBC1D17	159	220	95	66
TBC1D19	158	161	89	55
TBC1D2	19	21	13	11
TBC1D20	238	308	135	78
TBC1D22A	289	330	139	93
TBC1D22B	165	195	63	37
TBC1D23	763	811	373	247
TBC1D24	110	153	45	43
TBC1D25	118	155	63	30
TBC1D2B	188	234	100	56
TBC1D30	374	385	207	95
TBC1D31	397	340	174	122
TBC1D32	322	368	199	139
TBC1D4	932	1068	421	311
TBC1D5	402	416	187	117
TBC1D7	441	491	212	144
TBC1D8	63	75	39	11
TBC1D8B	131	132	73	32
TBC1D9	213	251	113	60
TBC1D9B	782	979	388	258
TBCA	1644	1955	867	626
TBCB	3092	4003	1534	945
TBCC	367	514	286	171
TBCCD1	126	141	77	58
TBCD	1131	1332	607	414
TBCE	1	4	1	0
TBCEL	71	75	21	23
TBCK	114	162	87	44
TBK1	941	1072	452	299
TBKBP1	162	200	114	60
TBL1X	167	173	62	43
TBL1XR1	926	993	392	232
TBL2	412	542	242	123
TBL3	1085	1469	578	397
TBP	436	462	170	158
TBPL1	287	279	107	78
TBRG1	65	91	63	36
TBRG4	1223	1449	838	456
TBX1	268	318	117	72
TBX18	602	715	343	229
TBX2	192	208	84	50
TBX20	86	132	69	40
TBX3	383	572	278	186
TC2N	373	383	155	105
TCAF1	389	550	280	176
TCAIM	165	166	79	71
TCEA1	57	130	41	18
TCEA2	157	160	80	45
TCEAL1	216	293	110	98
TCEAL4	689	1013	455	306
TCEAL8	442	641	291	175
TCEAL9	353	390	220	143
TCEANC	32	20	20	9
TCEANC2	198	207	128	83
TCERG1	2567	2882	1508	1022
TCF12	735	720	303	190
TCF19	186	219	121	82
TCF20	984	1063	487	337
TCF25	662	894	299	198
TCF3	485	659	210	138
TCF4	553	694	388	227
TCF7	239	273	73	61
TCF7L1	59	58	25	13
TCF7L2	600	729	396	258
TCFL5	42	59	37	16
TCHP	185	242	113	80
TCIRG1	45	51	22	13
TCOF1	4371	5772	2427	1617
TCP1	7190	9041	4037	2436
TCP11L1	220	190	94	57
TCP11L2	339	323	151	100
TCTA	80	140	51	32
TCTE3	3	8	1	0
TCTEX1D2	61	61	23	21
TCTN1	220	276	97	65
TCTN2	216	234	99	53
TCTN3	647	771	402	241
TDG	998	1191	537	329
TDP1	526	559	292	175
TDP2	808	947	385	310
TDRD3	353	354	148	80
TDRD6	1	0	1	0
TDRD7	528	553	269	187
TDRKH	422	524	281	176
TEAD1	444	585	216	146
TEAD2	89	98	44	29
TEAD3	143	194	64	39
TEAD4	371	409	210	120
TEC	94	75	40	30
TECPR1	181	254	99	56
TECPR2	337	424	162	87
TECR	1672	2205	988	604
TECTA	14	11	7	8
TEDC1	233	311	137	80
TEDC2	279	298	149	93
TEF	44	42	12	17
TEFM	284	370	183	132
TELO2	882	1304	497	301
TEN1	6	5	6	1
TENM1	3	2	5	3
TENM3	714	921	538	272
TENM4	36	41	28	18
TENT2	553	536	251	191
TENT4A	273	409	134	78
TENT4B	355	472	201	149
TENT5A	186	254	101	63
TENT5C	245	318	142	94
TEP1	142	153	93	44
TEPSIN	119	179	96	59
TERF1	257	370	167	110
TERF2	636	706	345	206
TERF2IP	942	1314	542	357
TERT	4	5	5	0
TES	1351	1819	813	541
TESC	188	232	91	52
TESK1	30	54	12	15
TESK2	54	56	19	18
TESMIN	58	76	36	23
TET1	371	380	182	110
TET2	198	233	97	65
TET3	128	215	75	48
TEX10	1856	2010	967	702
TEX14	6	11	11	14
TEX15	295	284	142	102
TEX2	278	335	156	98
TEX261	90	105	45	15
TEX264	429	608	210	143
TEX30	292	313	144	105
TEX9	143	174	72	61
TFAM	2045	2294	1038	814
TFAP2A	576	905	453	276
TFAP2C	143	149	61	38
TFAP4	283	428	163	117
TFB1M	227	234	97	90
TFB2M	378	441	211	183
TFCP2	722	910	483	279
TFCP2L1	130	182	76	49
TFDP1	802	959	359	229
TFDP2	498	473	274	165
TFE3	304	403	166	106
TFEB	74	74	29	21
TFG	2025	2419	1012	659
TFIP11	865	1167	547	350
TFPI	237	270	109	65
TFPI2	465	505	203	115
TFPT	176	261	109	70
TFRC	2057	2588	1149	683
TGDS	234	255	136	84
TGFB1I1	132	141	70	47
TGFB2	48	53	20	14
TGFB3	19	27	19	2
TGFBR1	348	382	202	129
TGFBR2	147	206	80	52
TGFBR3	267	341	128	76
TGFBRAP1	351	456	180	117
TGIF1	152	173	99	62
TGIF2	162	198	79	40
TGM1	5	6	1	6
TGM2	75	75	29	25
TGOLN2	692	880	327	227
TGS1	609	713	371	281
THADA	1202	1344	675	493
THAP1	228	281	120	79
THAP10	162	217	84	49
THAP11	395	483	209	117
THAP12	72	78	50	31
THAP2	32	31	11	9
THAP3	221	245	116	60
THAP4	740	1034	441	243
THAP5	366	413	217	138
THAP6	134	133	72	50
THAP7	268	315	174	117
THAP8	48	79	32	19
THAP9	126	134	63	52
THBS3	13	28	16	5
THBS4	165	191	96	50
THEM4	148	185	116	55
THEM6	135	193	85	56
THEMIS2	27	31	20	13
THG1L	237	367	174	117
THNSL1	433	520	188	138
THOC1	629	868	360	259
THOC2	2728	3467	1674	1216
THOC3	212	255	135	77
THOC5	1124	1350	516	341
THOC6	348	501	199	138
THOC7	875	948	395	267
THOP1	1027	1344	512	301
THRA	92	101	34	20
THRAP3	2883	3574	1927	1262
THRB	108	150	57	45
THSD1	46	41	29	15
THSD4	37	63	24	14
THSD7A	4	10	3	1
THTPA	95	125	42	33
THUMPD1	315	355	178	135
THUMPD2	390	377	186	142
THUMPD3	1146	1167	582	377
THYN1	503	483	190	145
TIA1	634	797	365	225
TIAL1	1571	1958	821	495
TIAM1	399	494	177	137
TIAM2	119	124	58	24
TICRR	738	854	434	286
TIFA	173	141	74	53
TIGAR	693	816	338	259
TIGD1	104	78	33	18
TIGD2	128	164	64	42
TIGD3	17	31	5	10
TIGD4	14	10	3	6
TIGD5	210	284	117	63
TIGD6	130	152	100	41
TIGD7	7	9	6	1
TIMELESS	1842	2287	1024	653
TIMM10	527	842	410	181
TIMM13	1489	2195	1040	608
TIMM17A	947	1037	485	353
TIMM17B	973	1195	564	289
TIMM21	451	597	250	134
TIMM22	537	696	299	217
TIMM23	1142	1407	696	397
TIMM23B	39	46	42	23
TIMM29	427	580	261	131
TIMM44	1140	1497	652	425
TIMM50	3448	4489	2031	1244
TIMM8A	211	322	183	65
TIMM8B	760	933	692	328
TIMM9	153	174	85	56
TIMMDC1	908	944	502	273
TIMP1	2010	2548	1094	634
TIMP2	252	288	137	70
TIMP3	404	441	146	96
TINF2	157	161	105	59
TIPARP	578	652	410	282
TIPIN	1495	1484	867	516
TIPRL	1643	1939	724	507
TIRAP	20	13	20	8
TJAP1	336	431	189	110
TJP1	2463	2969	1321	879
TK1	1192	1602	724	462
TK2	37	56	30	16
TKFC	255	322	108	78
TKT	8871	10883	3892	2449
TLCD1	106	117	76	38
TLE1	525	656	271	152
TLE2	30	23	8	8
TLE3	1348	1798	787	431
TLE4	562	753	314	184
TLK1	237	261	94	71
TLK2	175	238	91	58
TLL1	3	2	0	1
TLL2	15	36	17	5
TLN1	4624	5966	2680	1695
TLN2	145	146	63	34
TLNRD1	29	38	20	6
TLR5	8	8	4	2
TM2D1	342	360	180	110
TM2D2	220	375	184	94
TM2D3	486	606	306	152
TM6SF1	10	16	6	3
TM7SF2	139	172	74	34
TM7SF3	580	675	253	166
TM9SF2	3081	3857	1450	864
TM9SF3	2759	3261	1546	856
TM9SF4	716	894	359	237
TMA16	450	549	226	177
TMA7	156	190	189	81
TMBIM1	63	63	19	19
TMBIM4	168	251	76	61
TMBIM6	9622	12269	5464	3741
TMC3	1	6	2	0
TMC4	5	6	10	2
TMC5	51	50	20	13
TMC6	57	39	18	6
TMC7	59	51	23	23
TMCC1	55	67	35	12
TMCC2	5	7	2	2
TMCC3	116	92	60	40
TMCO1	2152	2234	1314	829
TMCO3	244	298	100	59
TMCO4	113	148	85	45
TMCO6	104	119	69	41
TMED1	154	235	110	73
TMED10	1124	1421	572	323
TMED2	2845	3741	1631	1142
TMED3	492	650	222	118
TMED4	1299	1629	679	394
TMED5	739	889	436	230
TMED6	0	0	0	0
TMED7	164	235	103	72
TMED7-TICAM2	162	236	107	45
TMED8	248	279	127	67
TMED9	1857	2592	1104	588
TMEM101	507	637	294	162
TMEM102	59	80	38	21
TMEM104	260	368	163	102
TMEM106B	629	613	283	172
TMEM106C	592	686	347	187
TMEM107	59	57	23	13
TMEM108	63	74	36	25
TMEM109	825	1285	511	294
TMEM11	305	343	179	136
TMEM110-MUSTN1	4	3	0	0
TMEM115	373	568	227	133
TMEM116	33	29	30	15
TMEM117	102	120	49	34
TMEM120A	186	213	80	44
TMEM120B	319	358	133	87
TMEM121	107	133	42	31
TMEM123	1469	1555	673	415
TMEM126A	331	326	124	108
TMEM126B	527	658	250	148
TMEM127	137	239	73	45
TMEM128	119	122	72	43
TMEM129	153	230	112	65
TMEM131	588	646	298	196
TMEM131L	654	733	388	238
TMEM132A	180	257	99	39
TMEM134	32	49	17	8
TMEM135	386	409	180	125
TMEM136	99	90	33	22
TMEM138	137	163	92	46
TMEM140	3	3	3	3
TMEM141	319	325	186	83
TMEM143	31	53	30	20
TMEM144	88	73	41	20
TMEM145	13	25	19	11
TMEM147	2910	3624	1431	974
TMEM14A	207	289	110	48
TMEM14B	295	400	157	98
TMEM14C	821	1172	475	297
TMEM150A	20	35	16	7
TMEM150C	91	87	47	34
TMEM159	38	35	13	7
TMEM160	266	345	194	105
TMEM161A	679	1047	340	208
TMEM161B	374	448	203	140
TMEM164	271	337	167	94
TMEM165	740	899	306	200
TMEM167A	104	115	91	44
TMEM167B	125	144	87	53
TMEM168	264	318	155	64
TMEM170A	53	62	24	18
TMEM170B	42	45	14	18
TMEM171	18	16	8	3
TMEM175	115	140	56	27
TMEM177	300	307	201	111
TMEM178B	78	97	54	33
TMEM179B	489	608	227	130
TMEM18	236	319	176	100
TMEM181	399	530	194	118
TMEM182	31	25	13	12
TMEM183A	23	14	11	3
TMEM184B	277	346	139	85
TMEM184C	253	295	130	86
TMEM185A	124	163	81	50
TMEM185B	471	737	279	179
TMEM186	89	108	38	35
TMEM187	75	74	46	17
TMEM189	24	45	16	2
TMEM19	386	502	211	107
TMEM192	294	313	159	91
TMEM198	34	66	16	12
TMEM199	262	383	154	96
TMEM201	765	1060	432	225
TMEM203	150	201	92	48
TMEM205	1021	1238	528	305
TMEM206	203	264	92	80
TMEM208	273	476	228	137
TMEM209	1803	1817	880	591
TMEM214	728	914	344	229
TMEM216	80	89	42	25
TMEM218	34	49	37	14
TMEM219	138	209	68	47
TMEM222	454	554	286	167
TMEM223	171	195	99	40
TMEM230	471	620	389	196
TMEM231	60	58	43	12
TMEM232	2	1	2	1
TMEM234	50	86	33	27
TMEM237	427	482	248	146
TMEM241	59	93	46	31
TMEM242	374	420	266	165
TMEM243	107	89	40	29
TMEM245	486	662	281	168
TMEM246	185	196	92	52
TMEM248	456	495	271	125
TMEM25	105	120	52	31
TMEM250	56	77	55	18
TMEM251	99	150	83	48
TMEM254	156	206	79	61
TMEM255A	32	33	6	5
TMEM256	349	479	143	90
TMEM258	926	1020	579	367
TMEM259	783	950	437	231
TMEM260	107	126	53	29
TMEM262	0	2	0	0
TMEM263	294	422	169	95
TMEM265	1	1	0	2
TMEM266	21	12	4	4
TMEM267	62	89	42	39
TMEM268	49	71	37	12
TMEM30A	1605	1719	807	474
TMEM33	1916	2090	848	542
TMEM35B	128	208	95	45
TMEM38A	49	76	37	30
TMEM38B	748	938	326	224
TMEM39A	251	314	146	90
TMEM39B	215	297	134	73
TMEM41A	167	228	123	63
TMEM41B	563	715	353	177
TMEM42	27	25	19	9
TMEM43	685	876	393	228
TMEM44	43	60	8	9
TMEM45A	100	125	35	30
TMEM47	0	2	1	0
TMEM50A	1676	1993	904	596
TMEM50B	187	248	101	73
TMEM51	59	102	38	27
TMEM53	98	147	53	37
TMEM54	107	125	37	21
TMEM56	68	76	15	20
TMEM59	2273	2796	1355	750
TMEM60	89	99	61	39
TMEM62	138	138	61	34
TMEM63A	180	197	105	67
TMEM63B	313	349	162	85
TMEM63C	85	90	40	19
TMEM64	123	176	73	33
TMEM65	429	447	184	123
TMEM67	233	235	98	58
TMEM68	156	149	75	45
TMEM69	659	699	348	210
TMEM70	1127	1351	660	386
TMEM74	26	26	9	8
TMEM74B	20	30	9	4
TMEM79	23	25	16	12
TMEM80	57	57	32	20
TMEM81	0	0	0	0
TMEM87A	446	551	255	178
TMEM87B	164	201	78	46
TMEM8A	165	224	63	36
TMEM8B	83	77	36	24
TMEM9	711	944	462	235
TMEM94	281	296	147	73
TMEM97	504	593	252	150
TMEM98	169	207	66	46
TMEM99	52	70	27	32
TMEM9B	190	190	109	53
TMF1	893	1064	435	299
TMLHE	524	593	287	190
TMOD1	119	128	53	50
TMOD2	125	147	45	26
TMOD3	1423	1495	653	366
TMOD4	1	2	2	0
TMPO	6358	7297	3357	2374
TMPPE	76	110	41	29
TMPRSS9	0	0	1	0
TMSB10	1823	2173	1154	704
TMTC1	181	184	78	37
TMTC2	125	154	80	25
TMTC3	1476	1705	671	437
TMTC4	121	137	48	32
TMUB1	366	327	128	106
TMUB2	207	247	157	76
TMX1	1165	1365	571	361
TMX2	266	411	131	84
TMX2-CTNND1	14	22	29	9
TMX3	524	690	335	179
TMX4	295	425	194	122
TNC	224	363	165	82
TNFAIP1	172	211	94	64
TNFAIP3	58	64	22	32
TNFAIP8	172	191	78	64
TNFRSF10B	734	1045	517	287
TNFRSF10D	236	285	130	81
TNFRSF11A	142	194	70	43
TNFRSF12A	79	109	48	25
TNFRSF19	113	147	39	47
TNFRSF1A	398	475	254	142
TNFRSF21	158	238	139	62
TNFRSF6B	5	2	1	1
TNIK	579	734	361	225
TNIP1	441	639	327	179
TNIP2	152	190	77	50
TNK2	86	85	54	29
TNKS	760	918	443	274
TNKS1BP1	315	431	223	144
TNKS2	1739	1818	724	467
TNNI3	21	22	17	9
TNNT1	65	75	34	20
TNPO1	2969	3223	1709	1092
TNPO2	1648	2305	1205	735
TNPO3	1852	2110	977	587
TNRC18	502	717	394	199
TNRC6A	617	682	244	152
TNRC6B	735	923	508	323
TNRC6C	255	322	123	85
TNS2	109	80	52	29
TNS3	79	108	45	20
TOB1	777	1038	431	297
TOB2	269	473	180	105
TOE1	531	662	355	178
TOGARAM1	157	179	78	55
TOLLIP	315	429	165	125
TOM1	342	411	193	126
TOM1L1	790	915	355	246
TOM1L2	276	301	144	92
TOMM20	774	1036	612	333
TOMM20L	2	3	2	1
TOMM22	959	1365	692	315
TOMM34	1425	1659	697	436
TOMM40L	162	228	95	59
TOMM5	541	798	527	244
TOMM6	1634	1714	919	517
TOMM7	1127	1606	839	471
TOMM70	2174	2324	1156	774
TONSL	435	633	299	182
TOP1	4892	6124	2897	2054
TOP1MT	320	399	165	98
TOP2A	8352	11195	4897	3412
TOP2B	3522	3880	1647	1084
TOP3A	418	554	252	163
TOP3B	282	407	209	119
TOPBP1	1832	1954	803	628
TOPORS	531	611	395	313
TOR1A	706	929	476	266
TOR1AIP1	791	799	448	249
TOR1AIP2	768	859	351	208
TOR1B	231	315	129	84
TOR2A	103	133	69	50
TOR3A	300	375	205	112
TOX4	699	827	436	259
TP53	1513	1912	832	536
TP53BP1	1936	2344	1072	672
TP53BP2	1167	1355	651	399
TP53I11	129	137	71	30
TP53I13	164	247	96	35
TP53I3	199	192	118	60
TP53INP1	150	208	71	61
TP53RK	367	455	223	140
TP53TG5	1	1	0	0
TP73	304	325	130	75
TPBG	413	556	226	162
TPCN1	186	206	125	56
TPCN2	98	127	65	34
TPD52	200	212	95	52
TPD52L1	435	423	143	119
TPD52L2	1090	1377	589	364
TPGS1	138	251	128	66
TPGS2	695	848	311	201
TPH1	2	0	0	2
TPI1	4385	5941	2564	1724
TPM1	617	797	289	223
TPM2	14	13	6	9
TPM3	1213	1575	618	388
TPM4	806	1061	479	239
TPMT	296	287	116	81
TPP1	367	500	229	97
TPP2	2034	2366	981	655
TPPP	41	52	25	15
TPR	4998	5585	2694	1818
TPRA1	244	378	154	89
TPRG1L	251	388	111	78
TPRKB	1030	1078	591	374
TPRN	206	359	138	77
TPST1	82	95	44	28
TPST2	130	174	45	31
TPT1	3392	4485	1349	1031
TPX2	3183	3368	1668	1211
TRA2A	1919	2589	1239	916
TRA2B	4449	5060	2369	1573
TRABD	657	841	293	187
TRADD	60	96	40	21
TRAF2	437	616	242	149
TRAF3	201	203	87	53
TRAF3IP1	328	464	169	129
TRAF3IP2	171	208	91	63
TRAF3IP3	0	0	1	0
TRAF4	286	367	197	76
TRAF5	204	247	125	80
TRAF6	188	228	150	82
TRAF7	284	373	151	63
TRAFD1	1095	1430	722	465
TRAIP	223	304	153	76
TRAK1	108	148	65	46
TRAK2	118	99	47	47
TRAM1	1418	1658	652	437
TRAM1L1	14	18	10	12
TRAM2	210	235	123	72
TRAP1	4561	5310	2264	1448
TRAPPC1	1220	1551	750	491
TRAPPC10	383	481	202	127
TRAPPC11	654	720	340	198
TRAPPC12	384	500	210	127
TRAPPC13	462	497	230	177
TRAPPC2	73	56	50	29
TRAPPC2B	58	57	45	27
TRAPPC2L	565	655	306	189
TRAPPC3	1086	1459	623	419
TRAPPC4	593	757	366	234
TRAPPC5	866	904	369	229
TRAPPC6A	60	91	49	32
TRAPPC6B	155	172	71	55
TRAPPC8	866	832	470	312
TRAPPC9	348	421	214	126
TRDMT1	212	193	108	60
TRERF1	157	166	91	66
TREX1	1	2	0	0
TREX2	1	1	0	0
TRHDE	0	0	0	0
TRIAP1	417	540	388	208
TRIB1	521	639	314	184
TRIB2	211	247	92	65
TRIB3	224	244	150	77
TRIM11	374	507	225	140
TRIM13	462	599	335	181
TRIM14	195	268	116	57
TRIM16	8	15	6	3
TRIM16L	1	6	0	2
TRIM17	0	0	0	0
TRIM2	397	427	215	152
TRIM21	132	177	87	63
TRIM23	505	596	320	173
TRIM24	1348	1551	769	459
TRIM25	1399	1848	817	531
TRIM26	480	622	333	211
TRIM27	1101	1479	745	436
TRIM28	10381	14589	6223	3879
TRIM3	69	92	40	13
TRIM32	280	372	185	124
TRIM33	1282	1450	707	468
TRIM35	237	358	162	80
TRIM36	182	165	91	57
TRIM37	565	574	228	166
TRIM38	168	172	98	59
TRIM39	23	15	7	4
TRIM4	426	574	261	162
TRIM41	149	237	120	70
TRIM44	466	694	297	191
TRIM45	72	84	32	12
TRIM5	141	145	84	65
TRIM52	55	79	33	26
TRIM56	152	223	120	59
TRIM59	74	67	47	24
TRIM62	59	71	34	25
TRIM65	437	528	277	181
TRIM66	23	19	17	4
TRIM68	89	120	61	35
TRIM71	11	16	8	8
TRIM8	279	382	128	95
TRIM9	306	321	148	102
TRIO	766	840	377	205
TRIOBP	303	394	157	111
TRIP10	349	422	170	96
TRIP11	789	915	396	302
TRIP12	4586	5134	2775	1755
TRIP13	2207	2481	1108	660
TRIP4	479	523	277	179
TRIP6	1864	2471	1118	627
TRIQK	60	59	32	18
TRIR	1251	1751	835	496
TRIT1	397	440	217	161
TRMO	202	228	130	74
TRMT1	797	1209	535	363
TRMT10A	238	302	109	78
TRMT10B	62	72	39	14
TRMT10C	1709	1882	1021	747
TRMT11	556	485	229	175
TRMT112	927	1424	718	412
TRMT12	170	158	101	46
TRMT13	507	594	269	214
TRMT1L	878	965	527	350
TRMT2A	877	1177	478	300
TRMT2B	188	207	139	94
TRMT44	160	221	105	54
TRMT5	651	636	375	252
TRMT6	827	986	434	314
TRMT61A	512	730	305	183
TRMT61B	224	258	114	76
TRMU	665	916	380	213
TRNAU1AP	330	377	176	119
TRNT1	295	310	136	79
TRO	411	484	286	207
TROAP	826	953	524	308
TRPC1	109	127	46	43
TRPC3	57	56	40	12
TRPC4AP	1349	1704	793	514
TRPM4	52	58	25	15
TRPM6	20	12	11	5
TRPM7	360	334	194	105
TRPS1	349	381	210	126
TRPT1	149	172	68	40
TRPV1	15	16	11	2
TRPV4	24	22	16	11
TRRAP	3523	3973	1944	1169
TRUB1	1057	1253	627	394
TRUB2	976	1105	546	331
TSC1	328	326	182	118
TSC2	880	1187	460	331
TSC22D1	493	582	295	196
TSC22D2	343	440	164	109
TSC22D3	814	935	537	322
TSC22D4	149	202	82	47
TSEN15	130	176	99	48
TSEN2	294	376	170	109
TSEN34	755	856	401	229
TSEN54	292	360	177	89
TSFM	1171	1489	737	395
TSG101	1457	1674	774	499
TSGA10	16	22	6	8
TSHZ1	118	131	57	31
TSHZ2	7	13	4	4
TSHZ3	180	222	70	41
TSKU	44	57	29	18
TSN	1272	1558	653	473
TSNARE1	57	71	42	24
TSNAX	684	849	348	234
TSNAXIP1	9	7	5	3
TSPAN10	33	43	26	16
TSPAN12	234	326	158	103
TSPAN13	529	713	225	137
TSPAN14	244	301	141	88
TSPAN15	139	131	61	29
TSPAN17	66	67	22	18
TSPAN18	54	66	22	19
TSPAN2	21	20	15	9
TSPAN3	2827	3478	1673	872
TSPAN31	330	447	200	118
TSPAN33	167	225	69	36
TSPAN4	104	125	47	25
TSPAN5	91	101	29	19
TSPAN6	862	1083	515	351
TSPAN9	290	373	167	83
TSPEAR	0	0	0	0
TSPO	298	362	158	97
TSPYL1	3791	5043	2487	1654
TSPYL2	463	589	282	216
TSPYL4	502	640	229	156
TSR1	3400	3943	1890	1180
TSR2	725	989	404	229
TSR3	416	600	190	110
TSSC4	228	324	134	90
TSSK2	0	1	0	1
TSSK3	3	0	1	2
TSSK4	0	0	0	0
TST	341	519	257	149
TSTA3	518	615	225	157
TSTD2	247	268	147	78
TSTD3	10	15	7	4
TTBK2	91	115	51	19
TTC1	1389	1696	779	557
TTC12	146	191	92	63
TTC13	454	617	251	158
TTC14	451	505	287	188
TTC17	416	540	210	119
TTC19	399	529	284	145
TTC21A	19	13	5	9
TTC21B	744	718	293	201
TTC23	63	59	42	17
TTC25	16	15	9	8
TTC26	403	522	259	139
TTC27	726	827	356	208
TTC28	566	620	312	191
TTC3	444	459	210	138
TTC30A	142	210	86	64
TTC30B	120	175	91	54
TTC31	94	145	59	44
TTC32	197	194	118	82
TTC33	360	368	155	125
TTC37	2689	2819	1143	704
TTC38	426	599	227	155
TTC39A	323	430	172	108
TTC39B	102	133	52	29
TTC39C	219	295	109	71
TTC4	429	650	274	202
TTC5	336	381	230	145
TTC6	23	25	17	10
TTC7A	58	94	32	14
TTC7B	395	483	146	80
TTC8	492	510	248	163
TTC9C	190	239	92	57
TTF1	556	651	367	257
TTF2	1647	1957	1005	649
TTI1	789	883	439	281
TTI2	424	576	263	149
TTK	2481	2711	1604	1088
TTL	222	245	100	55
TTLL1	52	50	15	16
TTLL11	12	39	36	14
TTLL12	1647	2676	1011	637
TTLL13P	0	1	1	1
TTLL3	12	10	8	3
TTLL4	802	1004	464	267
TTLL5	159	183	86	55
TTLL7	237	222	96	76
TTN	66	79	36	39
TTPAL	208	219	90	56
TTYH2	41	56	21	13
TTYH3	427	555	188	88
TUB	180	212	85	38
TUBA1A	648	863	391	249
TUBA1B	9090	10980	5794	3637
TUBA1C	3012	3660	1827	1040
TUBA4A	46	68	25	12
TUBA8	102	72	29	21
TUBB	19455	24437	10231	6176
TUBB1	0	3	1	1
TUBB2A	392	526	243	128
TUBB2B	552	666	257	175
TUBB4A	425	556	269	151
TUBB4B	8611	13882	5794	3743
TUBB6	1134	1600	701	427
TUBD1	284	349	154	105
TUBE1	251	223	90	68
TUBG1	696	864	386	232
TUBG2	28	41	16	6
TUBGCP2	1290	1572	598	374
TUBGCP3	550	691	221	144
TUBGCP4	955	1039	456	323
TUBGCP5	436	429	237	182
TUBGCP6	429	523	311	143
TUFM	5164	6491	2492	1555
TUFT1	278	291	135	87
TULP3	313	397	191	115
TULP4	156	181	101	46
TUSC1	78	82	50	32
TUSC2	116	194	95	44
TUSC3	1034	1246	479	312
TUT1	141	170	93	50
TUT4	1092	1240	499	364
TUT7	536	558	335	226
TVP23B	53	36	34	9
TVP23C	5	4	2	0
TWF1	467	449	157	90
TWF2	362	494	246	111
TWIST1	135	172	93	42
TWISTNB	580	676	329	192
TWNK	508	596	370	246
TWSG1	540	591	245	150
TXLNA	2152	2933	1276	885
TXLNG	1777	1908	880	610
TXN	3944	5539	2997	1864
TXN2	778	1084	510	276
TXNDC11	72	82	41	29
TXNDC12	954	1315	606	389
TXNDC15	446	527	263	136
TXNDC16	448	422	161	111
TXNDC17	1260	1674	725	456
TXNDC5	3250	3960	1295	735
TXNDC9	422	444	223	147
TXNIP	124	142	69	56
TXNL1	1604	1847	791	578
TXNL4A	1330	1756	952	504
TXNL4B	236	286	142	95
TXNRD1	1854	2222	1517	974
TXNRD2	663	904	358	229
TXNRD3	136	163	83	41
TYK2	428	492	240	119
TYMP	12	13	12	3
TYMS	3890	4986	1933	1223
TYRO3	137	187	61	41
TYSND1	724	988	494	235
TYW1	119	148	60	40
TYW1B	5	6	4	3
TYW3	365	418	192	113
TYW5	121	113	75	45
U2AF1L4	55	84	36	37
U2AF2	5263	7004	3025	1909
U2SURP	2987	3379	1678	1258
UACA	834	902	369	325
UAP1	1515	1648	712	460
UAP1L1	92	135	63	42
UBA1	17742	21576	10228	6427
UBA2	9369	10592	4184	2640
UBA3	1272	1304	694	455
