	ribo_untr_a	ribo_untr_b	ribo_tm_a	ribo_tm_b
AIP	887	1150	472	301
AJUBA	60	96	37	19
AK1	475	703	259	186
AK2	1023	1142	518	324
AK3	456	430	154	134
AK6	495	561	270	195
AK9	74	84	36	28
AKAP1	557	765	379	217
AKAP10	267	263	116	77
AKAP11	1429	1809	741	525
AKAP12	2308	2402	1102	723
AKAP13	697	869	441	278
AKAP17A	246	374	162	112
AKAP5	58	67	21	13
AKAP6	24	39	17	16
AKAP7	103	106	38	38
AKAP8	611	799	403	260
AKAP8L	941	1274	637	425
AKAP9	1300	1407	624	490
AKIP1	234	251	135	96
AKIRIN1	948	1159	528	310
AKIRIN2	826	1027	504	380
AKNA	52	44	28	14
AKR1A1	741	1201	448	265
AKR1B1	2336	2729	1324	771
AKR7A2	848	1188	462	297
AKT1	599	785	253	137
AKT1S1	281	390	160	90
AKT2	1105	1448	495	259
AKT3	226	238	89	59
AKTIP	66	74	32	23
AL022312.1	192	214	88	73
AL031777.3	3344	3694	2621	1652
AL034430.1	75	64	51	44
AL034430.2	260	323	179	129
AL049650.1	1155	1271	1354	600
AL109811.3	0	0	0	0
AL109827.1	170	212	236	124
AL121753.1	235	233	124	56
AL135905.2	594	814	611	424
AL713999.1	149	189	78	50
ALAD	126	154	76	43
ALAS1	774	884	442	250
ALCAM	726	815	380	180
ALDH16A1	341	539	210	113
ALDH18A1	1893	2614	1358	893
ALDH1A2	1841	2270	844	540
ALDH1B1	929	1104	471	287
ALDH1L2	367	341	174	103
ALDH2	916	995	360	262
ALDH3A2	1129	1323	594	344
ALDH4A1	322	410	153	90
ALDH5A1	688	876	387	227
ALDH6A1	561	632	267	170
ALDH7A1	1188	1426	659	414
ALDH9A1	2449	2909	1311	822
ALDOA	1995	2356	1982	1047
ALDOC	52	65	24	23
ALG1	259	368	150	91
ALG10	216	264	123	49
ALG10B	111	165	70	50
ALG11	446	478	249	154
ALG12	250	373	172	97
ALG13	976	1039	569	402
ALG14	149	163	94	59
ALG1L	14	19	12	10
ALG2	281	363	174	106
ALG3	801	1008	436	228
ALG5	755	947	433	255
ALG6	624	736	238	149
ALG8	1410	1692	805	412
ALKBH1	295	314	154	128
ALKBH2	252	267	120	90
ALKBH3	248	228	110	51
ALKBH4	207	367	153	90
ALKBH5	510	735	284	160
ALKBH6	491	570	371	200
ALKBH7	247	322	100	71
ALKBH8	160	175	87	57
ALMS1	862	848	474	320
ALOX12	6	10	11	4
ALPK1	71	72	38	31
ALS2	369	403	222	120
ALX1	216	221	162	93
ALX3	2	0	0	0
ALX4	67	80	39	22
ALYREF	4877	5812	2437	1501
AMACR	195	220	92	63
AMBRA1	544	704	340	220
AMD1	604	710	372	250
AMDHD2	123	143	72	42
AMER1	90	152	56	30
AMFR	1029	1166	456	259
AMH	39	58	25	10
AMIGO1	27	26	13	10
AMIGO3	2	1	2	0
AMMECR1	204	322	118	91
AMMECR1L	152	193	77	56
AMN1	145	96	52	42
AMOT	177	166	97	75
AMOTL1	888	1165	465	298
AMOTL2	216	373	144	95
AMPD2	560	679	300	192
AMPH	132	162	69	35
AMZ2	476	503	185	134
ANAPC1	342	343	188	140
ANAPC10	126	92	40	31
ANAPC11	731	926	367	233
ANAPC13	239	309	119	81
ANAPC15	148	192	84	39
ANAPC16	461	638	318	195
ANAPC2	530	844	374	214
ANAPC4	748	779	302	238
ANAPC5	3125	3132	1637	1025
ANAPC7	2397	3210	1471	985
ANGEL1	283	372	197	118
ANGEL2	368	431	254	155
ANGPT2	3	1	1	3
ANK1	84	141	38	34
ANK2	565	574	256	189
ANK3	384	395	281	158
ANKAR	6	0	1	0
ANKEF1	128	117	69	42
ANKFY1	1482	1718	800	553
ANKH	201	225	90	58
ANKHD1	52	66	44	24
ANKIB1	237	233	82	79
ANKLE2	1319	1494	597	350
ANKMY1	22	22	21	11
ANKMY2	441	391	201	135
ANKRA2	88	82	45	34
ANKRD10	197	208	86	59
ANKRD11	580	718	319	209
ANKRD12	185	200	107	68
ANKRD13A	500	546	213	139
ANKRD13B	236	284	90	54
ANKRD13C	288	340	174	132
ANKRD13D	52	58	22	10
ANKRD16	86	119	50	32
ANKRD17	2880	3288	1858	1201
ANKRD18A	35	47	26	28
ANKRD18B	23	28	17	17
ANKRD23	3	7	9	2
ANKRD26	609	648	275	187
ANKRD27	640	716	274	146
ANKRD28	940	1015	471	314
ANKRD31	23	19	15	11
ANKRD36	17	9	11	12
ANKRD36B	16	14	8	3
ANKRD36C	13	16	16	8
ANKRD39	147	205	101	40
ANKRD40	339	429	184	116
ANKRD42	90	104	46	18
ANKRD44	88	95	35	25
ANKRD46	374	494	176	140
ANKRD49	50	78	40	25
ANKRD50	426	486	243	160
ANKRD52	1533	1908	816	488
ANKRD54	260	359	182	85
ANKRD6	88	71	49	30
ANKRD61	1	0	0	0
ANKS1A	557	726	355	236
ANKS3	94	150	50	31
ANKS6	166	212	95	53
ANKZF1	324	402	187	148
ANLN	2529	2962	1580	1088
ANO10	321	364	141	89
ANO4	24	24	4	5
ANO5	429	464	247	168
ANO6	662	722	287	210
ANO8	79	91	37	30
ANP32A	1560	2025	745	489
ANP32B	1469	1974	728	484
ANP32E	2442	3062	1258	895
ANTKMT	90	131	51	36
ANTXR1	350	471	180	104
ANTXR2	200	234	78	60
ANXA1	926	1196	573	413
ANXA11	2075	2276	865	548
ANXA2	1252	1463	603	395
ANXA4	310	396	165	84
ANXA5	3555	4220	1841	1153
ANXA6	2903	3117	1303	780
ANXA7	2716	3017	1451	967
AOC2	3	4	2	1
AOPEP	79	109	48	28
AP002495.1	25	32	20	11
AP002748.5	10	15	8	5
AP1AR	158	149	94	50
AP1B1	3664	4326	1691	1131
AP1G1	1750	2053	1074	725
AP1G2	201	185	113	68
AP1M1	1699	2117	858	555
AP1S1	987	1172	531	293
AP1S2	229	233	112	78
AP1S3	206	234	87	59
AP2A1	980	1264	464	250
AP2A2	1255	1448	505	332
AP2B1	2495	2846	1212	808
AP2M1	3310	3834	1505	905
AP2S1	1810	2209	950	618
AP3B1	1748	2001	798	499
AP3B2	34	47	39	12
AP3D1	2649	3369	1279	809
AP3M1	1981	2195	917	684
AP3M2	382	450	212	137
AP3S1	647	662	276	176
AP3S2	103	94	98	47
AP4B1	369	435	217	133
AP4E1	320	392	189	147
AP4M1	148	229	95	70
AP4S1	37	44	11	12
AP5B1	213	286	110	83
AP5M1	271	281	159	114
AP5S1	168	236	112	67
AP5Z1	119	202	88	59
APAF1	810	861	456	289
APBA2	254	350	124	81
APBA3	89	116	53	29
APBB1	620	725	335	162
APBB2	205	223	96	48
APBB3	52	62	32	11
APC	844	971	531	358
APC2	31	39	21	15
APEH	1347	1480	629	367
APEX1	2388	3358	1289	855
APEX2	355	465	197	109
APH1A	819	1013	360	230
API5	1287	1478	719	510
APIP	287	301	129	81
APLF	21	22	8	7
APLP1	489	615	278	133
APLP2	6131	7015	3102	1811
APMAP	702	1096	457	241
APOBEC3C	478	552	239	192
APOC1	114	126	48	44
APOL2	425	563	307	179
APOM	25	30	18	11
APOO	393	462	210	152
APOOL	332	321	172	120
APP	7518	9018	3635	2040
APPBP2	932	1084	558	343
APPL1	1337	1400	523	370
APPL2	459	524	185	113
APRT	2423	3078	1332	745
APTX	463	570	297	179
AQR	1506	1719	830	575
ARAF	455	567	232	130
ARAP1	513	562	275	148
ARAP2	158	185	78	60
ARCN1	3721	4188	1992	1260
AREL1	187	213	77	48
ARF1	5198	6499	2912	1822
ARF3	223	339	113	67
ARF4	1139	1431	690	464
ARF5	2442	2643	1080	745
ARF6	643	877	364	247
ARFGAP1	670	973	393	239
ARFGAP2	625	888	447	287
ARFGAP3	776	897	322	219
ARFGEF1	836	845	371	230
ARFGEF2	799	951	367	231
ARFGEF3	557	628	236	159
ARFIP1	614	595	287	198
ARFIP2	649	771	383	216
ARFRP1	239	302	146	79
ARG2	732	721	336	185
ARGLU1	570	673	351	202
ARHGAP1	527	669	293	172
ARHGAP10	285	333	124	93
ARHGAP11A	889	918	460	297
ARHGAP12	424	404	152	103
ARHGAP17	1024	1415	641	399
ARHGAP18	235	238	96	56
ARHGAP20	91	114	46	40
ARHGAP21	265	232	136	83
ARHGAP22	111	147	54	34
ARHGAP24	33	40	16	17
ARHGAP26	209	219	120	65
ARHGAP27	79	118	69	31
ARHGAP28	121	152	61	43
ARHGAP29	333	316	98	105
ARHGAP31	67	65	28	33
ARHGAP32	163	158	88	63
ARHGAP35	614	652	289	211
ARHGAP39	173	203	87	50
ARHGAP42	76	76	27	24
ARHGAP44	92	80	40	20
ARHGAP45	41	45	20	13
ARHGAP5	527	565	262	175
ARHGDIA	3195	3782	1612	1045
ARHGDIG	52	65	30	22
ARHGEF1	664	813	400	271
ARHGEF10	251	330	133	93
ARHGEF10L	56	85	26	17
ARHGEF11	324	375	132	95
ARHGEF12	832	910	352	230
ARHGEF16	118	162	80	38
ARHGEF17	165	197	113	50
ARHGEF2	963	1205	536	360
ARHGEF25	23	42	16	18
ARHGEF26	369	479	231	153
ARHGEF28	137	124	73	42
ARHGEF3	210	224	116	77
ARHGEF39	261	366	172	89
ARHGEF4	65	52	48	19
ARHGEF40	145	181	76	39
ARHGEF6	258	247	62	46
ARHGEF7	575	704	342	215
ARHGEF9	31	22	18	11
ARID1A	1819	2520	1129	700
ARID1B	702	795	363	241
ARID2	1253	1486	680	417
ARID3A	153	195	52	51
ARID3B	103	120	59	20
ARID4A	230	263	143	96
ARID4B	797	941	459	331
ARID5A	87	105	50	19
ARID5B	645	793	413	255
ARIH1	914	1192	514	306
ARIH2	644	644	300	194
ARL1	1280	1336	673	428
ARL10	37	50	22	12
ARL13B	268	282	141	80
ARL14EP	336	375	227	139
ARL15	220	181	109	59
ARL16	255	360	214	125
ARL2	391	417	139	58
ARL2BP	508	563	256	177
ARL3	931	1058	429	329
ARL4A	32	28	18	17
ARL4C	110	155	52	38
ARL4D	102	110	46	35
ARL5A	23	40	20	12
ARL5B	578	703	309	226
ARL6	160	210	73	63
ARL6IP1	379	542	207	154
ARL6IP4	1027	1448	563	463
ARL6IP5	844	790	403	238
ARL6IP6	289	303	129	82
ARL8A	374	452	196	109
ARL8B	483	655	270	177
ARMC1	568	618	309	171
ARMC10	79	102	47	35
ARMC2	60	66	31	19
ARMC4	243	238	116	67
ARMC5	161	255	165	89
ARMC6	972	1247	677	331
ARMC7	181	252	118	82
ARMC8	419	461	254	177
ARMC9	480	593	249	150
ARMCX3	312	397	205	125
ARMCX4	21	40	38	19
ARMCX5	212	196	112	74
ARMCX6	17	44	20	10
ARMH3	730	762	355	253
ARMH4	146	152	78	34
ARMT1	1774	1879	887	581
ARNT	577	707	294	207
ARNT2	83	117	33	26
ARNTL	65	71	33	26
ARNTL2	97	104	28	18
ARPC1A	172	209	76	41
ARPC1B	104	126	38	31
ARPC2	4339	4983	1860	1309
ARPC3	2363	2638	1410	915
ARPC4-TTLL3	105	131	42	29
ARPC5	767	1017	397	274
ARPC5L	536	676	279	154
ARPP19	644	720	294	260
ARRB1	143	139	52	49
ARRB2	830	991	436	243
ARRDC1	380	452	204	97
ARRDC2	84	80	35	16
ARRDC3	78	88	39	27
ARRDC4	308	331	150	81
ARSA	169	197	95	44
ARSB	125	169	74	30
ARSG	44	40	18	14
ARSK	223	236	129	65
ARV1	625	738	351	206
ARVCF	78	105	42	22
AS3MT	234	240	83	77
ASAH1	946	1046	441	280
ASAP1	526	593	244	149
ASAP2	311	401	141	90
ASAP3	143	156	64	31
ASB1	151	210	80	37
ASB13	141	182	66	38
ASB14	0	0	0	0
ASB16	23	19	10	13
ASB3	633	735	360	211
ASB6	898	1113	552	321
ASB7	93	127	49	26
ASB8	425	491	250	188
ASCC1	877	1035	472	264
ASCC2	1029	1312	467	309
ASCC3	2425	2806	1374	863
ASDURF	98	68	48	27
ASF1A	804	1004	429	285
ASF1B	1067	1416	563	404
ASH1L	1065	1244	657	452
ASH2L	892	1017	523	330
ASIC1	176	179	66	47
ASL	104	123	52	34
ASMTL	249	242	107	69
ASNS	2675	2483	1143	798
ASNSD1	374	410	172	125
ASPH	862	1000	358	208
ASPHD2	51	59	11	11
ASPM	2591	2692	1615	1152
ASPN	1	0	0	0
ASPSCR1	235	351	162	87
ASRGL1	361	481	193	126
ASS1	467	482	236	126
ASTE1	205	264	110	70
ASTN2	22	21	6	4
ASXL1	674	891	480	262
ASXL2	325	376	242	162
ASXL3	79	64	48	31
ATAD1	1027	1261	610	310
ATAD2	2852	2951	1650	1085
ATAD2B	279	317	117	89
ATAD3A	790	1064	348	231
ATAD3B	526	703	274	142
ATAD5	723	702	394	277
ATAT1	210	261	116	80
ATE1	522	602	262	201
ATF1	425	579	243	152
ATF2	296	322	103	87
ATF3	146	175	97	59
ATF4	312	313	1055	662
ATF5	24	33	90	46
ATF6	1369	1502	707	464
ATF6B	967	1226	502	304
ATF7IP	2456	2878	1632	1009
ATF7IP2	24	26	12	9
ATG10	42	48	25	15
ATG101	307	375	148	94
ATG12	182	243	125	76
ATG13	401	459	234	157
ATG14	84	99	48	43
ATG16L1	475	587	240	171
ATG16L2	20	19	14	13
ATG2A	380	533	273	167
ATG2B	1149	1221	574	414
ATG3	694	753	338	231
ATG4A	188	201	143	92
ATG4B	1010	1296	710	472
ATG4C	373	359	172	92
ATG4D	207	264	97	46
ATG5	548	537	257	166
ATG7	597	642	324	178
ATG9A	1076	1158	531	302
ATIC	6842	7908	3327	2152
ATL1	161	180	89	62
ATL2	1059	1286	590	433
ATL3	113	131	76	36
ATM	1032	1003	554	351
ATMIN	81	87	33	31
ATN1	832	1038	346	213
ATOX1	888	991	486	322
ATP10D	80	87	60	24
ATP11A	270	325	139	84
ATP11B	588	640	239	153
ATP11C	1167	1284	580	336
ATP13A1	809	1351	532	272
ATP13A2	617	683	295	192
ATP13A3	1205	1413	440	270
ATP1A1	13384	17177	5634	3304
ATP1B1	911	965	445	272
ATP1B3	1847	2160	819	541
ATP23	170	157	89	49
ATP2A1	27	30	9	4
ATP2A2	7619	9723	3732	2162
ATP2B1	1801	2314	943	547
ATP2B4	156	197	81	50
ATP2C1	1081	1364	451	262
ATP5F1A	9416	12047	4630	2934
ATP5F1B	24655	29659	13110	7878
ATP5F1C	6027	6661	2910	1905
ATP5F1D	918	1341	482	288
ATP5F1E	2082	2352	1055	823
ATP5IF1	2167	2768	1211	780
ATP5MC1	1368	1662	920	570
ATP5MC2	3756	5071	1884	1278
ATP5MC3	5265	5909	2567	1613
ATP5MD	1605	1847	725	534
ATP5ME	2040	2271	946	603
ATP5MF	2375	2499	1567	769
ATP5MG	382	519	171	101
ATP5MPL	2502	3173	1674	1246
ATP5PB	2987	3314	1296	965
ATP5PD	1127	1564	593	407
ATP5PF	2379	2740	1415	936
ATP5PO	1806	2083	711	457
ATP6AP1	2907	3457	1390	755
ATP6AP2	2305	2454	1015	644
ATP6V0A1	1061	1343	560	372
ATP6V0A2	811	936	429	258
ATP6V0B	1954	2763	1114	668
ATP6V0C	1348	1819	667	364
ATP6V0D1	1461	1869	724	476
ATP6V0E1	382	535	270	159
ATP6V0E2	482	628	345	182
ATP6V1A	2486	3255	1443	945
ATP6V1B1	59	52	32	14
ATP6V1B2	1593	1899	770	528
ATP6V1C1	901	1006	386	272
ATP6V1D	1021	1172	520	276
ATP6V1E1	1496	1727	706	433
ATP6V1F	1553	1737	736	437
ATP6V1G1	1381	1542	655	425
ATP6V1H	1256	1408	648	418
ATP7A	483	490	478	234
ATP7B	433	638	261	182
ATP8A1	254	251	102	56
ATP8B1	25	33	5	3
ATP8B2	153	163	68	27
ATP9A	472	526	185	139
ATP9B	219	226	109	62
ATPAF1	1622	1868	692	421
ATPAF2	127	176	72	42
ATPSCKMT	215	269	135	79
ATR	1119	1229	664	464
ATRAID	538	694	374	194
ATRIP	275	346	137	101
ATRN	747	896	424	236
ATRNL1	107	119	54	29
ATRX	1174	1425	633	448
ATXN1	97	113	86	42
ATXN10	3723	4510	1933	1142
ATXN1L	69	100	38	16
ATXN2	2234	2575	1147	779
ATXN2L	2194	2918	1141	774
ATXN3	489	503	216	161
ATXN7	10	3	1	2
ATXN7L1	90	103	80	46
ATXN7L2	69	112	54	42
ATXN7L3	104	108	66	23
ATXN7L3B	490	694	299	193
AUH	186	218	90	72
AUNIP	474	490	189	128
AUP1	669	777	319	185
AURKA	1684	1981	1008	652
AURKAIP1	2560	3538	1472	940
AURKB	1497	1946	928	533
AUTS2	363	420	182	87
AVEN	134	160	47	23
AVIL	2	1	2	1
AVL9	294	360	147	87
AVPI1	152	157	91	45
AXIN1	304	442	127	73
AXIN2	104	147	62	34
AZI2	131	126	91	62
AZIN1	758	816	599	386
AZIN2	13	16	13	7
B2M	4655	5303	2328	1495
B3GALNT2	180	202	101	49
B3GALT1	8	9	9	2
B3GALT2	1	1	0	0
B3GALT6	267	377	134	69
B3GAT2	66	74	47	27
B3GAT3	180	269	102	60
B3GLCT	294	263	139	76
B3GNT10	94	109	62	49
B3GNT2	123	130	69	42
B3GNT5	159	145	71	44
B4GALNT1	20	27	11	5
B4GALNT3	216	263	93	45
B4GALNT4	34	51	11	6
B4GALT1	335	418	164	90
B4GALT2	110	128	52	27
B4GALT3	175	202	144	57
B4GALT4	171	167	76	43
B4GALT5	464	602	222	146
B4GALT6	70	104	32	21
B4GALT7	123	159	43	37
B4GAT1	1018	1462	565	295
B9D1	243	278	132	75
BABAM1	708	890	455	247
BABAM2	438	501	202	153
BACE1	112	152	54	25
BACE2	318	352	158	107
BACH1	491	552	262	171
BACH2	106	122	40	45
BAD	275	394	202	128
BAG1	214	305	149	69
BAG2	945	1407	581	348
BAG3	1144	1532	702	425
BAG4	470	518	270	150
BAG5	699	812	343	220
BAG6	5727	7869	3388	1994
BAHCC1	190	210	130	74
BAHD1	680	926	375	243
BAIAP2	226	311	161	86
BAIAP2L1	838	916	369	260
BAIAP3	10	19	10	7
BAK1	132	160	81	52
BAMBI	321	362	212	119
BANF1	631	894	258	177
BANP	176	243	90	58
BAP1	381	476	197	101
BARD1	666	775	391	243
BAX	731	994	392	239
BAZ1A	2248	2455	1211	805
BAZ1B	2695	3402	1489	967
BAZ2A	1888	2156	959	539
BAZ2B	242	241	145	108
BBIP1	126	161	100	81
BBOF1	6	13	6	1
BBS10	539	543	306	239
BBS12	67	88	45	27
BBS2	590	720	300	206
BBS4	342	381	186	120
BBS7	766	863	374	229
BBS9	121	117	49	32
BBX	903	1067	446	305
BCAP29	616	790	300	180
BCAP31	4122	5112	2724	1276
BCAR1	386	556	249	122
BCAR3	68	82	41	28
BCAS2	1228	1484	662	436
BCAS3	562	639	331	225
BCAS4	182	204	112	75
BCAT1	1808	1851	848	549
BCAT2	758	962	412	251
BCCIP	2893	3477	1357	909
BCDIN3D	180	213	79	74
BCHE	240	225	126	84
BCKDHA	58	83	45	24
BCKDHB	466	519	196	115
BCKDK	902	987	339	203
BCL10	468	614	280	204
BCL11A	276	396	130	101
BCL2L1	60	95	37	27
BCL2L11	72	96	84	49
BCL2L12	342	459	188	122
BCL2L13	466	581	246	138
BCL2L2	11	10	2	4
BCL6B	10	4	8	2
BCL7A	379	546	192	113
BCL7B	202	233	107	69
BCL7C	264	343	118	79
BCL9	236	247	143	94
BCLAF1	1243	1513	816	593
BCLAF3	63	88	34	36
BCOR	3406	3915	1876	1124
BCORL1	702	951	447	267
BCR	460	620	223	108
BCS1L	848	1045	533	316
BDH1	0	2	0	0
BDH2	186	171	95	62
BDP1	596	718	396	316
BECN1	372	425	149	81
BEND3	184	254	142	83
BEND4	166	188	97	63
BEND7	102	116	52	19
BET1	380	411	259	153
BET1L	126	122	45	44
BEX1	686	1023	517	304
BEX2	461	695	337	227
BEX3	1412	2432	1023	551
BEX4	492	678	259	142
BFAR	466	585	243	150
BFSP1	65	67	47	18
BHLHE40	324	374	203	150
BICC1	293	285	138	98
BICD1	204	231	81	58
BICD2	560	737	245	166
BICRA	110	167	65	45
BICRAL	70	65	26	13
BID	867	1076	540	323
BIN1	36	51	14	16
BIN3	163	223	109	76
BIRC2	292	337	121	91
BIRC5	1302	1607	720	558
BIRC6	3224	3653	2100	1408
BIVM	12	11	12	9
BLCAP	229	271	104	64
BLM	696	828	392	267
BLMH	1602	2149	744	532
BLOC1S1	179	177	80	42
BLOC1S2	382	417	198	117
BLOC1S4	272	318	156	83
BLOC1S5	110	136	51	26
BLOC1S6	212	227	118	72
BLVRA	1416	1573	648	399
BLVRB	937	1082	449	290
BLZF1	539	653	327	252
BMP1	146	150	72	37
BMP2K	291	329	131	80
BMP4	69	66	44	18
BMP6	81	98	24	17
BMP7	387	488	167	107
BMPR1A	104	114	38	25
BMPR1B	110	98	36	28
BMPR2	532	560	247	170
BMS1	1740	2213	1061	701
BMT2	243	232	86	69
BNC1	3	2	2	0
BNC2	76	108	59	31
BNIP1	336	360	162	103
BNIP2	844	1057	468	328
BNIP3	178	233	107	60
BNIP3L	685	814	295	211
BOC	35	50	24	13
BOD1	247	317	93	54
BOD1L1	1264	1496	779	518
BOLA1	64	70	20	17
BOLA3	297	529	202	146
BOP1	1716	2462	993	569
BORA	334	342	157	111
BORCS5	164	171	78	48
BORCS6	86	91	33	22
BPGM	165	199	106	76
BPHL	287	361	171	82
BPNT1	889	980	423	330
BPTF	2021	2235	1140	811
BRAF	331	431	147	93
BRAP	638	828	376	240
BRAT1	721	964	421	268
BRCA1	1160	1245	622	398
BRCA2	1224	1232	617	491
BRCC3	484	554	245	149
BRD1	576	843	351	235
BRD2	5992	7182	3499	2206
BRD3	788	1042	332	227
BRD3OS	18	16	10	10
BRD4	1616	1967	836	446
BRD7	156	164	61	47
BRD8	1161	1570	754	500
BRD9	341	370	207	135
BRF1	378	520	196	149
BRF2	326	457	265	164
BRI3	217	298	109	79
BRI3BP	562	813	258	169
BRICD5	2	1	3	0
BRIP1	1112	1247	595	394
BRIX1	2722	3166	1450	999
BRK1	919	992	428	239
BRMS1	261	420	145	79
BRMS1L	365	478	208	143
BROX	760	776	326	213
BRPF1	388	523	183	115
BRPF3	285	407	134	95
BRSK1	27	39	9	6
BRSK2	158	230	88	32
BRWD1	595	683	316	196
BRWD3	545	582	236	160
BSCL2	269	310	201	108
BSDC1	475	508	300	192
BSG	6690	9414	3520	1967
BSN	62	86	52	9
BTAF1	1508	1747	789	555
BTBD1	898	917	334	218
BTBD10	186	178	82	47
BTBD11	79	122	53	29
BTBD18	0	1	0	0
BTBD2	512	577	189	91
BTBD3	571	789	322	181
BTBD6	162	160	71	43
BTBD7	256	311	173	102
BTBD8	217	218	113	69
BTBD9	313	352	138	113
BTD	163	182	83	54
BTF3	3488	4437	1808	1175
BTF3L4	56	43	29	26
BTG1	557	650	287	227
BTG3	876	1018	377	294
BTN2A1	185	234	131	67
BTN2A2	119	119	78	40
BTN3A1	19	28	17	10
BTN3A2	36	43	14	11
BTNL9	21	25	15	13
BTRC	509	541	276	159
BUB1	2729	3063	1556	1069
BUB1B	2504	2768	1504	1006
BUB3	4245	5177	2376	1475
BUD13	248	299	124	91
BUD23	1640	1964	874	548
BUD31	817	1023	457	309
BVES	191	231	98	43
BX255925.3	3	1	2	1
BYSL	1569	1829	852	511
BZW1	1662	1833	1121	739
BZW2	1330	1557	577	336
C10orf88	276	325	125	84
C11orf1	108	118	52	26
C11orf24	120	176	52	29
C11orf49	431	448	230	140
C11orf54	84	112	65	50
C11orf58	1582	1531	840	444
C11orf68	119	158	100	37
C11orf71	26	50	14	12
C11orf74	179	209	96	65
C11orf80	47	47	35	25
C11orf95	44	67	26	20
C11orf98	107	115	66	57
C12orf10	846	1006	419	260
C12orf29	885	970	471	309
C12orf4	847	931	354	275
C12orf43	230	359	168	110
C12orf45	542	559	267	152
C12orf49	83	97	69	24
C12orf57	830	1138	445	263
C12orf65	173	195	79	62
C12orf66	106	168	100	75
C12orf73	139	167	85	73
C12orf75	203	232	100	75
C14orf119	411	543	274	170
C14orf28	4	3	1	1
C14orf93	24	44	21	14
C15orf39	678	940	494	276
C15orf40	168	188	115	69
C15orf41	236	299	122	65
C15orf61	253	321	163	95
C16orf58	229	278	115	102
C16orf70	266	301	132	87
C16orf72	423	488	193	107
C16orf87	373	357	166	106
C16orf91	67	121	62	31
C17orf53	279	287	142	89
C17orf58	240	288	187	97
C17orf75	306	326	130	99
C17orf80	554	578	220	130
C18orf21	384	440	217	140
C18orf25	393	449	220	167
C18orf32	118	134	41	33
C18orf54	59	53	44	24
C19orf12	198	311	149	98
C19orf25	79	140	52	30
C19orf44	163	156	72	49
C19orf47	493	609	311	192
C19orf48	35	25	79	45
C19orf53	1300	1532	744	450
C19orf54	473	620	267	169
C19orf57	59	76	36	30
C19orf71	0	0	0	0
C1D	93	106	50	43
C1GALT1	115	117	63	38
C1GALT1C1	735	853	350	227
C1QBP	13763	17104	6971	4446
C1orf109	321	383	209	122
C1orf112	957	1178	487	347
C1orf122	256	449	208	106
C1orf131	541	644	324	199
C1orf159	88	106	36	37
C1orf167	3	6	2	1
C1orf174	379	451	228	127
C1orf198	378	526	176	137
C1orf21	41	52	28	15
C1orf216	40	70	37	21
C1orf35	268	421	246	133
C1orf43	935	1062	458	254
C1orf50	109	113	57	26
C1orf52	411	577	243	166
C1orf56	81	119	45	22
C1orf74	53	43	25	10
C20orf194	123	120	65	37
C20orf27	810	1074	438	276
C20orf96	150	190	58	70
C21orf58	8	13	12	8
C21orf91	192	213	112	77
C22orf23	9	11	6	5
C22orf39	165	225	103	56
C2CD2L	102	142	51	33
C2CD3	304	320	152	86
C2CD5	651	670	271	187
C2orf16	0	2	7	0
C2orf42	38	60	40	22
C2orf49	350	397	170	108
C2orf68	63	68	39	24
C2orf69	228	277	105	81
C2orf74	34	27	27	9
C2orf76	141	168	65	38
C3orf14	180	187	87	79
C3orf33	111	125	53	32
C3orf38	338	423	209	137
C3orf52	119	132	88	51
C3orf62	3	0	2	1
C3orf67	33	31	11	5
C4orf3	246	381	199	87
C4orf33	82	69	34	30
C4orf46	42	64	29	15
C4orf48	324	410	206	82
C5	4	4	14	3
C5orf15	1389	1643	674	400
C5orf22	1026	1030	482	268
C5orf24	682	885	411	235
C5orf30	287	344	197	95
C5orf34	541	629	260	196
C5orf51	720	803	362	229
C5orf63	20	14	12	7
C6orf120	398	437	193	113
C6orf136	228	310	155	79
C6orf163	1	3	1	1
C6orf47	115	174	66	43
C6orf62	92	117	50	37
C6orf89	418	503	207	140
C7orf25	253	248	97	82
C7orf26	134	209	74	50
C7orf31	22	24	25	19
C7orf50	496	753	332	207
C8orf33	527	750	378	183
C8orf34	83	89	32	26
C8orf37	25	30	7	7
C8orf76	77	99	41	14
C8orf82	177	226	116	78
C8orf88	217	206	99	81
C9orf131	0	0	0	0
C9orf16	136	171	49	38
C9orf40	364	441	195	138
C9orf64	461	593	234	161
C9orf72	142	151	64	55
C9orf78	727	844	330	206
C9orf85	76	118	55	45
CA11	28	38	11	5
CA2	951	1145	450	321
CA5B	53	93	39	24
CA8	259	288	140	73
CAAP1	360	414	214	127
CAB39	1110	1240	545	379
CAB39L	21	24	7	9
CABIN1	810	1069	483	268
CABLES1	171	156	84	39
CABLES2	116	137	42	21
CABYR	209	267	109	82
CACHD1	547	710	333	188
CACNA1B	23	39	19	14
CACNA1D	7	20	4	7
CACNA1H	30	21	8	8
CACNA2D1	456	479	195	124
CACNA2D2	103	121	50	46
CACNA2D3	36	35	10	12
CACNB2	60	74	30	17
CACNB3	64	59	43	15
CACNB4	21	13	9	6
CACTIN	167	273	108	64
CACUL1	383	435	201	136
CACYBP	975	1320	517	358
CAD	3286	4474	1810	1070
CADM1	1740	2092	828	473
CADM4	291	349	142	96
CADPS2	551	558	297	181
CALCOCO1	361	485	264	131
CALCOCO2	1244	1470	664	412
CALD1	1506	1634	646	433
