	ribo_untr_a	ribo_untr_b	ribo_tmisrib_a	ribo_tmisrib_b
NAT1	76	100	69	69
NAT10	1577	2011	1340	1304
NAT14	100	105	71	77
NAT8L	322	389	268	245
NAT9	294	402	270	246
NAV1	227	305	231	233
NAV2	158	145	145	137
NAXD	147	172	140	124
NAXE	1967	2316	1614	1571
NBAS	761	958	743	742
NBDY	383	446	239	303
NBEA	529	552	425	477
NBEAL1	348	374	288	304
NBEAL2	223	238	291	195
NBL1	247	366	218	231
NBN	822	897	611	708
NBPF1	24	35	15	24
NBPF10	1	0	2	0
NBPF11	3	1	2	0
NBPF12	2	3	4	3
NBPF14	1	1	2	4
NBPF15	7	5	4	3
NBPF20	5	2	4	2
NBPF3	30	44	40	33
NBPF9	3	1	4	0
NBR1	1194	1352	979	1043
NCAM1	544	749	562	618
NCAPD2	5521	6968	4676	4739
NCAPD3	2759	3064	2305	2286
NCAPG	3043	3422	2688	2816
NCAPG2	2655	2878	2127	2149
NCAPH	1690	1937	1400	1514
NCAPH2	866	1211	721	734
NCBP1	2263	2726	1917	1942
NCBP2	726	931	629	642
NCBP3	1038	1298	825	890
NCDN	997	1374	895	888
NCEH1	134	164	107	124
NCK1	279	332	205	220
NCK2	153	204	128	131
NCKAP1	3515	3508	2767	2881
NCKAP5L	456	632	324	344
NCKIPSD	332	386	226	253
NCL	26351	33983	23832	24016
NCLN	1141	1479	1024	958
NCOA1	420	425	314	405
NCOA2	488	486	392	414
NCOA3	624	679	474	594
NCOA4	1851	2396	1705	1767
NCOA5	634	1180	652	609
NCOA6	401	487	321	340
NCOA7	442	456	376	376
NCOR1	1070	1152	865	874
NCOR2	992	1094	957	875
NCR3LG1	402	479	373	328
NCS1	229	355	263	219
NCSTN	1449	1612	1364	1351
NDC1	1702	1899	1424	1466
NDC80	1183	1313	930	1078
NDE1	229	315	196	190
NDEL1	211	208	148	141
NDFIP1	1690	1991	1481	1416
NDFIP2	869	1068	653	708
NDNF	234	249	193	185
NDOR1	262	404	239	231
NDRG1	2088	2238	1817	1780
NDRG2	279	350	292	276
NDRG3	813	888	602	648
NDRG4	126	123	89	98
NDST1	187	244	201	178
NDST2	10	8	1	5
NDUFA1	1677	2139	1405	1386
NDUFA10	2871	3483	2397	2405
NDUFA11	684	884	518	457
NDUFA12	1660	1876	1387	1402
NDUFA13	727	1010	672	651
NDUFA2	1253	1621	1050	1027
NDUFA3	671	898	493	496
NDUFA4	974	1236	936	872
NDUFA5	477	537	397	404
NDUFA6	1463	1657	1225	1141
NDUFA8	1489	1718	1056	1189
NDUFA9	367	590	380	344
NDUFAB1	2744	2964	2149	2295
NDUFAF1	430	558	352	382
NDUFAF2	187	242	187	207
NDUFAF3	1348	1575	891	884
NDUFAF4	932	1099	765	809
NDUFAF5	257	251	137	179
NDUFAF6	187	159	128	116
NDUFAF7	317	395	272	244
NDUFAF8	271	364	224	231
NDUFB1	1049	1034	724	814
NDUFB10	1794	2193	1420	1461
NDUFB11	2982	3764	2404	2321
NDUFB2	1753	2303	1353	1323
NDUFB3	525	577	412	391
NDUFB4	1223	1389	911	1000
NDUFB5	988	1142	817	854
NDUFB6	1007	1194	797	808
NDUFB7	1267	2122	1276	1119
NDUFB8	435	449	314	337
NDUFB9	1416	2180	1386	1379
NDUFC1	500	560	379	343
NDUFC2	552	607	668	589
NDUFS1	5164	5555	4292	4465
NDUFS2	3313	3958	2752	2712
NDUFS3	1834	2237	1515	1481
NDUFS4	775	810	556	600
NDUFS5	2686	4191	2584	2591
NDUFS6	1506	2366	1333	1240
NDUFS7	1160	1536	887	930
NDUFS8	2132	2465	1766	1734
NDUFV1	2009	2607	1782	1651
NDUFV2	1350	1265	806	1012
NDUFV3	1128	1319	897	905
NEB	10	5	9	7
NEBL	192	219	205	182
NECAB3	139	162	105	105
NECAP1	508	551	408	379
NECAP2	524	737	413	397
NECTIN1	86	131	82	75
NECTIN2	554	727	473	457
NECTIN3	133	140	149	119
NEDD1	1055	1121	787	917
NEDD4	438	439	354	354
NEDD4L	480	561	414	472
NEDD8	0	0	0	0
NEFL	1305	1558	1392	1303
NEFM	230	190	123	117
NEIL1	28	33	30	21
NEIL2	76	105	63	77
NEIL3	633	748	500	533
NEK1	351	376	284	294
NEK10	39	59	34	52
NEK11	31	53	35	27
NEK2	506	594	478	469
NEK3	359	364	244	286
NEK4	401	464	334	286
NEK6	498	572	355	366
NEK7	378	449	299	307
NEK8	22	30	28	26
NEK9	793	1027	781	795
NELFA	446	614	411	362
NELFB	948	1173	743	736
NELFCD	1822	2168	1397	1384
NELFE	1719	2065	1321	1382
NELL2	481	613	498	486
NEMF	871	989	676	786
NEMP1	1025	1380	936	940
NEMP2	61	91	64	48
NENF	413	572	394	377
NEO1	1218	1502	1291	1264
NEPRO	432	495	320	360
NES	10	27	10	14
NET1	1269	1452	1014	1028
NETO2	291	320	241	269
NEU1	527	759	450	417
NEU3	241	289	158	182
NEURL4	382	546	314	290
NEXMIF	0	2	1	4
NEXN	138	149	135	138
NF1	1399	1346	1219	1198
NF2	450	517	408	348
NFAT5	861	851	650	620
NFATC1	250	272	198	205
NFATC2IP	383	537	344	304
NFATC3	429	490	380	354
NFATC4	96	116	92	87
NFE2L1	1594	1907	1417	1372
NFE2L2	1031	1205	662	793
NFE2L3	190	203	177	189
NFIA	469	590	402	411
NFIB	490	574	432	467
NFIL3	142	135	125	136
NFIX	244	308	196	182
NFKB1	390	508	268	274
NFKB2	286	329	197	212
NFKBIA	301	406	379	388
NFKBIB	447	608	360	344
NFKBIL1	164	211	145	144
NFKBIZ	17	36	24	30
NFRKB	788	910	667	653
NFS1	437	452	305	358
NFU1	743	770	530	643
NFX1	686	854	508	518
NFXL1	773	942	598	625
NFYA	453	566	352	366
NFYB	432	419	259	312
NFYC	974	1273	778	848
NGDN	723	941	630	651
NGEF	191	217	183	152
NGLY1	536	608	397	383
NGRN	270	365	178	234
NHEJ1	336	370	311	273
NHLRC2	1247	1399	1095	1047
NHLRC3	215	272	238	247
NHP2	1480	1855	1163	1157
NHSL1	546	611	447	481
NIBAN1	324	312	234	251
NIBAN2	846	961	645	633
NID1	1383	1683	1397	1328
NID2	506	586	430	415
NIF3L1	606	697	557	502
NIFK	1048	1141	775	905
NIN	588	721	512	516
NINJ1	99	90	76	68
NINL	89	93	77	70
NIP7	502	701	426	461
NIPA1	156	216	146	125
NIPA2	469	481	384	379
NIPAL1	99	125	77	98
NIPAL2	21	38	21	13
NIPAL3	207	279	218	199
NIPBL	1520	1812	1487	1502
NIPSNAP1	1127	1247	862	811
NIPSNAP2	1112	1120	964	958
NIPSNAP3A	583	557	424	472
NISCH	814	934	749	612
NIT1	509	544	369	372
NIT2	571	721	496	525
NKAP	898	956	731	758
NKAPD1	259	275	182	215
NKD2	66	107	71	74
NKIRAS1	274	293	214	199
NKIRAS2	370	461	329	320
NKRF	1675	1824	1350	1454
NKTR	435	561	364	397
NKX2-5	230	298	189	216
NKX6-1	88	123	77	66
NLE1	730	896	544	569
NLGN1	72	59	62	65
NLGN2	62	89	75	55
NLK	60	79	49	59
NLN	876	938	778	755
NLRC4	0	2	0	1
NLRP14	4	2	4	1
NLRX1	147	178	134	110
NMB	40	60	36	30
NMD3	903	1070	732	829
NME1	1938	2518	1513	1713
NME1-NME2	1846	2463	1299	1564
NME3	498	692	410	403
NME4	1059	1323	900	816
NME6	177	210	127	134
NME7	408	498	330	316
NMNAT1	86	131	67	73
NMRAL1	5	1	1	2
NMRK1	39	38	35	39
NMT1	1987	2568	1601	1704
NMT2	473	454	367	385
NMU	474	479	373	361
NNT	614	708	568	609
NOA1	519	561	346	384
NOB1	631	736	503	471
NOC2L	3319	4205	2680	2716
NOC3L	1806	1981	1324	1444
NOC4L	999	1365	816	761
NOCT	516	597	397	413
NOD1	24	19	22	18
NOL10	1012	1169	920	879
NOL11	3008	3472	2439	2714
NOL6	955	1267	847	799
NOL7	2343	2840	1733	2017
NOL8	521	674	444	517
NOL9	1996	2482	1633	1692
NOLC1	6913	8258	5192	6014
NOM1	544	723	470	492
NOMO1	197	230	227	159
NOMO2	75	89	68	84
NOMO3	44	59	47	56
NONO	7649	10413	6752	6931
NOP10	1023	1253	738	881
NOP14	1815	2345	1658	1573
NOP16	825	1006	687	676
NOP2	2474	3436	2098	2245
NOP53	438	664	382	416
NOP56	2597	3536	2602	2618
NOP58	2488	3000	2192	2355
NOP9	325	547	324	307
NOS1AP	103	164	106	81
NOSIP	1046	1443	761	878
NOSTRIN	0	0	0	0
NOTCH1	389	613	481	394
NOTCH2	1714	2319	1884	1865
NOTCH3	471	448	527	444
NOVA1	84	90	56	62
NOXA1	7	4	8	4
NOXO1	1	0	5	1
NPAS1	141	120	98	96
NPAS2	50	62	43	49
NPAT	677	699	510	519
NPC1	954	1041	950	876
NPC2	745	819	481	552
NPDC1	267	353	272	217
NPEPL1	4	8	8	3
NPEPPS	2250	2781	1895	1815
NPHP1	103	112	75	82
NPHP3	104	140	122	110
NPHP4	195	258	229	181
NPL	29	19	27	16
NPLOC4	1236	1471	1031	1093
NPM1	1804	2740	1543	1785
NPM3	675	870	517	527
NPNT	154	188	156	143
NPRL2	285	332	248	252
NPRL3	817	965	689	693
NPTN	960	1226	946	945
NPTX1	388	498	340	361
NPTX2	158	180	169	155
NQO1	135	143	90	107
NQO2	422	464	350	328
NR1D2	798	833	736	724
NR1H2	137	168	98	75
NR1H3	63	71	46	69
NR1I3	19	11	13	14
NR2C1	763	933	595	655
NR2C2	314	350	249	250
NR2C2AP	154	196	115	120
NR2F1	253	374	186	204
NR2F2	508	669	373	384
NR2F6	546	681	390	404
NR3C1	784	974	683	704
NR3C2	289	302	237	271
NR6A1	34	44	35	39
NRARP	142	155	111	102
NRAS	836	901	641	667
NRBF2	120	144	89	87
NRBP1	1165	1299	848	892
NRBP2	29	43	32	27
NRCAM	522	629	539	547
NRDC	3778	4340	3227	3121
NRDE2	606	753	565	612
NREP	51	40	23	27
NRF1	408	520	328	399
NRIP1	320	406	309	281
NRIP2	4	1	2	1
NRIP3	88	107	88	79
NRN1	220	266	165	159
NRP1	648	990	654	653
NRP2	221	260	197	169
NRSN2	449	518	310	280
NRXN3	108	148	126	100
NSA2	331	376	233	263
NSD1	1692	1974	1501	1439
NSD2	1155	1389	964	903
NSD3	753	855	676	685
NSDHL	879	1205	702	801
NSF	674	856	659	685
NSFL1C	1110	1446	938	893
NSL1	570	580	396	462
NSMAF	161	191	111	131
NSMCE1	513	541	450	419
NSMCE2	293	333	210	278
NSMCE3	399	545	326	307
NSMCE4A	966	1142	735	722
NSMF	106	148	106	100
NSRP1	376	474	315	381
NSUN2	3412	4010	2846	2905
NSUN3	283	307	224	236
NSUN4	287	408	251	238
NSUN5	266	349	194	197
NSUN6	278	301	219	219
NT5C	288	392	270	268
NT5C2	736	918	591	637
NT5C3A	258	209	212	216
NT5C3B	484	698	430	482
NT5DC1	886	1002	715	744
NT5DC2	946	1222	748	730
NT5DC3	315	354	244	269
NT5M	2	10	8	6
NTAN1	83	96	79	62
NTHL1	438	628	422	410
NTMT1	1127	1308	787	833
NTN1	361	506	313	273
NTPCR	600	747	512	504
NUAK1	119	153	108	91
NUB1	2208	2463	1699	1803
NUBP1	264	301	207	208
NUBP2	578	787	494	492
NUBPL	287	332	226	237
NUCB1	1116	1445	850	861
NUCB2	926	956	835	803
NUCKS1	3980	5226	3546	3613
NUDC	3328	4500	2714	2873
NUDCD1	919	1005	668	707
NUDCD2	607	728	567	542
NUDCD3	725	977	580	633
NUDT1	425	586	374	413
NUDT11	25	47	12	30
NUDT12	739	862	606	640
NUDT13	26	28	20	22
NUDT14	105	140	78	84
NUDT15	421	582	357	365
NUDT16	207	275	173	196
NUDT16L1	305	419	246	238
NUDT17	29	44	33	28
NUDT19	2652	3369	2306	2305
NUDT2	161	149	105	122
NUDT21	1707	2050	1379	1493
NUDT22	105	104	82	65
NUDT5	2026	2571	1530	1616
NUDT6	86	80	51	50
NUDT7	89	86	51	78
NUDT8	70	92	48	66
NUDT9	351	397	284	243
NUF2	1305	1550	1040	1203
NUFIP1	265	408	262	276
NUFIP2	1179	1559	942	984
NUMA1	2629	3546	2308	2313
NUMB	394	539	285	310
NUMBL	264	333	211	196
NUP107	4221	4788	3357	3729
NUP133	3711	4465	3108	3210
NUP153	4113	4551	2968	3323
NUP155	8139	8213	6455	6606
NUP160	2639	3163	2175	2249
NUP188	4800	5695	3971	4038
NUP205	6354	7450	5668	5548
NUP210	3085	3852	3211	2851
NUP210L	1	0	1	0
NUP214	2433	3305	2174	2308
NUP35	500	605	410	388
NUP37	1585	2026	1303	1381
NUP42	639	834	477	564
NUP43	2272	2482	1674	1775
NUP50	182	225	160	148
NUP54	1192	1378	1035	1098
NUP58	1978	2083	1592	1563
NUP62	1362	1637	975	1040
NUP62CL	300	293	219	204
NUP85	1744	1989	1408	1430
NUP88	2434	2601	1907	2102
NUP93	2188	2605	1854	1886
NUP98	3127	3757	2528	2637
NUS1	49	39	26	33
NUTF2	1262	1114	906	976
NVL	857	1037	748	755
NXF1	979	1321	864	866
NXN	633	771	483	477
NXPE3	149	173	128	105
NXT1	150	212	140	126
NXT2	77	107	66	76
NYNRIN	319	330	262	228
OAF	89	176	112	131
OARD1	190	183	142	163
OAT	5065	6089	4136	4382
OAZ1	931	1305	862	882
OAZ2	423	576	324	342
OBI1	483	567	414	422
OBSCN	23	34	44	59
OBSL1	1484	2157	1303	1277
OCA2	57	82	50	44
OCIAD1	2273	2267	1801	1951
OCLN	676	963	586	555
OCRL	1365	1513	1105	1140
ODC1	3314	4252	3002	3083
ODF2	582	735	524	517
ODF2L	353	335	234	281
ODR4	276	314	198	236
OFD1	237	302	237	263
OGA	2926	3636	2581	2686
OGDH	1456	1741	1241	1147
OGDHL	80	95	58	79
OGFOD1	1094	1377	924	982
OGFOD2	150	232	133	123
OGFOD3	117	156	90	104
OGFR	528	706	468	410
OGFRL1	275	252	193	227
OGG1	172	209	135	129
OGN	0	0	2	0
OGT	2451	2990	1939	2014
OIP5	451	585	369	366
OLA1	1353	1818	1050	1174
OMA1	284	373	251	273
OMD	0	0	2	0
OMG	0	0	0	0
ONECUT2	37	54	21	29
OPA1	2040	2005	1653	1656
OPA3	129	154	104	108
OPHN1	77	85	62	63
OPTN	604	625	448	465
ORAI1	275	363	170	198
ORAI2	84	109	68	62
ORC1	850	1046	687	668
ORC2	1168	1169	861	950
ORC3	1297	1408	907	1060
ORC4	1038	1164	837	957
ORC5	1463	1578	1117	1163
ORC6	1092	1177	755	856
ORMDL1	472	434	398	379
ORMDL2	433	579	408	381
ORMDL3	220	304	200	197
OS9	1819	2482	1994	1802
OSBP	1237	1447	941	981
OSBP2	117	130	90	89
OSBPL10	153	207	107	92
OSBPL11	454	470	372	367
OSBPL1A	401	389	346	328
OSBPL2	577	716	433	440
OSBPL3	388	440	307	283
OSBPL5	84	92	76	76
OSBPL6	332	353	268	235
OSBPL8	1440	1445	1193	1235
OSBPL9	1495	1638	1195	1284
OSCP1	105	128	98	97
OSER1	577	616	434	430
OSGEP	336	387	255	242
OSGEPL1	239	209	190	177
OSGIN2	280	277	203	240
OSR2	62	79	52	77
OST4	504	545	381	373
OSTC	264	370	298	257
OSTF1	302	334	233	237
OSTM1	477	554	408	430
OTUB1	1753	2041	1442	1495
OTUB2	103	88	50	62
OTUD1	160	203	131	137
OTUD3	173	225	139	138
OTUD4	254	308	197	185
OTUD5	1121	1359	823	947
OTUD6B	363	465	282	346
OTUD7A	33	56	28	27
OTUD7B	336	485	305	284
OTULIN	440	435	317	259
OTULINL	580	679	529	504
OVCA2	395	563	338	354
OVGP1	3	2	1	1
OXA1L	1145	1434	973	1002
OXCT1	1670	2002	1428	1395
OXLD1	138	128	87	103
OXNAD1	243	218	176	165
OXR1	604	559	458	500
OXSM	224	221	159	156
OXSR1	534	610	459	476
P2RX4	104	113	106	108
P2RY1	60	80	54	44
P3H1	675	1073	709	715
P3H3	257	256	220	203
P3H4	346	417	278	249
P4HA1	657	831	600	620
P4HA2	537	640	464	470
P4HB	3733	4641	3644	3176
PA2G4	1405	1871	1069	1126
PAAF1	289	290	252	192
PABPC1	3051	4234	2970	3034
PABPC1L	31	31	49	31
PABPC4	3408	4219	2992	2866
PABPC4L	89	106	58	83
PABPN1	200	401	154	154
PACC1	188	257	157	178
PACRGL	163	197	127	167
PACS1	422	456	336	319
PACS2	135	134	92	99
PACSIN2	1102	1369	787	918
PACSIN3	338	386	276	248
PAF1	3156	4372	2703	2698
PAFAH1B1	1758	1982	1388	1449
PAFAH1B2	1132	1466	891	952
PAFAH1B3	635	764	494	508
PAFAH2	91	140	94	65
PAG1	124	130	110	88
PAGR1	332	519	273	263
PAICS	5371	6030	4074	4471
PAIP1	335	372	282	313
PAIP2	1786	1773	1365	1367
PAIP2B	94	106	68	65
PAK1	600	685	467	482
PAK1IP1	1091	1353	945	1018
PAK2	924	1201	836	860
PAK4	1018	1621	856	824
PALB2	258	235	203	196
PALD1	330	378	247	213
PALLD	1139	1156	829	931
PALM	140	153	93	94
PALM2-AKAP2	420	566	358	344
PAM	1013	1124	858	875
PAM16	111	102	49	70
PAN2	395	429	374	321
PAN3	342	408	303	261
PANK1	139	243	120	115
PANK2	524	714	479	489
PANK3	414	518	374	369
PANK4	782	925	662	606
PANX1	176	210	206	164
PAPOLA	2772	2968	2165	2317
PAPOLG	330	456	255	284
PAPSS1	1175	1389	1017	973
PAPSS2	664	800	542	522
PAQR3	255	262	181	190
PAQR4	123	114	108	106
PAQR5	53	62	34	36
PAQR6	6	2	17	5
PAQR8	87	85	55	61
PARD3	1214	1344	1020	1012
PARD3B	120	145	124	101
PARD6B	316	351	254	335
PARD6G	63	83	50	42
PARG	330	424	284	258
PARK7	5764	7268	5237	4788
PARL	47	80	50	41
PARN	1026	1055	791	876
PARP1	11723	14736	9751	9434
PARP11	124	124	102	83
PARP16	132	151	118	110
PARP2	637	702	474	481
PARP3	10	16	9	16
PARP4	1476	1954	1279	1380
PARP6	39	39	57	39
PARP8	307	336	239	283
PARP9	364	337	257	244
PARPBP	1031	1156	796	836
PARS2	216	231	114	110
PARVA	365	600	347	342
PARVB	154	204	134	118
PASK	581	743	526	492
PATJ	512	575	436	439
PATL1	471	554	394	356
PATZ1	362	452	331	311
PAWR	1234	1338	799	896
PAX3	299	341	220	257
PAX6	198	214	155	167
PAXBP1	619	713	503	482
PAXIP1	638	689	484	502
PAXX	327	415	261	271
PBDC1	461	657	379	468
PBK	2708	3028	2407	2400
PBLD	44	42	41	40
PBRM1	1597	1811	1332	1397
PBX1	592	668	427	487
PBX2	186	190	141	146
PBX3	155	185	118	127
PBXIP1	217	345	207	221
PC	211	297	172	160
PCBD1	820	911	495	605
PCBD2	51	51	42	31
PCBP1	4943	6224	3489	3805
PCBP2	7747	9727	5798	6555
PCBP4	73	88	53	52
PCCA	156	200	132	148
PCCB	2294	2846	2052	2058
PCDH10	41	65	49	32
PCDH17	4	2	5	1
PCDH18	62	56	40	41
PCDH7	927	1409	976	1030
PCDH9	179	218	195	173
PCED1A	89	111	96	81
PCF11	556	800	507	572
PCGF1	152	171	109	118
PCGF2	144	237	121	135
PCGF3	143	207	147	112
PCGF5	333	348	264	279
PCGF6	455	412	337	346
PCID2	732	736	565	581
PCIF1	275	257	212	231
PCK2	436	474	329	336
PCLO	242	197	230	173
PCM1	2961	3319	2510	2625
PCMT1	2916	3383	2326	2546
PCMTD1	90	77	61	76
PCMTD2	353	337	277	291
PCNA	9100	11249	8002	8122
PCNP	563	698	480	505
PCNT	1519	2145	1646	1510
PCNX1	611	616	535	503
PCNX2	46	27	92	42
PCNX3	288	370	310	268
PCNX4	147	200	122	136
PCOLCE2	326	358	248	267
PCSK1N	151	247	147	128
PCSK5	197	304	207	213
PCSK6	346	451	360	360
PCSK7	76	115	69	67
PCTP	241	305	173	180
PCYOX1	971	1057	870	847
PCYOX1L	251	297	206	196
PCYT1A	421	563	388	337
PCYT2	199	244	154	152
PDAP1	738	1049	620	716
PDCD10	627	773	502	621
PDCD11	1997	2954	2052	1955
PDCD2	895	1247	752	727
PDCD2L	892	1026	857	821
PDCD4	3049	3825	2561	2679
PDCD5	3122	4155	2815	3184
PDCD6	725	1021	560	568
PDCD6IP	2764	2921	2073	2409
PDCD7	199	280	152	156
PDCL	378	507	343	314
PDCL3	151	273	172	178
PDE10A	256	278	203	191
PDE12	1152	1454	901	949
PDE3B	240	292	256	248
PDE4A	47	55	49	44
PDE4D	151	189	155	150
PDE4DIP	279	367	224	214
PDE5A	202	179	135	159
PDE6D	278	305	214	189
PDE7A	130	155	104	125
PDE8A	109	116	107	115
PDE9A	267	276	202	193
PDF	157	271	147	156
PDGFC	140	169	102	127
PDGFRL	112	149	99	100
PDHA1	4114	5335	3457	3587
PDHB	2109	2338	1605	1695
PDHX	885	940	685	680
PDIA3	2527	3112	2323	2334
PDIA4	3899	4920	3717	3488
PDIA5	160	204	174	152
PDIA6	4231	5566	4139	3897
PDIK1L	199	204	170	185
PDK1	591	514	433	457
PDK2	602	633	529	458
PDK3	932	996	717	731
PDLIM1	1353	1436	985	1060
PDLIM3	258	304	199	207
PDLIM5	1908	2489	1366	1606
PDLIM7	442	546	330	404
PDP1	188	165	116	103
PDP2	366	490	271	254
PDPK1	166	187	119	133
PDPN	600	759	491	506
PDPR	36	75	70	66
PDRG1	400	584	378	335
PDS5A	2877	2984	2306	2274
PDS5B	1439	1745	1284	1289
PDSS1	399	455	380	351
PDSS2	232	263	186	202
PDXDC1	877	1089	679	679
PDXK	597	933	602	584
PDZD11	613	740	510	519
PDZD2	36	34	34	31
PDZD4	32	54	46	30
PDZD8	450	539	387	409
PDZRN3	109	112	84	91
PEA15	671	863	464	559
PEAK1	157	221	197	171
PEBP1	3829	4863	2981	3125
PECR	291	326	235	211
PEF1	1127	1437	834	935
PELI1	171	183	120	145
PELI2	168	156	106	112
PELI3	91	90	61	55
PELO	629	746	457	464
PELP1	2939	4138	2436	2570
PEMT	315	370	240	240
PEPD	2073	2992	1794	1780
PER1	143	154	123	100
PER2	102	117	85	68
PER3	24	35	16	34
PERP	1164	1714	940	877
PES1	2270	3010	2008	1852
PET100	98	128	83	90
PET117	78	105	62	72
PEX1	631	713	569	526
PEX10	301	425	263	210
PEX11A	100	108	65	64
PEX11B	255	331	221	199
PEX12	93	102	63	68
PEX13	184	263	168	171
PEX14	416	532	310	342
PEX16	150	171	116	113
PEX19	521	541	413	399
PEX2	122	116	111	110
PEX26	179	221	135	139
PEX3	829	926	660	682
PEX5	653	796	553	568
PEX6	268	404	218	245
PEX7	243	270	212	183
PFAS	2049	3077	1762	1728
PFDN1	760	899	579	762
PFDN2	1334	1714	1126	1084
PFDN4	1009	996	760	824
PFDN5	3410	3662	2759	2678
PFDN6	1301	1386	872	1003
PFKFB2	60	81	41	57
PFKFB3	449	515	368	386
PFKFB4	33	70	43	39
PFKL	1635	2114	1465	1384
PFKM	2123	2483	1736	1804
PFKP	5973	7367	4715	4732
PFN1	9073	11740	6483	6810
PFN2	1232	1528	1097	1058
PGAM2	7	11	6	8
PGAM5	1748	2064	1259	1268
PGAP1	473	442	414	460
PGAP2	104	171	117	112
PGAP3	65	58	51	46
PGBD1	205	241	169	181
PGBD2	21	28	22	15
PGBD4	38	38	19	23
PGBD5	93	129	79	80
PGD	4145	5467	3085	3475
PGGHG	28	30	25	27
PGGT1B	416	471	313	331
PGK1	7060	9126	5853	6127
PGLS	673	999	559	636
PGM1	1282	1669	1066	1083
PGM2	1524	1762	1143	1247
PGM2L1	348	359	281	288
PGM3	2114	2424	1790	1853
PGP	634	744	534	483
PGRMC1	2449	3131	2170	1996
PGRMC2	572	633	434	493
PGS1	298	332	245	212
PHACTR2	300	325	218	234
PHACTR4	487	578	383	408
PHAX	1147	1302	925	985
PHB	1872	2297	1346	1421
PHB2	6540	7800	5041	5546
PHC2	422	516	330	357
PHC3	307	305	211	201
PHF1	56	82	51	56
PHF10	607	664	506	581
PHF12	299	378	181	178
PHF13	380	471	246	262
PHF14	741	1001	706	757
PHF19	381	509	284	307
PHF2	304	433	323	259
PHF20	297	319	265	243
PHF20L1	296	375	267	267
PHF21A	171	208	159	166
PHF21B	16	6	8	7
PHF23	540	768	392	334
PHF3	1980	1976	1506	1611
PHF5A	452	644	420	341
PHF6	1698	2036	1289	1504
PHF7	7	6	6	5
PHF8	1105	1569	1023	996
PHGDH	5246	6526	4445	4150
PHIP	2836	3503	2397	2655
PHKA1	855	939	723	737
PHKA2	540	598	565	505
PHKB	435	429	363	406
PHKG1	2	2	0	0
PHKG2	311	321	238	248
PHLDB1	278	305	193	176
PHLDB2	142	149	117	112
PHLDB3	151	179	136	115
PHLPP1	428	637	380	412
PHLPP2	230	267	220	212
PHOSPHO2	39	27	23	36
PHPT1	1233	1759	1335	1302
PHRF1	777	1099	740	671
PHTF1	121	171	100	110
PHTF2	369	444	328	327
PHYH	377	412	331	319
PHYHD1	35	36	26	24
PHYKPL	89	94	64	73
PI4K2B	298	355	255	270
PI4KA	1585	1840	1380	1290
PI4KB	988	1252	851	871
PIAS1	714	790	564	589
PIAS2	348	381	272	267
PIAS3	319	400	245	259
PIAS4	315	493	273	238
PIBF1	564	544	426	487
PICALM	1661	1792	1173	1345
PICK1	401	519	346	370
PIDD1	51	84	85	63
PIEZO1	695	782	800	623
PIF1	93	115	62	79
PIGA	191	175	156	154
PIGB	118	130	121	120
PIGC	188	248	161	164
PIGF	123	130	83	88
PIGG	633	838	639	598
PIGH	146	156	130	128
PIGK	1118	1129	900	850
PIGL	128	128	91	95
PIGM	544	672	448	399
PIGN	245	241	210	211
PIGO	469	615	382	407
PIGP	393	476	323	364
PIGQ	398	528	353	273
PIGS	594	785	596	499
PIGT	998	1084	896	853
PIGU	289	369	294	241
PIGV	38	57	48	45
PIGW	306	405	277	294
PIGX	218	276	212	205
PIGY	85	82	60	54
PIH1D1	583	665	454	431
PIH1D2	30	51	32	38
PIK3AP1	75	98	83	81
PIK3C2A	1342	1306	948	1015
PIK3C2B	88	94	66	74
PIK3C3	854	932	720	702
PIK3CA	204	267	159	184
PIK3CB	269	243	219	234
PIK3R1	247	296	235	230
PIK3R4	1223	1564	1089	1123
PIKFYVE	786	872	661	617
PILRB	6	7	12	6
PIM1	253	328	255	235
PIM2	258	332	235	220
PIM3	874	1210	802	785
PIMREG	446	758	334	383
PIN1	1267	1614	1109	1015
PIN4	829	1179	777	866
PINK1	1389	1692	1044	1066
PINX1	220	323	169	209
PIP4K2A	462	553	388	385
PIP4K2B	280	348	253	211
PIP4K2C	546	703	466	468
PIP4P1	261	295	202	199
PIP4P2	138	133	101	119
PIP5K1A	1021	1061	720	821
PIP5K1B	63	65	29	47
PIP5K1C	156	250	120	124
PIR	202	272	178	169
PISD	303	452	271	266
PITHD1	903	1066	703	772
PITPNA	898	1162	755	824
PITPNB	1321	1459	978	1115
PITPNC1	79	106	60	69
PITPNM1	60	95	92	50
PITPNM2	29	29	20	29
PITPNM3	12	12	8	11
PITRM1	2501	2949	1965	2062
PITX1	332	453	253	286
PITX2	205	239	154	152
PJA1	674	850	483	547
PJA2	2110	2446	1729	1998
PKD1	167	103	223	142
PKD2	101	143	125	120
PKD2L2	0	0	2	0
PKDCC	22	31	24	21
PKIA	33	25	23	26
PKIG	65	64	32	39
PKM	21163	30174	17875	17915
PKMYT1	656	906	491	521
PKN1	1394	1774	1160	1111
PKN2	2039	2217	1646	1748
PKN3	524	555	373	487
PKNOX1	390	403	285	311
PKNOX2	37	38	30	38
PKP2	680	821	547	537
PKP4	302	349	253	228
PLA2G15	117	182	117	101
PLA2G4A	104	97	79	69
PLA2G6	53	62	66	38
PLAA	1295	1449	1052	1107
PLAAT1	49	47	50	40
